scale,segment,label,start,end,start_confirm,end_confirm,start_i,end_i,efficiency,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.08,100,U,2025-12-18,2025-12-25,2025-12-24,2026-01-08,1828,1833,0.9999999999999983,5,5.913831816457658,7.610745855891047,13.524577672348737,6.092197537228503,7.907852415041916,14.481811942347303,5.913831816457658,0.0,-4839.999999999982,-5396.0459278679355,-1.7284832359825768,4281.535985868028,1.367600696852986,556.0459278679535
0.08,101,D,2025-12-25,2026-02-04,2026-01-08,2026-02-26,1833,1860,0.3501731098923533,27,-7.833307245652321,-13.873037883297073,-21.706345128949334,-7.534360232939181,-12.953730801142804,-19.51211029191864,-8.377638486584235,-0.544331240931915,8269.999999999998,5325.389028729188,0.30512467369301377,-11210.479241228802,-0.6623682850085028,2944.610971270807
0.08,102,U,2026-02-04,2026-02-26,2026-02-26,2026-03-09,1860,1870,0.6091239989209759,10,-0.3559869289318468,8.51424447234007,8.158257543408192,-0.35535404667942666,8.887215974565706,8.500280846283482,-0.3559869289318468,0.0,-4650.000000000006,-5639.988419054947,-1.0448411067276602,3657.688419555059,0.6851818734020967,989.9884190549415
0.08,103,D,2026-02-26,2026-03-23,2026-03-09,2026-03-31,1870,1887,0.5501050411591778,17,-10.452657239731284,-9.222123615107384,-19.674780854838637,-9.924913802091066,-8.809661876752415,-17.8602243313201,-10.452657239731284,0.0,4729.99999999999,3114.1810198710978,0.34776550386353605,-6343.455850370895,-0.7049328138909625,1615.8189801288925
0.08,104,U,2026-03-23,2026-06-03,2026-03-31,2026-06-05,1887,1935,0.40231953998030295,48,18.38203161509725,34.8413170793338,53.22334869443108,20.179985966976645,41.68175164414272,70.27310924369749,18.38203161509725,0.0,-20820.000000000044,-26198.624856113747,-0.9687178270583464,15430.973376114272,0.609194808348377,5378.6248561137045
0.08,105,D,2026-06-03,2026-06-11,2026-06-05,2026-06-18,1935,1941,0.566609302528734,6,-10.533747589212261,-4.811429133242611,-15.345176722454859,-9.997926397199098,-4.697514162807867,-14.225786551511419,-10.533747589212261,0.0,3719.999999999998,2930.6199484440617,0.5862377429663178,-4507.521522443953,-0.942978331962793,789.3800515559371
0.08,106,U,2026-06-11,2026-06-22,2026-06-18,2026-06-26,1941,1947,0.8585165858636742,6,2.769756930738939,9.861566002985384,12.63132293372432,2.8084713028324844,10.364204428462227,13.463751438434961,2.769756930738939,0.0,-7439.999999999997,-8230.119641387984,-1.8940449375075594,6646.163300388017,1.5328661430979762,790.1196413879862
0.08,107,D,2026-06-22,2026-07-06,2026-06-26,2026-07-09,1947,1957,0.5590576446445863,10,-6.18663183804041,-15.360516663465923,-21.547148501506356,-5.999145974378213,-14.23894325611596,-19.383874239350913,-6.18663183804041,0.0,10879.999999999996,9610.253159976091,1.2678661580471,-12144.311141975886,-1.6233870445695966,1269.746840023903
0.08,108,R,2026-07-06,2026-07-09,2026-07-09,2026-07-13,1957,1960,0.9999999999999988,3,2.136935866942655,6.79327301621835,8.930208883160992,2.1599318524819213,7.029330759983947,9.341091366567058,2.136935866942655,0.0,-4540.000000000006,-4891.693775057996,-2.4816138040871483,4186.038020058018,2.1193836168888565,351.69377505798946
0.08,109,D,2026-07-09,2026-07-20,2026-07-13,2026-07-23,1960,1967,0.7259377154936882,7,-0.6428999866146139,-20.10886760923849,-20.751767595853135,-0.6408378062696549,-18.216009450877237,-18.740112181792046,-0.6428999866146139,0.0,12650.000000000007,11855.407948155045,2.581299170915645,-13438.272053654953,-2.934469806979467,794.5920518449605
