scale,window,label,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.12,2026,D,84,-37.82324518344182,-41.75379965206943,-79.57704483551129,-31.49287639096203,-34.13335356613834,-54.8766551104264,-38.36757642437374,-0.544331240931915,26779.999999999985,17634.002889906566,0.2767596308894262,-35912.61769890541,-0.6340539984705243,9145.99711009342
0.12,2026,R,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.12,2026,EDGE,24,-2.836694554157462,-4.836862231651787,-7.673556785809275,-2.7968381317061133,-4.721749455793637,-7.386527898236511,-2.836694554157462,0.0,3349.9999999999936,598.9410315451714,-0.0011961027463902318,-6099.385293044845,-0.35659563743313677,2751.058968454823
0.2,full_available,U,534,92.42826161605433,481.893821560617,574.3220831766712,152.0059761594382,12283.353643458897,31106.79123047388,90.48645303034417,-1.9418085857101512,-144870.0,-173553.56150305647,-1.1869760087147694,116101.02825705941,0.7208450011922855,28683.561503056502
0.2,full_available,D,416,-252.68904967454267,-197.5764002225808,-450.2654498971236,-92.0092894219836,-86.13446612213184,-98.89204531772275,-257.89427404316467,-5.205224368621979,52779.999999999956,30635.05311748514,0.20059662107240414,-74889.3236069828,-0.6606586495845449,22144.946882514818
0.2,full_available,R,1025,-51.12024610109358,44.352374882368785,-6.767871218724575,-40.02260597504252,55.818821991083766,-6.5439311693603734,-61.454222743980935,-10.333976642887357,-3989.99999999996,-46468.11617042992,-0.32851672525553444,-38496.85248356608,-0.20169612420938815,42478.11617042996
0.2,full_available,EDGE,32,21.14574835205317,33.94789759693384,55.09364594898699,23.54774363609716,40.42157697717548,73.48768993352556,1.784796695272569,-1.1530061215537553,-12740.00000000002,-16316.622581110794,-1.3437668544012884,9155.357835611225,0.9782196541360273,3576.6225811107747
0.2,full_2020,U,534,92.42826161605433,481.893821560617,574.3220831766712,152.0059761594382,12283.353643458897,31106.79123047388,90.48645303034417,-1.9418085857101512,-144870.0,-173553.56150305647,-1.1869760087147694,116101.02825705941,0.7208450011922855,28683.561503056502
0.2,full_2020,D,293,-177.1449193076622,-139.50603750268348,-316.65095681034563,-82.99136777857741,-75.21819261073081,-95.78495352333788,-182.35014367628418,-5.205224368621979,43159.999999999985,26050.377909384937,0.21223734495836377,-60243.61390888304,-0.6403520903931689,17109.622090615056
0.2,full_2020,R,766,-74.74709487381352,-58.5457574021335,-133.2928522759469,-52.64372961064806,-44.314899704448216,-73.62961333745665,-83.97702633207754,-9.229931458264005,12040.000000000027,-20410.220485280333,-0.20333194170271773,-44482.93497371646,-0.32067800529787216,32450.220485280362
0.2,full_2020,EDGE,31,2.937802816826324,15.685480153046576,18.62328296987289,2.9813819533328085,16.982574466108865,20.470271829785535,1.7847966952725687,-1.1530061215537553,-9430.000000000022,-12961.572324560793,-0.7319844650779062,5893.716404061225,0.3728850558608713,3531.5723245607746
0.2,primary,U,293,73.90425998462763,312.79380606888463,386.69806605351215,109.39298257871346,2182.686337684997,4679.7850053954135,71.96245139891748,-1.9418085857101512,-117009.99999999999,-136867.6677387568,-1.3262139854315955,97093.87326025905,0.9408139066357948,19857.66773875683
