id,stage,region,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,mother_n,coverage_pct,opposite_mean_pct,opposite_cash,complement_mean_pct,mirror_candidate,large_loss_mirror,n_2024,mean_2024,cash_2024,n_2025,mean_2025,cash_2025,n_2026,mean_2026,cash_2026
R__r5_positive_decelerate,R,r5_positive_decelerate,15,1.211148507524483,1.4106470517625915,73.33333333333333,5177.304172437052,5.439498134242947,4.096506688280085,-2.068958700737071,-1237.8579906509894,10,152,9.868421052631579,-1.5932532778458577,-6919.672577936941,-0.8353795543273349,False,False,9,1.7523790449131278,3971.5869144500257,5,-0.16540338442454705,-898.7927764069782,1,3.22283313077183,2104.510034394005
R__r5_negative,R,r5_negative,116,-0.7313128052435094,-0.7829941631496524,37.93103448275862,-35734.6621977485,0.5196567604787594,0.5106689313306058,-8.223646820562418,-36036.72538240352,21,152,76.3157894736842,0.3507463698745433,19111.6328952495,-0.3179857200480705,True,True,56,-0.590888355950506,-7412.449564399816,34,-0.7146089640409938,-11112.076961689809,26,-1.055608949908652,-17210.135671658867
R__pair_volume_ge15_clv_lt04,R,pair_volume_ge15_clv_lt04,2,0.18428375021490478,0.18428375021490478,50.0,-108.1627397249892,1.5916786961023246,0.6919114275107691,-0.6229183218151051,-351.0767661749933,2,152,1.3157894736842106,-0.5556277562710528,-188.14271627498562,-0.6443222588693829,False,False,1,0.9914858222449147,242.9140264500041,1,-0.6229183218151051,-351.0767661749933,0,,0.0
R__pair_volume_ge15_upper_ge03,R,pair_volume_ge15_upper_ge03,2,-3.7748463615487253,-3.7748463615487253,0.0,-2116.9519627249883,0.0,0.0,-6.953841041699601,-2116.9519627249883,2,152,1.3157894736842106,3.398781848869839,1802.068580725008,-0.5915338573792012,True,True,1,-6.953841041699601,-1759.3217835499988,1,-0.5958516813978499,-357.6301791749895,0,,0.0
R__pair_decelerate_upper_ge03,R,pair_decelerate_upper_ge03,3,-0.13323180825043232,-0.4780020032588211,33.33333333333333,-87.86669729998846,0.7978884363764617,0.7935161408904572,-1.4995960004644429,-425.53784919998935,2,152,1.9736842105263157,-0.26377278891561357,-167.84670769999218,-0.6434904423169553,True,False,1,-1.4995960004644429,-322.8630188999946,2,0.549950287856573,234.99632160000613,0,,0.0
R__pair_r5negative_volume_lt08,R,pair_r5negative_volume_lt08,68,-0.9175591410093382,-1.0798078004024831,32.35294117647059,-21119.163909529725,0.42506356277551843,0.48727276299895583,-8.223646820562418,-21154.952018434724,14,152,44.73684210526316,0.5350562810284691,11612.656484030287,-0.4034017826350311,True,True,33,-0.9851077988230273,-7617.6956031499,19,-1.072924144730265,-8006.715029432906,16,-0.5937440923500039,-5494.753276946919
D__volume_lt08,D,volume_lt08,69,-0.7224235978834699,-0.5531564553884558,36.231884057971016,-18629.34170630272,0.4616084431461384,0.40740942489674925,-11.124780081111952,-18934.57018419077,15,166,41.566265060240966,0.327286363525948,10423.398816803237,-0.3253859762653394,True,True,22,-0.8208273005625533,-2597.206971349944,28,-0.533562935965673,-7464.737353316907,19,-0.8868034439233901,-8567.397381635874
D__volume_08_12,D,volume_08_12,72,-0.3220381636970181,0.21177169493932874,51.388888888888886,-4530.935821706702,0.7152036944383555,0.8525655037510769,-11.915439188277979,-10376.283533336944,13,166,43.373493975903614,-0.06172213887184879,-5770.626401292711,-0.6193927677182134,True,False,25,-1.082538061284824,-4795.445549149956,13,0.5401589101208362,2170.919637620054,34,-0.0925106495775167,-1906.4099101768015
D__volume_12_15,D,volume_12_15,11,-0.07810177091736452,0.22876642273805978,54.54545454545454,140.67353961804122,0.8946154344875878,1.0651767055133672,-4.459903419932236,-1233.9896601499845,10,166,6.626506024096385,-0.32115334315982175,-1358.9517691179644,-0.5196809578813312,True,False,5,0.8371900871164512,762.2480447500067,3,-1.9254094453207984,-1160.6059876999864,3,0.24371947342971004,539.0314825680208
D__volume_ge15,D,volume_ge15,14,-0.5368980308186867,-0.012275130329412381,50.0,-1657.4095845539764,0.5648027103138927,0.5307208351983405,-12.229427049039755,-3089.538692903995,9,166,8.433734939759036,0.13096480654496295,342.09081355405436,-0.48613878631734037,True,True,6,1.2252279626446996,1432.1291083500187,6,-2.112800673641266,-1871.9198107500004,2,-1.0955680827411078,-1217.618882153995
D__r3_le0,D,r3_le0,114,-0.5776261529210609,-0.27667521590506183,42.98245614035088,-12438.67779212851,0.5478162421328422,0.7192560580156604,-12.229427049039755,-14569.507272355788,13,166,68.67469879518072,0.18584510201485346,-2201.236762870532,-0.29923627920570006,True,True,40,-0.9612940705275284,-6204.175326049909,31,-0.8462649343456483,-6497.5376834098915,43,-0.027055945283365294,263.03521733129037
D__r3_0_3,D,r3_0_3,38,-0.03259583018290315,0.18671644099737622,55.26315789473685,-3561.0711387578576,0.9623468862642603,0.7252458120865832,-4.871337759198112,-5565.339886107899,15,166,22.89156626506024,-0.36005113493867125,-861.7452407419023,-0.6263361437870861,True,False,17,0.23640409394720183,827.7025075500352,13,-0.03293325788933076,-1855.884499536961,8,-0.6036723489364313,-2532.8891467709313
D__r3_3_6,D,r3_3_6,10,-0.47293460571034995,-0.7863757161211399,30.0,-2563.3145031349904,0.3917194983865259,0.23360487735500543,-2.0309590210363857,-2741.511954234991,7,166,6.024096385542169,0.09035276371864712,1175.7512606350388,-0.49154052496534517,True,False,1,0.8485592909523837,178.1974511000006,4,-0.22483289274093649,-197.87701269999246,5,-0.9357147554184273,-2543.6349415349987
D__r3_gt6,D,r3_gt6,4,-2.3980747286606454,-0.04028150013882359,50.0,-6113.950138924003,0.26933600497157123,0.15639805362495743,-11.915439188277979,-7030.109121084007,3,166,2.4096385542168677,2.0079148655446204,5523.142202924012,-0.4433170928213257,True,True,0,,0.0,2,0.5954740674810903,224.9556815000054,2,-5.391623524802381,-6338.905820424008
D__clv_lt04,D,clv_lt04,92,-0.45933605960334345,-0.1946695189504391,44.565217391304344,-14365.087887214646,0.584735693402233,0.5660438259358426,-12.229427049039755,-15342.594940514651,14,166,55.42168674698795,0.06526577655820649,3030.5654512153396,-0.5290641955160776,True,False,36,-0.23608790678030506,-865.6726675499201,27,-0.759620229307904,-5825.699031385911,29,-0.45689678096907627,-7673.716188278813
D__clv_04_07,D,clv_04_07,39,-0.5185875494004805,-0.43767466801521276,43.58974358974359,-2335.201402921838,0.6266983847451111,0.8632898157346591,-11.124780081111952,-7385.021097408858,13,166,23.49397590361446,0.12958495594817315,-2735.101880077846,-0.4817697127958946,True,True,14,-1.3375465087652658,-3106.2074602499733,11,-0.5668464398180006,-2750.5781250829464,14,0.3382891095780713,3521.5841824110835
D__clv_ge07,D,clv_ge07,35,-0.5407381726163146,-0.10356977707929521,48.57142857142857,-7976.724282808879,0.5647446594270292,0.5487031114317785,-11.915439188277979,-11348.856130751974,13,166,21.08433734939759,0.15375202503014254,3340.447888809126,-0.4769758161078347,True,True,8,-0.7949397707802027,-1226.3952395999809,12,0.031194023002787525,249.93364232201836,15,-0.8627097434241894,-7000.262685530917
D__upper_ge03,D,upper_ge03,74,-0.4433333093448476,-0.1338880916388766,45.94594594594595,-7693.836691084714,0.6038298819053503,0.6869634018659322,-11.124780081111952,-7964.005172734717,13,166,44.57831325301205,0.05025907872261727,-1635.350693414705,-0.5282935115236809,True,False,29,-0.7364588606863584,-2598.0613525499434,20,-0.36695779410442025,-3089.4176023849113,25,-0.1644080819810371,-2006.3577361498587
D__bias20_le_m5,D,bias20_le_m5,75,-0.48976209610057403,-0.3110958913043424,45.33333333333333,-7951.18224163372,0.6187134421295359,0.7272336663299507,-12.229427049039755,-9003.205321883754,9,166,45.18072289156626,0.0915403143439444,-872.9512643657063,-0.4909616565291681,True,False,30,-0.48313851905064226,-2354.661243749945,19,-0.8343822343174343,-2597.410261849952,26,-0.24556689169202006,-2999.110736033825
D__bias20_m5_0,D,bias20_m5_0,91,-0.4909616565291681,-0.12487820126151249,45.05494505494506,-16725.831331311638,0.5666043676503137,0.5679082265419717,-11.915439188277979,-16924.50495996164,16,166,54.81927710843374,0.10520947280871329,4508.862724312326,-0.48976209610057403,True,False,28,-0.6817920843402521,-2843.6141236499293,31,-0.33927310649182923,-5728.933252296887,32,-0.4709333150431417,-8153.283955364824
D__bias20_0_5,D,bias20_0_5,0,,,,0.0,,,,0.0,0,166,0.0,,0.0,-0.4904196864560081,False,False,0,,0.0,0,,0.0,0,,0.0
D__bias20_gt5,D,bias20_gt5,0,,,,0.0,,,,0.0,0,166,0.0,,0.0,-0.4904196864560081,False,False,0,,0.0,0,,0.0,0,,0.0
D__r5_positive_decelerate,D,r5_positive_decelerate,22,-0.4728154020145087,-0.1338880916388766,40.909090909090914,-6474.395481381917,0.5086290169740187,0.36857609296626254,-5.202703699677528,-7720.010206981935,13,166,13.25301204819277,0.08893131065521018,3463.1216448820505,-0.4931092299123482,True,False,7,0.5840422948165575,929.2706186000173,8,-0.7402962632050283,-2865.149703086968,7,-1.2239806860564095,-4538.5163968949655
D__r5_negative,D,r5_negative,124,-0.5427351301957861,-0.381975295902785,43.54838709677419,-14295.024710276508,0.578158852005384,0.7065086096568933,-12.229427049039755,-15386.37940563865,13,166,74.6987951807229,0.14991951598764688,-1258.2830137224923,-0.3359645668433301,True,True,44,-0.9044872706703732,-6410.856836299906,35,-0.6547244368438877,-6057.981409131892,45,-0.10191913211655534,-1826.18646484471
D__pair_volume_ge15_clv_lt04,D,pair_volume_ge15_clv_lt04,7,-1.3723004964781604,-0.21028403790088313,42.857142857142854,-1817.4746148399777,0.35470147035810123,0.3583678134309389,-12.229427049039755,-2832.5801804899893,5,166,4.216867469879518,0.961092549749541,1161.7808673400277,-0.4515947451342781,True,True,3,1.760063428321841,1015.1055656500116,3,-4.4927919663673785,-2030.066999599998,1,-1.4079178612105112,-802.5131808899913
D__pair_volume_ge15_upper_ge03,D,pair_volume_ge15_upper_ge03,6,0.7564657426314881,0.8103608774790809,83.33333333333334,622.3511024360091,6.795056666875835,2.499259346573511,-0.7832183042717047,-415.1057012640035,6,166,3.6144578313253013,-1.151019846462258,-1217.1890934359799,-0.5371778900467893,False,False,4,0.7295773715368972,595.1754013000125,1,2.4037032739130444,442.28140240000016,1,-0.7832183042717047,-415.1057012640035
D__pair_decelerate_upper_ge03,D,pair_decelerate_upper_ge03,10,0.31371832469345207,0.30302228755458765,60.0,865.3644431100349,2.7152488338958314,1.9878507077354997,-1.0337456140013013,-629.3443298039922,6,166,6.024096385542169,-0.6922989064478726,-2313.841078609983,-0.5419669948630247,False,False,4,0.5506223972326595,484.4354132500078,3,0.22054533733368772,228.51446514502197,3,0.09101921533427326,152.41456471500524
D__pair_r5negative_volume_lt08,D,pair_r5negative_volume_lt08,52,-0.7180627596613551,-0.606918271197047,34.61538461538461,-12486.69375887681,0.48950360873535853,0.4490758721484374,-11.124780081111952,-13875.129516013829,16,166,31.325301204819276,0.31813855953914544,6748.499826877192,-0.3865824951693585,True,True,19,-0.9293319092617814,-2532.617936649956,22,-0.39730495140122457,-4403.849715484921,11,-0.9946589359626979,-5550.226106741935
C__volume_lt08,C,volume_lt08,20,-0.08557275870043542,0.03392160717273539,50.0,-1577.423894828892,0.8985621975467872,0.7865051454396332,-5.036557294660186,-4997.977126015963,7,120,16.666666666666668,-0.30401218546735187,-1037.5586526708987,-0.3188314052931113,True,False,1,4.07994665983975,916.3560198000077,12,-0.1867183731134451,-432.18166229996314,7,-0.5072544794981597,-2061.5982523289367
C__volume_08_12,C,volume_08_12,51,-0.5621195330997658,-0.7032760488720768,43.13725490196079,-10974.057946907711,0.620007402759008,0.6756671545963858,-9.500315327488165,-17376.215084770767,13,120,42.5,0.1896915254749716,1922.7192094082538,-0.0713985436990117,True,True,5,-0.7066998671677522,-1229.4201200499876,22,-0.5464113961483149,-2956.1360173338385,24,-0.5463977557077649,-6788.501809523885
C__volume_12_15,C,volume_12_15,19,-0.820677986396159,-0.5628358847535718,47.368421052631575,-4271.530463687921,0.5340321138768679,0.572264344795279,-6.639395060878929,-6017.276041322958,7,120,15.833333333333334,0.42403241910180023,1866.935597188056,-0.17823479170091916,True,True,11,-0.9869066857251775,-1476.359897799977,2,-3.490145001808802,-4216.811066422976,6,0.37389696751125623,1421.6405005350323
C__volume_ge15,C,volume_ge15,30,0.4125945800101309,1.0247018959961347,56.666666666666664,5002.613698871148,1.3944875149141565,1.6515613919950882,-8.827690427622347,-2871.3089942009874,12,120,25.0,-0.808183673027206,-8414.033415370866,-0.5108048122624865,False,False,16,-0.11469847323937254,724.7990918000482,8,1.6443105551286723,3834.48711410106,6,0.17642142185075105,443.32749297003966
C__r3_le0,C,r3_le0,30,-0.22282268855099013,-0.282872470597052,46.666666666666664,-5402.7186694588445,0.8123751536321331,0.6885372587911741,-5.036557294660186,-10516.315854226901,13,120,25.0,-0.15756656946838773,715.7527584591742,-0.29899905607544613,True,False,5,1.593774304717971,1445.2546483000153,13,-0.2014850770422115,-420.2983797159345,12,-1.0028538482142342,-6427.674938042924
