mode,latency,slip,window,delta_mean,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5
OPEN,next_bar_open,0.0005,all,-8.417674571953031e-18,61,0.47340314972002145,-0.21859077520178968,45.90163934426229,4443.762050097179,1.9149220652758,1.384230978024285,-3.084037157135793,-2.3144520839132072,-4045.7351286709045,5,14,4,16,1720.312949903,0.6843291153880691,0.3248993976571705,0.0005667112324675745,-0.22042248893606928,-3621.033555269847,15,21,0.7073342388769734,0.21107570731779177
OPEN,next_bar_open,0.0005,recent2024,-3.750753461571475e-18,37,0.43525483941109044,-0.22862643846281455,43.24324324324324,2439.0654531971395,1.7019414394331187,1.2389728678360303,-3.084037157135793,-2.7776407629339506,-4045.7351286709054,4,9,3,12,1215.8595468029998,0.6286570166013368,0.18668891068664614,-0.23287415662373612,-0.6049943068180329,-5420.353619104899,11,13,0.8386735719499857,0.12152415674924588
OPEN,next_bar_open,0.001,all,-0.10040541718038472,61,0.3729977325396368,-0.3183224382355545,44.26229508196721,2654.321090194221,1.6523722797536424,1.2104298571641647,-3.1809047346237085,-2.412088986615558,-5048.394843341884,5,14,4,16,1719.828909806,0.6843291153880691,0.22464268379823749,-0.09936457241477925,-0.32013101918117787,-5201.712206539808,16,20,0.6066966077588992,0.11093592734025229
OPEN,next_bar_open,0.001,recent2024,-0.10035576047536414,37,0.3348990789357263,-0.3283480011038202,43.24324324324324,1020.3458963941766,1.4953012821724834,1.0922246052302313,-3.1809047346237085,-2.874814583847466,-5048.394843341883,4,9,3,12,1215.5041036060002,0.6286570166013368,0.08658236843328543,-0.3325576061983087,-0.7042995650101735,-6580.484380209852,11,13,0.7379191959438243,0.02149277597165286
OPEN,next_bar_open,0.002,all,-0.3009157009314562,61,0.17248744878856528,-0.5174872660084407,42.62295081967213,-924.5608296120022,1.252346805322891,0.9372766070374696,-3.3743498669124476,-2.6070705015396634,-7053.714272684003,5,14,4,16,1718.860829612,0.6843291153880691,0.024429362063536637,-0.29892800819633425,-0.5192496145592568,-8363.069509080005,20,19,0.405722588173806,-0.08904388034047171
OPEN,next_bar_open,0.002,recent2024,-0.3007668573055548,37,0.13448798210553572,-0.5274925588330143,43.24324324324324,-1817.093217211997,1.1706390284624362,0.8577975190599837,-3.3743498669124476,-3.068871286090949,-7053.714272684003,4,9,3,12,1214.7932172120002,0.6286570166013368,-0.11333103651070725,-0.5316260909957569,-0.9026128011459855,-8900.745902420003,14,13,0.5367120593604836,-0.17827053149013194
OPEN,next_bar_close,0.0005,all,0.22921271455010578,61,0.7026158642701273,0.32851423547779,54.09836065573771,8299.068102762196,2.3348060594584283,1.7100830211264775,-3.335336669416381,-2.9103125463625257,-2926.6850332799004,4,14,4,16,1723.0768972380001,0.9140191923215064,0.5527629724937778,0.17919823062939313,-0.0733282405707265,-2162.8496919298223,14,25,1.0178310887115358,0.4740014541689071
OPEN,next_bar_close,0.0005,recent2024,0.09794558072392893,37,0.5332004201350193,-0.009709384968299185,48.64864864864865,4746.401378112155,1.791615517542099,1.4479223392944904,-3.335336669416381,-3.1779372120990668,-2926.6850332799,4,9,3,12,1217.3686218880002,0.7267797098391586,0.31282406180861755,-0.18046103165395344,-0.601430388232708,-5166.093257879871,11,15,1.0583558997613736,0.3097859346089531
OPEN,next_bar_close,0.001,all,0.12857822661367752,61,0.601981376333699,0.22823581031567736,52.459016393442624,6507.698525524216,2.050535721694924,1.5156889321404756,-3.431953072853463,-3.007353845744767,-3779.302102559902,4,14,4,16,1722.5914744760003,0.9140191923215064,0.45227853355419695,0.07908843187120304,-0.17318376950644063,-3744.257799859809,15,24,0.9168831519643096,0.37359891643986387
OPEN,next_bar_close,0.001,recent2024,-0.0025080774935224786,37,0.43274676191756806,-0.1096497802180049,45.94594594594595,3326.527576224174,1.5957914919819667,1.2919930548527612,-3.431953072853463,-3.274710936411676,-3779.3021025599023,4,9,3,12,1217.012423776,0.7267797098391586,0.2125914501750959,-0.28019686420694234,-0.7007392219071613,-6329.393175759856,12,15,0.9573819607686156,0.20956640366753818
OPEN,next_bar_close,0.002,all,-0.07238951297367847,61,0.40101363674634316,0.027979194797326665,50.81967213114754,2924.959371048003,1.598715281787517,1.2013923317682254,-3.6248966090586294,-3.2011459195255814,-5484.536241119999,5,14,4,16,1721.620628952,0.9140191923215064,0.25161044347723666,-0.12083150051422585,-0.3725959227150328,-6907.074015720005,15,23,0.7152894507029748,0.17309437978515704
OPEN,next_bar_close,0.002,recent2024,-0.203114676694523,37,0.23214016271656746,-0.3092314188584177,45.94594594594595,486.7799724480069,1.2787365846437027,1.0374690190260905,-3.6248966090586294,-3.467968643347346,-5484.536241119999,4,9,3,12,1216.3000275519998,0.7267797098391586,0.01242628390726609,-0.47936995899068935,-0.8990595937854201,-8655.993011520002,12,14,0.7557363568235205,0.00942735963472586
