gap,mode,removed_event,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5
3,OPEN,9,60,0.4498878219163098,-0.2207230640188966,45.0,4055.487892947175,1.8552215017280156,1.3506587575810147,-3.084037157135793,-2.5711503050049216,-4045.7351286709036,5,14,4,15,1699.3921070529998,0.660928060252761,0.29846849222860183,-0.03368339979862795,-0.26251739507364513,-4009.307712419851,15,20,0.6859344465303234,0.17761076510529314
3,OPEN,10,50,0.4807273934607668,-0.2207230640188966,44.0,3362.3099596971524,1.9556725544619549,1.3286001385064938,-3.084037157135793,-2.3435328114680893,-4045.7351286709045,5,13,4,15,1489.565040303,0.6939698735568045,0.2990355387662705,-0.0924420172844327,-0.34661654900815553,-4702.4856456698735,11,16,0.7549562593678194,0.14441928051785144
3,OPEN,11,60,0.49276544049455023,-0.21393508413805928,46.666666666666664,4584.770358097177,1.9576143776725554,1.40131627164609,-3.084037157135793,-2.5711503050049216,-4045.735128670903,5,14,4,15,1699.7246419029998,0.7038765970620583,0.3420728501047784,0.013092184104906942,-0.21106425277975674,-3480.025247269848,15,21,0.7327100304338583,0.22906390739918156
3,OPEN,12,60,0.4875823770952175,-0.21393508413805928,46.666666666666664,4527.368925297178,1.9380929516296561,1.3943105732749332,-3.084037157135793,-2.5711503050049216,-4045.735128670904,5,13,4,15,1698.826074703,0.6987457418670602,0.3368019381732536,0.007437933123816661,-0.21728392885895606,-3537.4266800698474,15,21,0.7270557794527681,0.22284423131998224
3,OPEN,13,60,0.3248993976571705,-0.2207230640188966,45.0,2910.1648672471774,1.6176227433570805,1.2516281206213198,-3.084037157135793,-2.5711503050049216,-4470.25073582088,6,14,4,15,1701.025132753,0.5354978176275945,0.20033388152548218,-0.04915801504376388,-0.26251739507364513,-4553.94682810486,15,20,0.5495834382476259,0.1605886883356436
3,OPEN,14,59,0.49749954499640214,-0.2185907752017896,47.45762711864407,4526.882412647176,1.944173211719902,1.3942514950017273,-3.084037157135793,-2.5711503050049216,-3962.6147661209056,5,14,4,15,1682.1475873529998,0.7084919262181805,0.3442904289878732,0.009381793534900063,-0.2197278757933289,-3537.913192719848,15,21,0.7423258962773505,0.2293824917361999
3,OPEN,15,53,0.6191202840001326,-0.209279393074329,49.056603773584904,6774.5688159661295,2.303180281683039,1.8716731308056163,-3.084037157135793,-2.2621879889735736,-3270.496705964984,5,12,4,15,1340.4611840339996,0.8349590965626951,0.450572053432999,0.08265664058549793,-0.16990148875939115,-1239.9053079928985,12,20,0.885576750133232,0.3177169233137675
3,OPEN,16,59,0.47924237701795835,-0.2185907752017896,45.76271186440678,4044.2289192961634,1.9202803452208246,1.3665920496058483,-3.084037157135793,-2.5711503050049216,-4445.268259471918,5,14,4,15,1618.4710807039999,0.6912234567125163,0.3257184822511804,-0.010565852960066366,-0.24171099642043475,-4020.5666860708616,15,20,0.7223782497823841,0.2073993711090941
3,OPEN,17,54,0.4824968433878149,-0.21393508413805928,46.2962962962963,3235.2593293321434,2.0483130636592612,1.4333044694068569,-2.4712443687321075,-2.057923726172345,-2414.297025412958,5,14,4,15,1392.6606706679997,0.6974339164611967,0.31455096734813054,0.010034217110507476,-0.22323866264312447,-2065.7774402958808,12,18,0.7170339650115981,0.2175343495691174
5,1000_S0,1,53,0.8600277461708147,0.2027849479064676,54.71698113207547,10657.075959946167,2.3505883295616,1.7784206066461148,-4.552052626129442,-3.711562315180963,-3977.8185803669576,3,13,4,15,1522.419040054,1.062519192115242,0.6902349222248761,0.20867870518733797,-0.27049409363883936,-2642.8531264588664,11,20,1.2991033130122946,0.6230713099192831
5,1000_S0,2,60,1.1122487415156028,0.2914413468005073,55.00000000000001,13636.339186196175,2.8259470328856406,1.9664713758256462,-4.552052626129442,-3.711562315180963,-3977.8185803669567,3,13,4,15,1694.5608138040004,1.3237989459747324,0.9667989003404247,0.5038747128236707,-6.237023946964015e-05,307.6806968951487,12,24,1.518371144881329,0.8897719536567769
5,1000_S0,3,59,1.1819031225302825,0.3800977456945471,55.932203389830505,14280.443219296176,2.9426421543065016,2.0215497329261565,-4.552052626129442,-3.711562315180963,-3977.8185803669567,2,13,4,15,1687.0867807040001,1.3944426938868044,1.035146463076475,0.5687123878454146,0.06110696380361256,951.784729995145,12,25,1.6019957908671036,0.969101171861007
5,1000_S0,4,48,1.2438454343494545,0.38534600494426674,56.25,12714.832792246156,2.836176602030623,1.9393350495839372,-4.552052626129442,-3.711562315180963,-3977.8185803669567,2,12,4,15,1496.612207754,1.4535684393531394,1.0640593931472917,0.4981175236878613,-0.11642160608858451,-613.825697054875,11,21,1.7786062634025757,1.0051195262135522
5,1000_S0,5,60,1.1855948538567544,0.38534600494426674,56.666666666666664,14442.00946034618,3.039278376769495,2.0397748448975217,-4.552052626129442,-3.711562315180963,-3977.8185803669567,3,14,4,15,1710.2655396540003,1.3976512696694032,1.0413881671280367,0.5838886535594727,0.08795296456991265,1113.3509710451485,11,25,1.5983850856171309,0.9777872884661588
5,1000_S0,6,60,1.086355616643459,0.2914413468005073,55.00000000000001,13633.61762379618,2.783439028364995,1.9662784859216034,-4.552052626129442,-3.711562315180963,-3977.8185803669567,3,14,4,15,1709.5823762040004,1.2982724071452632,0.9404669089450244,0.47562766750860475,-0.031134120086042164,304.95913449514956,12,24,1.4901240995662632,0.8587002038102043
5,1000_S0,7,60,1.0538914060680595,0.2914413468005073,55.00000000000001,12895.833847546179,2.730143459880601,1.9139882860697264,-4.552052626129442,-3.711562315180963,-3977.8185803669567,3,14,4,15,1705.2811524540004,1.2661922023427004,0.9074524575124148,0.44021216506271454,-0.03262810942989887,-432.8246417548521,12,24,1.454708597120373,0.8197431511197251
5,1000_S0,8,60,1.082800252034305,0.2914413468005073,55.00000000000001,13294.426914546177,2.777602287700253,1.942238447978871,-4.552052626129442,-3.711562315180963,-3977.8185803669567,3,14,4,15,1705.8280854540005,1.2951261032464325,0.936851283918766,0.47174908793498216,-0.03262810942989887,-34.23157475485232,12,24,1.4862455199926405,0.8544337662792194
5,1000_S0,9,50,1.2366829064836073,0.296689606050227,54.0,12601.248981296147,2.9890998551597123,1.971707864601246,-4.552052626129442,-3.711562315180963,-3977.8185803669567,3,13,4,15,1496.0010187040002,1.4514611530130468,1.0640888970067197,0.5069406675232464,-0.12259744196823208,-727.4095080048828,10,20,1.7468807511492732,0.9896954629020758
