id,stage,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
L3_afternoon_recovery,U,97,-0.3656757354715199,-0.3040981368432054,32.98969072164948,-11555.838309391716,0.5299930601940546,0.5529162634299198,-4.106739751266177,-3.521310017678876,-11555.838309391716,14.0,32.0,7.0,42.0,3027.8333093920005,-0.13617878589088225,-0.41094601766134736,-0.5416629969530169,-0.6617137825060823,-17814.024552886764
L3_afternoon_recovery,R,85,-0.2620720664769601,-0.2915152937808178,30.58823529411765,-1633.2771419738397,0.5391950483759859,0.8296786514267653,-7.757659565589339,-3.4173763055412523,-4559.445193374863,15.0,39.0,7.0,46.0,2240.9071419740003,-0.011474248544115424,-0.3267983280142608,-0.48562647539555837,-0.5934051776378323,-7143.862476964855
L3_afternoon_recovery,D,83,-0.47907414431278283,-0.4762012716593104,27.710843373493976,-5845.203912613828,0.3513564905560453,0.5293494048981433,-5.966708952003329,-3.2032352223544804,-9085.047764431833,11.0,31.0,7.0,35.0,1981.843912614,-0.22382088999606442,-0.5583083418751484,-0.7053198466490558,-0.8055854323013435,-11102.617462284847
L3_afternoon_recovery,C,72,-0.45018687317983314,-0.3258709651804349,20.833333333333336,-12634.34201394883,0.2725209218334785,0.19063310720751736,-3.345468608972592,-2.9095104489479153,-12634.342013948832,16.0,29.0,7.0,34.0,1888.347013949,-0.1998111214793902,-0.4962546927069455,-0.619356599289562,-0.7075061814923665,-15207.34508586485
L3_afternoon_recovery,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
L4_afternoon_reversal,U,102,-0.23905052474533717,-0.41921205841103404,27.450980392156865,-4744.447087006705,0.6706111029451197,0.8009122178097553,-6.670425540886715,-3.484500704378206,-7623.047528866815,8.0,35.0,7.0,39.0,3023.1720870070003,-0.009388540899026715,-0.2988051350390702,-0.5310739125376917,-0.6638287077092917,-17425.82229047873
L4_afternoon_reversal,R,124,-0.2951900860707403,-0.28828075558448907,29.838709677419356,-7286.488555773695,0.5153159554356566,0.636439264550293,-3.479493565664762,-3.0286709153260247,-8566.868969173815,10.0,51.0,7.0,48.0,3470.313555774,-0.04671234675943499,-0.3364214109173078,-0.45921123638421163,-0.5435699903441539,-13983.369392827728
L4_afternoon_reversal,D,115,-0.245235677737682,-0.2185907752017896,31.30434782608696,-5623.554478914728,0.5200785354410876,0.6277795248752779,-5.717791951694962,-2.9005521223271766,-7498.255580127755,11.0,38.0,7.0,47.0,2846.464478915,-0.005260829774513508,-0.274790054189002,-0.3581941976705043,-0.43340450463244073,-11083.302515160765
L4_afternoon_reversal,C,74,-0.3553140675552985,-0.30150424874576354,31.08108108108108,-7251.027380116821,0.4432085369270104,0.4702299924865817,-4.308875072754563,-3.8390237997951226,-8368.40467575684,18.0,26.0,7.0,30.0,2031.4223801169999,-0.11225668087114422,-0.4443216203849248,-0.5634627686419256,-0.6858938322052965,-11687.86313410086
L4_afternoon_reversal,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
L5_breakout,U,25,-0.9927886203356114,-0.6045124275124942,24.0,-10164.0506854389,0.14746573161372795,0.11600771633649709,-5.097540108850419,-3.8028188433175063,-10835.6447438259,5.0,17.0,6.0,16.0,833.885685439,-0.7763089732332675,-1.0928969241140334,-1.4497552430072989,-1.873244640006789,-11434.463775731912
L5_breakout,R,23,-0.14321739535482467,-0.1863306031153934,43.47826086956522,62.84424206904805,0.6946438825938829,1.0178030494922128,-2.636402053907428,-2.2781140017642962,-2663.3944848609603,5.0,18.0,7.0,23.0,693.685757931,0.10292130907569433,-0.2487154882236888,-0.5203872059908009,-0.8298003809560087,-3323.1407999679654
L5_breakout,D,31,-0.4034787673372178,-0.7312126244031733,16.129032258064516,-3351.630298889938,0.5009205900713224,0.4866741052155856,-3.3277664485615737,-2.76958735865791,-3351.630298889938,23.0,22.0,6.0,25.0,811.3452988899999,-0.15619682940541016,-0.7297156686981612,-0.9639164197291555,-1.123691644787004,-6529.244546093958
L5_breakout,C,18,-0.33844284063589564,-0.4195995932198102,22.22222222222222,-1505.7729779739448,0.2853161578215256,0.22193157409661396,-1.517532882999988,-1.517532882999988,-1505.7729779739448,6.0,13.0,6.0,16.0,487.80297797400004,-0.0893995552408174,-0.44430101244416986,-0.6522598060804176,-0.9123303640511009,-1920.2860943239516
L5_breakout,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
L6_breakdown,U,42,-0.464315429704181,-0.2983546467163267,33.33333333333333,-9481.29915872389,0.4265795082777595,0.30482436095749743,-6.670425540886715,-5.128618898262239,-10090.782631873924,6.0,25.0,7.0,30.0,1278.3591587239998,-0.22606569133511703,-0.5309813771297602,-0.7538243537428135,-1.0415707942966779,-12699.38387853092
L6_breakdown,R,53,-0.3648722976276124,-0.3112697214331692,24.528301886792452,-3105.169294175864,0.3284949831651057,0.500533029532705,-3.479493565664762,-2.444996715884627,-3603.897562149917,12.0,29.0,7.0,33.0,1335.669294176,-0.1205499947687007,-0.43210523880903956,-0.5634084461804822,-0.6663251928402548,-5888.055594948875
L6_breakdown,D,48,-0.6553080518925153,-0.2838824396016618,37.5,-5793.950601858873,0.2855104628870229,0.4095899236726854,-10.213887194477932,-7.744074327915468,-5793.950601858872,6.0,25.0,7.0,33.0,1204.870601859,-0.4096853947770244,-0.7087237374737655,-0.8967241521772034,-1.1161618041676202,-9000.985913121911
L6_breakdown,C,38,-0.60624532411636,-0.44248215623682197,28.947368421052634,-5152.407051900918,0.2110565860050006,0.26957554523467514,-4.209949266558746,-3.4286003646107144,-5548.715959763933,9.0,23.0,7.0,28.0,1003.7720519009998,-0.37248331859219946,-0.6722280774515733,-0.8569822002625467,-1.0409969694028756,-6847.042701206922
L6_breakdown,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
L7_tail_up_volume,U,32,-0.6825137422272187,-0.42667397259833545,28.125,-9090.71855538789,0.29564048579055463,0.1703942874039038,-5.097540108850419,-4.138394079771071,-9090.718555387888,4.0,18.0,6.0,16.0,928.083555388,-0.4578709571868307,-0.7839834628774863,-1.0838869539036045,-1.401298986352906,-10574.040471993907
L7_tail_up_volume,R,21,-0.21156988100970606,-0.2907045293758792,38.095238095238095,-263.33579965197066,0.5441044358461006,0.8448757014580965,-2.0200095695595714,-1.7553720372391655,-1049.0082394499761,5.0,14.0,7.0,16.0,588.1507996519999,0.048237816689160405,-0.32433136534311235,-0.5739537461785152,-0.8615682911875538,-1622.2346936499778
L7_tail_up_volume,D,26,-0.2393186669976994,-0.8270213933128295,26.923076923076923,-4729.331206545946,0.699418394922675,0.33396478532215185,-3.3277664485615737,-2.76958735865791,-5485.42791804598,5.0,22.0,7.0,24.0,649.401206546,0.0014777125009677572,-0.6242365446172508,-0.9746456056462011,-1.2460011837608924,-7077.901042395952
L7_tail_up_volume,C,27,-0.06236394076655554,-0.2851850810685609,22.22222222222222,-280.99098953194624,0.8608948491029408,0.8855154510004926,-1.517532882999988,-1.4857624619553513,-1038.5027381499754,7.0,19.0,7.0,19.0,656.9959895320001,0.18765135216692547,-0.27426452436871923,-0.5440052475307451,-0.6967829368689759,-2442.3137421819574
L7_tail_up_volume,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
L8_tail_down_volume,U,40,-0.6509858875879507,-0.486340400649209,22.5,-7064.454893376897,0.35636042350002417,0.49866876956953327,-6.670425540886715,-6.167537747257267,-7442.533157484928,7.0,22.0,7.0,23.0,1218.254893377,-0.41567629817961305,-0.7910653597207172,-1.0692256028433689,-1.3484385308311462,-13486.517950958923
L8_tail_down_volume,R,22,-0.3693168011022319,-0.26994807994799186,22.727272727272727,-1838.69281628095,0.20650677084780814,0.1416431180726217,-2.80325206644707,-1.982157099141729,-2013.5238684809513,6.0,18.0,6.0,18.0,542.2328162809999,-0.11155230376765912,-0.43560663696580754,-0.6023232109647191,-0.7851995720131407,-2142.1076186309574
L8_tail_down_volume,D,19,-0.5608606726432455,0.0216464156836921,52.63157894736842,-3006.1818452299513,0.30310140691218396,0.1964227725509992,-10.16030222072976,-10.16030222072976,-3152.481864929972,3.0,13.0,5.0,15.0,477.64184523000006,-0.29207029363858356,-0.6476421092360377,-1.0105690299630952,-1.6990121798871334,-3591.982762309967
L8_tail_down_volume,C,25,-0.31284224500244945,-0.3954891923546279,24.0,-1093.8778951509485,0.6375023739738505,0.7551983704278636,-4.340364230482233,-3.4938078465724587,-2274.091777959987,15.0,16.0,6.0,16.0,603.532895151,-0.06640396419735736,-0.734012970800273,-1.0743933486458668,-1.3785246000945648,-4456.422438359963
L8_tail_down_volume,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
