rule,path,bp,period,n,wins,win,cash,mean,worst,mdd,top3,bottom3,mean_pct,delayed,missing_windows,unfinished,unknown_signal
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1000,5,later,28,13,46.42857142857143,-3352.758526570859,-119.74137594895925,-2535.9065669339925,-4979.458188998908,3795.9832462050335,-5073.467012324973,-0.460267888920577,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1000,5,main,91,39,42.85714285714285,-4897.463354470758,-53.81827862055778,-2535.9065669339925,-6172.411878398812,3795.9832462050335,-5073.467012324973,-0.284481794685871,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1030,5,discovery,63,25,39.68253968253968,-1384.6192250999022,-21.978082938093685,-407.7343985999965,-1868.6091844499372,1126.408161200005,-1024.223823999991,-0.1900458547617907,0,0,0,2
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1030,5,later,28,14,50.0,1100.058285187144,39.28779589954086,-2295.7516534859824,-2842.6244117259507,3870.502084521024,-3881.456584298976,-0.1779782843990377,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1030,5,main,91,39,42.85714285714285,-284.5609399127589,-3.127043295744604,-2295.7516534859824,-4186.078505075871,3870.502084521024,-3881.456584298976,-0.1863327561886359,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1450,5,discovery,63,29,46.03174603174603,-1004.4226217999084,-15.943216219046166,-727.9008017999963,-1560.5634408999415,1067.1893169000036,-1492.2335235999935,-0.1260894465028459,0,0,0,2
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1450,5,later,28,15,53.57142857142857,3551.7087818291384,126.84674220818351,-2082.0077701499986,-4321.5255207399605,5952.522356964024,-4705.498296902977,-0.0933019656867771,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_0p8,fixed_1450,5,main,91,44,48.35164835164835,2547.286160029229,27.992155604716803,-2082.0077701499986,-4978.7578679398885,5952.522356964024,-4705.498296902977,-0.1160009908671324,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_le_1,open,5,discovery,97,28,28.865979381443296,-1739.524319249868,-17.933240404637814,-264.9490621999987,-2182.4883146498887,782.1179711000054,-567.4623513499948,-0.1823901942868809,0,0,0,2
S1_clv_ge_0p8__AND__S1_vr_le_1,open,5,later,57,29,50.877192982456144,11315.020785589317,198.5091365892862,-1633.135730957996,-5451.905873330934,5812.781941467023,-3820.780093949978,0.2389490906446724,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_1,open,5,main,154,57,37.01298701298701,9575.49646633945,62.1785484827237,-1633.135730957996,-5451.905873330932,5812.781941467023,-3820.780093949978,-0.0264399394745527,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1000,5,discovery,97,39,40.20618556701031,-1709.5122206998606,-17.623837326802686,-489.3784594999976,-2912.8641200498814,1375.220418950006,-1007.231883799992,-0.2022284554894119,0,0,0,2
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1000,5,later,57,28,49.122807017543856,12846.264392773302,225.37305952233865,-2535.9065669339925,-6378.297916490921,10362.442135752017,-5630.277748490978,0.1824536820773133,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1000,5,main,154,67,43.50649350649351,11136.75217207344,72.31657254593144,-2535.9065669339925,-6378.297916490922,10362.442135752017,-5630.277748490978,-0.059846105870559,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1030,5,discovery,97,38,39.175257731958766,-1589.4500195998614,-16.38608267628723,-407.7343985999965,-2856.549067749916,1790.887694650005,-1045.4783191999918,-0.1979312536417934,0,0,0,2
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1030,5,later,57,31,54.38596491228071,18349.67767024629,321.9241696534437,-2295.7516534859824,-5455.844404370944,10892.78423628303,-5774.7121247609575,0.3747008276820897,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1030,5,main,154,69,44.8051948051948,16760.227650646433,108.83264708211968,-2295.7516534859824,-5455.844404370944,10892.78423628303,-5774.7121247609575,0.0140169842508126,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1450,5,discovery,97,43,44.329896907216494,-1339.329421799865,-13.807519812369742,-727.9008017999963,-3044.063063099888,2191.0904960500093,-1631.694474999994,-0.1732956206484599,0,0,0,2
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1450,5,later,57,34,59.64912280701754,25634.6503562563,449.7307080044965,-2082.0077701499986,-4184.301370699963,13030.46454890702,-5848.752365366988,0.5382167531316244,0,0,0,1
S1_clv_ge_0p8__AND__S1_vr_le_1,fixed_1450,5,main,154,77,50.0,24295.32093445643,157.76182424971708,-2082.0077701499986,-4291.647171149804,13030.46454890702,-5848.752365366988,0.0900563618545582,0,0,0,3
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,open,5,discovery,70,21,30.0,-2112.3610729998986,-30.176586757141408,-1213.6877357999983,-4808.170097899908,2894.10601265,-2393.310541249997,-0.2765410796942834,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,open,5,later,61,30,49.18032786885246,-8276.944961337782,-135.68762231701282,-4265.148596750993,-11046.738037366837,3307.372031585,-8160.833252110982,-0.2888539985797236,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,open,5,main,131,51,38.93129770992366,-10389.306034337678,-79.30767965143266,-4265.148596750993,-13854.598715066712,4263.520053884997,-8160.833252110982,-0.2822745762745265,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1000,5,discovery,70,36,51.42857142857142,-2892.7695822499004,-41.32527974642715,-1311.620022699997,-5714.967605599915,3004.790730800005,-3409.643567699994,-0.3195824643098106,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1000,5,later,61,24,39.34426229508197,-11049.043141749764,-181.13185478278305,-5235.774705269993,-12692.660947499851,6619.870771038015,-11540.724671285976,-0.3204913692041388,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1000,5,main,131,60,45.80152671755725,-13941.812723999668,-106.42605132824173,-5235.774705269993,-16667.63734919968,6619.870771038015,-11540.724671285976,-0.3200056948331238,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1030,5,discovery,70,32,45.71428571428572,-3503.077383649896,-50.04396262356994,-1625.9653028999971,-6435.331107349912,3307.8285724000016,-3969.693644149994,-0.4136116409235232,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1030,5,later,61,24,39.34426229508197,-18253.96689929776,-299.2453590048813,-5588.842155668987,-21926.59134849783,7552.575750330043,-13812.18989431497,-0.4425225272606812,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1030,5,main,131,56,42.74809160305343,-21757.044282947656,-166.08430750341722,-5588.842155668987,-24442.848107747668,7687.384622700034,-13812.18989431497,-0.4270739620423525,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1450,5,discovery,70,30,42.85714285714285,-3322.9795797498905,-47.47113685356987,-2130.550610449997,-5544.863295949905,3815.2038348500073,-4720.076147899988,-0.3433856249674838,1,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1450,5,later,61,26,42.62295081967213,-16002.207074043756,-262.33126350891405,-9721.50795791999,-19472.804938893787,8541.55771612202,-19515.86908870497,-0.444309416119873,1,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p2,fixed_1450,5,main,131,56,42.74809160305343,-19325.186653793644,-147.52050880758506,-9721.50795791999,-21220.57967069365,8541.55771612202,-19515.86908870497,-0.3903806727560009,2,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,open,5,discovery,36,10,27.77777777777778,-11.958390399952378,-0.3321775111097882,-544.1624075000009,-2401.3876852999515,2894.10601265,-1326.4555574999997,-0.1518975009703318,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,open,5,later,33,14,42.42424242424242,-4060.613147294921,-123.04888325136125,-1345.617256499998,-4060.61314729492,3161.1253008349995,-3196.691985829997,-0.5026354605933818,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,open,5,main,69,24,34.78260869565217,-4072.571537694873,-59.02277590862135,-1345.617256499998,-6462.000832594873,4263.520053884997,-3196.691985829997,-0.3196417425291818,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1000,5,discovery,36,18,50.0,-2183.0851112499463,-60.64125309027629,-1311.620022699997,-4378.737001399952,2798.714054700005,-3085.8740361499954,-0.4813551892994214,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1000,5,later,33,11,33.33333333333333,-2169.6397551058963,-65.74665924563323,-1569.4649058689902,-3237.5595427499643,4511.933019161017,-3501.358868639996,-0.3372935400327665,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1000,5,main,69,29,42.028985507246375,-4352.724866355842,-63.0829690776209,-1569.4649058689902,-7519.923145999912,5358.157327967016,-3966.569583768988,-0.4124561396501517,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1030,5,discovery,36,15,41.66666666666667,-2993.4912117999447,-83.15253366110957,-1340.147706499998,-5509.30800439995,2714.0130111500034,-2971.221805749997,-0.6116398160097033,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1030,5,later,33,11,33.33333333333333,-3730.748293292893,-113.05297858463314,-1873.9613072250056,-4179.973716179951,5392.487488367023,-5168.001479867993,-0.3323397923934481,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1030,5,main,69,26,37.68115942028986,-6724.239505092837,-97.45274645062082,-1873.9613072250056,-8993.60639879284,6148.653704630023,-5168.001479867993,-0.4780615438454073,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1450,5,discovery,36,15,41.66666666666667,-1812.886704549948,-50.35796401527632,-2130.550610449997,-4188.62989534995,3663.223473950004,-3847.743571499994,-0.4149790163847682,1,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1450,5,later,33,12,36.36363636363637,-1028.6614290449093,-31.17155845590634,-2196.050760749997,-4389.630451099965,7393.77301505902,-5540.123207027978,-0.4280211646691965,0,0,0,0
S1_clv_ge_0p8__AND__S1_vr_ge_1p5,fixed_1450,5,main,69,27,39.130434782608695,-2841.548133594857,-41.18185700862112,-2196.050760749997,-7744.95899179991,7885.856665059016,-6071.189547427986,-0.4212165655642774,1,0,0,0
S1_clv_ge_0p7__AND__S1_r3_le_m4,open,5,discovery,17,6,35.294117647058826,-33.74534764996747,-1.9850204499980864,-264.9490621999987,-558.2555431999905,573.5444685500113,-599.9876047999962,-0.0862525030712556,0,0,0,2
S1_clv_ge_0p7__AND__S1_r3_le_m4,open,5,later,24,19,79.16666666666666,14773.202809931096,615.5501170804624,-720.0980170739907,-720.0980170739913,7536.44017505702,-1393.6661125239864,1.0951789776441123,0,0,0,1
S1_clv_ge_0p7__AND__S1_r3_le_m4,open,5,main,41,25,60.97560975609756,14739.457462281129,359.49896249466167,-720.0980170739907,-720.0980170739913,7536.44017505702,-1456.5580339239862,0.6053171441767647,0,0,0,3
S1_clv_ge_0p7__AND__S1_r3_le_m4,gap_low_target0.5,5,discovery,17,12,70.58823529411765,246.401455750032,14.494203279413648,-267.5916672999973,-269.2341495499857,573.5444685500113,-668.829501449995,0.0246272558123199,0,0,0,2
S1_clv_ge_0p7__AND__S1_r3_le_m4,gap_low_target0.5,5,later,24,19,79.16666666666666,15233.572879931093,634.7322033304622,-866.3836862519968,-1352.6787562999953,7536.44017505702,-2219.062442551992,1.092840576401466,0,0,0,1
S1_clv_ge_0p7__AND__S1_r3_le_m4,gap_low_target0.5,5,main,41,31,75.60975609756098,15479.974335681123,377.5603496507591,-866.3836862519968,-1352.6787562999953,7536.44017505702,-2219.062442551992,0.6499228581084056,0,0,0,3
S1_clv_ge_0p9__AND__S1_r3_le_m4,open,5,discovery,3,1,33.33333333333333,93.84249615000816,31.280832050002715,-51.47468509999767,-57.07520479999593,93.84249615000816,93.84249615000816,0.1359460794063972,0,0,0,2
S1_clv_ge_0p9__AND__S1_r3_le_m4,open,5,later,6,5,83.33333333333334,3010.324378059021,501.7207296765035,-202.057140799999,-202.057140799999,2816.9084614590174,193.41591660000364,0.8812987965368156,0,0,0,1
S1_clv_ge_0p9__AND__S1_r3_le_m4,open,5,main,9,6,66.66666666666666,3104.1668742090287,344.9074304676699,-202.057140799999,-202.057140799999,2816.9084614590174,-259.1323455999949,0.6328478908266761,0,0,0,3
S1_clv_ge_0p9__AND__S1_r3_le_m4,gap_low_target0.5,5,discovery,3,3,100.0,213.90489735000764,71.30163245000254,24.41508060000116,0.0,213.90489735000764,213.90489735000764,0.4101328615615778,0,0,0,2
S1_clv_ge_0p9__AND__S1_r3_le_m4,gap_low_target0.5,5,later,6,5,83.33333333333334,2740.1866767090187,456.6977794515031,-472.194842150001,-472.194842150001,2816.9084614590174,-76.72178474999839,0.6673113905244565,0,0,0,1
S1_clv_ge_0p9__AND__S1_r3_le_m4,gap_low_target0.5,5,main,9,8,88.88888888888889,2954.0915740590262,328.2323971176696,-472.194842150001,-472.194842150001,2816.9084614590174,-409.2076457499975,0.581585214203497,0,0,0,3
