event,cash,n,start,end
87,-1.6055972999965888,1,2025-06-19,2025-06-19
88,813.8535070500038,2,2025-07-04,2025-07-09
89,-1438.3250858999963,2,2025-07-29,2025-07-30
90,-4697.042179115968,5,2025-08-13,2025-09-01
91,-246.5684811809915,2,2025-09-11,2025-09-12
92,2520.7045724250056,2,2025-10-16,2025-10-22
93,2785.4090592840075,1,2025-11-06,2025-11-06
94,-1377.9125458289927,1,2025-12-01,2025-12-01
95,663.7417032059893,1,2025-12-10,2025-12-10
96,-574.656626168995,1,2025-12-18,2025-12-18
97,3421.233041217012,2,2026-01-16,2026-01-22
98,-5064.9287431559715,8,2026-03-10,2026-04-09
99,-1460.6348229179857,1,2026-04-22,2026-04-22
100,-5801.7319782119885,2,2026-05-12,2026-05-14
101,-2276.690455304997,1,2026-05-26,2026-05-26
102,2523.9014976060134,2,2026-06-10,2026-06-16
103,2563.888331790018,1,2026-06-25,2026-06-25
104,1538.5679471790136,2,2026-07-10,2026-07-15
105,776.5728719760082,1,2026-07-28,2026-07-28
106,-1971.2227493689716,2,2026-08-05,2026-08-06
107,672.8514347950113,1,2026-09-01,2026-09-01
