candidate,bp,period,n,wins,win,cash,mean,worst,mdd,top3,bottom3,mean_pct,ci_low,ci_high
C00,11,main,191,94,49.21465968586388,-82.6188726908913,-0.43255954288424764,-7029.718405092004,-30541.54068743279,14925.538340663406,-17635.408993278223,-0.3857680991743278,-44249.85115519653,45004.261238470724
C00,11,2020,13,8,61.53846153846154,1804.6382419599831,138.8183263046141,-777.446575840002,-1318.9420454400042,2472.044315959998,-1255.554984880002,0.6296739953543052,,
C00,11,2021,5,2,40.0,114.13339589999305,22.82667917999861,-173.42818920000173,-260.1876958800058,360.812994099997,-260.1876958800058,0.04146842681337333,,
C00,11,2022,1,0,0.0,-182.15126754000084,-182.15126754000084,-182.15126754000084,-182.15126754000084,-182.15126754000084,-182.15126754000084,-1.832507721730391,,
C00,11,2023,50,29,57.99999999999999,868.5673662799181,17.371347325598364,-2149.315862990001,-9903.062217220051,5624.823145670001,-6140.789554340001,-0.3795362711645553,,
C00,11,2024,43,17,39.53488372093023,-6242.792844670117,-145.18122894581668,-2591.2890731100015,-9353.689277270101,4310.59824716,-6242.50580883001,-0.8489716967414032,,
C00,11,2025,53,23,43.39622641509434,-11611.295282571398,-219.08104306738488,-7029.718405092004,-25784.622713312565,11435.302624674587,-15566.342804699423,-0.8516378309441032,,
C00,11,2026,26,15,57.692307692307686,15166.28151795073,583.318519921182,-6231.654130941213,-11032.945027616785,12127.263571632604,-10721.110369502421,0.783734548611788,,
C00,20,discovery,69,37,53.62318840579711,449.9904119999992,6.521600173913032,-2177.4637418,-11915.232483199998,5511.815419399998,-6237.9076988,-0.35965534021391443,-19085.85036457002,17383.364018104985
C00,20,later,122,53,43.44262295081967,-11904.17311652796,-97.57518947973738,-7168.987999440011,-35546.577249768,14515.975313388015,-17963.194088324017,-0.6822744012378713,-54364.57933859973,28963.900691667768
C00,20,main,191,90,47.12041884816754,-11454.18270452796,-59.969542955643774,-7168.987999440011,-37465.726362968,14515.975313388015,-17963.194088324017,-0.5657261540616775,-56764.27348781177,34119.66524670835
C00,20,2020,13,7,53.84615384615385,1424.687567200006,109.59135132307739,-804.0016287999988,-1429.7311007999924,2373.940647199999,-1336.6948815999967,0.45070419207456036,,
C00,20,2021,5,1,20.0,-2.87086200000158,-0.574172400000316,-194.80154399999992,-324.75361840000187,286.42946200000006,-324.18170160000227,-0.13792951065426284,,
C00,20,2022,1,0,0.0,-200.16032279999854,-200.16032279999854,-200.16032279999854,-200.16032279999854,-200.16032279999854,-200.16032279999854,-2.013685340040227,,
C00,20,2023,50,29,57.99999999999999,-771.6659704000067,-15.433319408000134,-2177.4637418,-10767.749340400005,5511.815419399998,-6237.9076988,-0.5594408015683566,,
C00,20,2024,43,16,37.2093023255814,-8009.312799400002,-186.26308835813958,-2638.878760200001,-10836.852931400004,4166.1674312,-6364.273770600001,-1.029386556251053,,
C00,20,2025,53,22,41.509433962264154,-15936.860511583993,-300.6954813506414,-7168.987999440011,-28905.817664567992,11043.121997771988,-15903.412858908,-1.0320392499695825,,
C00,20,2026,26,15,57.692307692307686,12042.000194456035,463.15385363292444,-6344.883944984009,-11628.95944657601,11730.350377332026,-11063.298346368014,0.6047778929293408,,
C01,5,discovery,59,24,40.67796610169492,2649.9050095000766,44.91364422881486,-592.7944527499985,-2398.456200799965,3012.260265600007,-1371.2352731499977,0.16348209164653266,-2680.64403237744,10672.991106407599
C01,5,later,57,20,35.08771929824561,-13575.013066271755,-238.1581239696799,-3148.3002817349916,-14233.806785410814,6527.213661222013,-8212.568338424964,-0.6623073444472009,-27059.67498975404,-1659.815584462382
C01,5,main,116,44,37.93103448275862,-10925.108056771678,-94.1819660066524,-3148.3002817349916,-14500.77749111081,7064.521425263016,-8212.568338424964,-0.2422937519512502,-27425.717890573113,3735.2572567878265
C01,5,2020,10,4,40.0,484.1711043000123,48.41711043000123,-325.68534289999843,-630.2196789999907,1062.885971900003,-658.5299703999954,0.23030067259570103,,
C01,5,2021,13,3,23.076923076923077,-434.9811388999824,-33.46008760769095,-148.52144589999807,-507.10759019998477,200.90341350000563,-405.42677279999407,-0.28472594973536075,,
C01,5,2022,10,2,20.0,-379.7564442999919,-37.97564442999919,-122.70564589999958,-379.7564442999919,258.7478133500026,-343.0062420499962,-0.3999536138392504,,
C01,5,2023,26,15,57.692307692307686,2980.4714884000387,114.63351878461687,-592.7944527499985,-953.4989385999997,3012.260265600007,-1371.2352731499977,0.5785926986977157,,
C01,5,2024,26,8,30.76923076923077,-3369.1923823499437,-129.58432239807476,-1286.6656786999956,-3384.3909355999513,2549.649226250007,-2720.0387278999915,-0.6069498771863976,,
C01,5,2025,17,6,35.294117647058826,-8458.766002102915,-497.57447071193616,-2793.8788892469893,-8458.766002102915,2687.8822579160114,-6697.465651693972,-1.0315677398840406,,
C01,5,2026,14,6,42.857142857142854,-1747.054681818896,-124.78962012992113,-3148.3002817349916,-5900.68066748797,6417.298205679013,-6884.939899687968,-0.31672644632967334,,
C01,11,discovery,59,23,38.983050847457626,1655.850700899944,28.065266116948205,-612.4347960499999,-2890.3064417600253,2951.5079443199957,-1437.082120930003,0.04382907371312699,-3481.4493427682974,9464.82550967591
C01,11,later,57,19,33.33333333333333,-16154.96376819856,-283.42041698593965,-3214.6744078170086,-16290.598682304319,6305.39075868838,-8437.363964535012,-0.7825359434668492,-29790.025735199928,-4232.117949472737
C01,11,main,116,42,36.206896551724135,-14499.113067298616,-124.99235402843635,-3214.6744078170086,-16626.252234844324,6905.184872378582,-8437.363964535012,-0.3622295985218613,-31304.80441690774,135.2345500993874
C01,11,2020,10,4,40.0,304.59122945999115,30.459122945999116,-340.87583438000183,-712.7984938000045,1006.1247381799985,-710.7520148800068,0.11067807901685808,,
C01,11,2021,13,3,23.076923076923077,-623.124985580007,-47.932691198462074,-162.38054098000248,-678.8976584400061,157.43126969999867,-446.92610016000435,-0.40462732186601696,,
C01,11,2022,10,2,20.0,-497.6274574600102,-49.762745746001016,-136.08498098000018,-497.6274574600102,222.7419493699963,-380.2416925100006,-0.5198475507861045,,
C01,11,2023,26,14,53.84615384615385,2472.01191447997,95.07738132615269,-612.4347960499999,-1056.7555049200037,2951.5079443199957,-1437.082120930003,0.45914481734712215,,
C01,11,2024,26,8,30.76923076923077,-4039.9389611700444,-155.3822677373094,-1315.8545731400009,-4039.9389611700444,2461.5016977499945,-2807.413281380006,-0.7271299505772807,,
C01,11,2025,17,5,29.411764705882355,-9374.972443826642,-551.4689672839202,-2874.6373139434,-9374.972443826642,2468.553834615188,-6932.6563153267925,-1.1520329351465142,,
C01,11,2026,14,6,42.857142857142854,-2740.052363201874,-195.718025942991,-3214.6744078170086,-6123.154326073622,6204.227093293775,-7096.364558513618,-0.4367578689364547,,
C01,20,discovery,59,21,35.59322033898305,164.7692380000026,2.7926989491525864,-641.8953109999984,-3628.0818032000006,2860.3794624,-1535.8523925999925,-0.13565045318695088,-4639.085691134986,7674.632147909976
C01,20,later,57,19,33.33333333333333,-20024.889821087996,-351.3138565103157,-3314.235596939994,-20024.889821087996,5990.717910452015,-8774.557403700004,-0.9628788419962877,-33732.47339147906,-8037.451212274194
C01,20,main,116,40,34.48275862068966,-19860.12058308799,-171.20793606110337,-3314.235596939994,-20732.00871628799,6666.1800430520125,-8774.557403700004,-0.5421333683777456,-37291.58638551391,-4724.54758354882
C01,20,2020,10,4,40.0,35.2214171999949,3.52214171999949,-363.6615716000015,-836.6667160000034,920.9828875999974,-789.0850816000002,-0.06875581135138253,,
C01,20,2021,13,2,15.384615384615385,-905.3407555999984,-69.64159658461526,-183.1691836000009,-936.5827608,92.22305400000187,-509.1750912000025,-0.5844793800619724,,
C01,20,2022,10,2,20.0,-674.4339771999985,-67.44339771999985,-156.15398359999926,-674.4339771999985,168.73315340000045,-436.09486820000166,-0.6996884562063451,,
C01,20,2023,26,13,50.0,1709.3225536000045,65.74317513846171,-641.8953109999984,-1211.6403544000004,2860.3794624,-1535.8523925999925,0.27997299532126213,,
C01,20,2024,26,8,30.76923076923077,-5046.058829399997,-194.07918574615374,-1359.6379147999978,-5046.058829399997,2329.2804050000086,-2938.475111599997,-0.9074000606635721,,
C01,20,2025,17,5,29.411764705882355,-10749.28210641201,-632.310712141883,-2995.774950988023,-10749.28210641201,2139.5611996639927,-7285.442310776016,-1.332730728040197,,
C01,20,2026,14,6,42.857142857142854,-4229.548885275988,-302.1106346625706,-3314.235596939994,-6456.864813951972,5884.620424716013,-7413.501546751984,-0.6168050028465838,,
C02,5,discovery,52,34,65.38461538461539,-119.07366744991032,-2.289878220190583,-592.7944527499985,-2329.5332478999417,2477.1272260500064,-1689.3345421499962,-0.03799110858298235,-4610.7756677536645,6664.960698005139
C02,5,later,54,25,46.2962962962963,-3293.0486474667505,-60.98238236049538,-3148.3002817349916,-4782.972434520947,7197.245443255011,-7053.90764590897,-0.13930975586727784,-15956.675937267515,9443.170286147786
C02,5,main,106,59,55.660377358490564,-3412.122314916661,-32.18983315959114,-3148.3002817349916,-4782.972434520947,7388.288563489006,-7053.90764590897,-0.08960626852026492,-17602.603981452055,10355.679418603628
C02,5,2020,8,5,62.5,-359.8859899999843,-44.98574874999804,-325.68534289999843,-503.9750636999943,307.5691193000075,-670.9721702999959,-0.3533424409592001,,
C02,5,2021,11,8,72.72727272727273,5.6597499000181415,0.5145227181834674,-157.4865009999976,-242.5085242999885,258.5920087000068,-387.39468759999363,-0.024869074134320258,,
C02,5,2022,7,4,57.14285714285714,-153.17309884999577,-21.88187126428511,-158.6474462999995,-220.64365044999704,151.50512225000057,-306.7656664999986,-0.2686899172219479,,
C02,5,2023,26,17,65.38461538461539,388.3256715000516,14.935602750001985,-592.7944527499985,-1679.1967158499701,2477.1272260500064,-1689.3345421499962,0.11559965836114147,,
C02,5,2024,24,10,41.66666666666667,-2412.415058599925,-100.5172941083302,-1344.6656786999956,-3298.346979499971,2420.1604306000045,-2819.1077555999873,-0.48090311685591863,,
C02,5,2025,15,7,46.666666666666664,213.01756265406584,14.20117084360439,-2171.43746917299,-2326.603962896981,4456.702581376008,-4498.041432069971,0.5286644157176392,,
C02,5,2026,15,8,53.333333333333336,-1093.6511515208913,-72.91007676805943,-3148.3002817349916,-4782.972434520947,5582.81509401901,-6348.906381653971,-0.2607345498703696,,
C02,11,discovery,52,28,53.84615384615385,-1068.4229083900746,-20.54659439211682,-612.4347960499999,-2995.6226285000475,2412.8361773099914,-1760.6333127300004,-0.15775779711243054,-5516.644437672545,5551.975446123653
C02,11,later,54,25,46.2962962962963,-5712.105585227575,-105.77973305976991,-3214.6744078170086,-5764.470620327575,7008.456289561003,-7269.36934979981,-0.25923152979548447,-18719.441552066495,7016.390881621542
C02,11,main,106,53,50.0,-6780.5284936176495,-63.96724993978915,-3214.6744078170086,-6862.7078015576435,7261.739723675795,-7269.36934979981,-0.20945196281889203,-21327.752548535613,6687.710203008072
C02,11,2020,8,3,37.5,-500.9594180000113,-62.61992725000141,-340.87583438000183,-583.1387259400053,253.33838245999686,-724.627494660006,-0.4733101054696441,,
C02,11,2021,11,7,63.63636363636363,-158.4719902200177,-14.406544565456153,-170.73990220000087,-340.9972334600134,210.82601913999497,-430.0454327200059,-0.1446090045522011,,
C02,11,2022,7,2,28.57142857142857,-231.7337374700046,-33.10481963857209,-169.6519818600009,-264.01318511000227,117.08842894999725,-340.29494630000136,-0.3884550771486904,,
C02,11,2023,26,16,61.53846153846154,-177.25776270004098,-6.817606257693884,-612.4347960499999,-2022.27817487002,2412.8361773099914,-1760.6333127300004,-0.0041169236913149825,,
C02,11,2024,24,10,41.66666666666667,-3027.141528920056,-126.13089703833566,-1373.8545731400009,-3534.4363949000253,2332.3907873199896,-2907.3341023200082,-0.6010207378934681,,
C02,11,2025,15,7,46.666666666666664,-496.19693496124455,-33.07979566408297,-2250.456181780595,-2649.3331586088243,4287.185951027201,-4722.542265754026,0.4091378504894895,,
C02,11,2026,15,8,53.333333333333336,-2188.7671213462745,-145.91780808975165,-3214.6744078170086,-5075.838763693631,5346.505602841782,-6570.288450838816,-0.38073817712368474,,
C02,20,discovery,52,23,44.230769230769226,-2492.4467697999826,-47.931668649999665,-644.1007504000008,-4003.7142191999883,2316.3996042,-1867.5814685999958,-0.33740782990656043,-7021.2452449249795,3918.452455925014
C02,20,later,54,24,44.44444444444444,-9340.690991867994,-172.97575910866655,-3314.235596939994,-9368.168273867994,6725.27255902001,-7592.561905635994,-0.4391141906877529,-22755.614007431992,3356.314719833485
C02,20,main,106,47,44.339622641509436,-11833.137761667977,-111.63337511007525,-3314.235596939994,-11833.137761667977,7071.916463956004,-7592.561905635994,-0.38922050426679056,-27302.385987950758,1527.4689809637105
C02,20,2020,8,2,25.0,-712.5695599999981,-89.07119499999976,-363.6615716000015,-712.5695599999981,171.99227720000454,-805.1104812000012,-0.6532616022352655,,
C02,20,2021,11,4,36.36363636363637,-404.6696004000023,-36.7881454909093,-190.62000400000215,-488.7302972000034,139.1770348000009,-494.0215504000025,-0.324218900178972,,
C02,20,2022,7,2,28.57142857142857,-349.57469539999875,-49.93924219999982,-186.1587851999975,-349.57469539999875,65.46338900000046,-390.58886599999823,-0.5681028170387752,,
C02,20,2023,26,15,57.692307692307686,-1025.6329139999834,-39.44741976923013,-644.1007504000008,-2536.900363399989,2316.3996042,-1867.5814685999958,-0.18369179676995764,,
C02,20,2024,24,10,41.66666666666667,-3949.231234400004,-164.5513014333335,-1417.6379147999978,-4207.579687800002,2200.7363224,-3039.673622399998,-0.7811971694497465,,
C02,20,2025,15,7,46.666666666666664,-1560.0186813839864,-104.0012454255991,-2368.984250691996,-3226.915260983995,4032.9110055040037,-5059.293516279991,0.22984800264730157,,
C02,20,2026,15,7,46.666666666666664,-3831.4410760840037,-255.42940507226692,-3314.235596939994,-5982.579246352005,5012.473984260003,-6902.361554615993,-0.5607436180036173,,
C03,5,discovery,59,37,62.71186440677966,1869.50410405008,31.68651023813695,-592.7944527499985,-1763.5696019999577,2532.1272260500064,-1481.2913737,0.1074259511615858,-2014.2999762886836,8069.799037021341
C03,5,later,57,24,42.10526315789473,-11013.539473523739,-193.21999076357437,-3148.3002817349916,-11172.010456312808,5136.31645416902,-8212.568338424964,-0.5245814925304991,-24218.29471685704,-100.18521201709207
C03,5,main,116,61,52.58620689655172,-9144.035369473659,-78.82789111615223,-3148.3002817349916,-11403.191389812808,5461.761581624012,-8212.568338424964,-0.2031294306526283,-24749.55892742011,3497.5366876447433
C03,5,2020,10,7,70.0,33.93709980001586,3.393709980001586,-325.68534289999843,-523.6485094999953,568.0626870000051,-658.5299703999954,-0.05660468964349288,,
C03,5,2021,13,8,61.53846153846154,-204.86153659997944,-15.758579738459957,-162.8284212999988,-318.89508709999427,220.91381370000636,-417.2950930999941,-0.12741526998964878,,
C03,5,2022,10,4,40.0,-299.71654434999436,-29.971654434999436,-180.1670764999999,-299.71654434999436,151.50512225000057,-341.47681715,-0.3017059985326265,,
C03,5,2023,26,18,69.23076923076923,2340.145085200038,90.00558020000146,-592.7944527499985,-746.4690628499902,2532.1272260500064,-1481.2913737,0.4452937119292381,,
C03,5,2024,26,11,42.30769230769231,-1958.473275299937,-75.32589520384373,-1286.6656786999956,-2689.231141249973,2719.7359271000023,-2720.0387278999915,-0.3798927727923956,,
C03,5,2025,17,6,35.294117647058826,-7748.29552439291,-455.78208967017116,-2793.8788892469893,-7748.29552439291,3488.3986360760173,-6697.465651693972,-0.981047623887654,,
C03,5,2026,14,7,50.0,-1306.7706738308916,-93.34076241649225,-3148.3002817349916,-5470.403114226952,4834.012683132016,-6884.939899687968,-0.23900881253900325,,
C03,11,discovery,59,32,54.23728813559322,874.9817889099304,14.830199812032719,-612.4347960499999,-2224.8206075200287,2467.8361773099914,-1547.2042221399988,-0.012260683647674978,-2863.7449214098046,6851.036989868889
C03,11,later,57,23,40.35087719298245,-13591.954059352962,-238.45533437461336,-3214.6744078170086,-13591.954059352962,4913.659430371794,-8437.363964535012,-0.6447274973361061,-27043.375075572352,-2672.940508776297
C03,11,main,116,55,47.41379310344828,-12716.972270443031,-109.62907129692269,-3214.6744078170086,-13887.563211452965,5280.212210772801,-8437.363964535012,-0.3230417903738868,-28386.280621843714,-52.160066083906855
C03,11,2020,10,4,40.0,-145.91278044001592,-14.591278044001593,-340.87583438000183,-592.6640911600061,508.32079139999587,-710.7520148800068,-0.17639934041109173,,
C03,11,2021,13,8,61.53846153846154,-392.8673805200124,-30.220567732308645,-176.2917268600013,-465.73825192001095,177.4536701399993,-462.84240482000314,-0.2472223028820819,,
C03,11,2022,10,2,20.0,-417.5395575700077,-41.75395575700077,-192.07116830000086,-417.5395575700077,117.08842894999725,-377.81271773000117,-0.42154101636984675,,
C03,11,2023,26,18,69.23076923076923,1831.3015074399664,70.43467336307563,-612.4347960499999,-821.7495782700025,2467.8361773099914,-1547.2042221399988,0.32576589115629323,,
C03,11,2024,26,11,42.30769230769231,-2628.3738456600568,-101.09130175615603,-1315.8545731400009,-2949.5723907500233,2631.690399619991,-2807.413281380006,-0.49993668000373537,,
C03,11,2025,17,5,29.411764705882355,-8664.07589686464,-509.65152334497884,-2874.6373139434,-8664.07589686464,3269.550282567194,-6932.6563153267925,-1.1014825222289917,,
C03,11,2026,14,7,50.0,-2299.5043168282646,-164.25030834487603,-3214.6744078170086,-5692.618735299402,4616.460309290385,-7096.364558513618,-0.35899362786914796,,
C03,20,discovery,59,29,49.152542372881356,-616.801683799993,-10.454265827118526,-641.8953109999984,-3161.9849515999977,2371.3996042,-1646.07349479999,-0.1917906358615308,-4186.569191719974,5100.4921440700155
C03,20,later,57,23,40.35087719298245,-17459.575938095986,-306.30834979115764,-3314.235596939994,-17459.575938095986,4579.673894676009,-8774.557403700004,-0.8249465045444786,-30988.441744693537,-6378.653961814038
C03,20,main,116,52,44.827586206896555,-18076.377621895976,-155.83084156806876,-3314.235596939994,-18377.114332295976,5007.888154496006,-8774.557403700004,-0.5029103299557379,-34294.670326313324,-5015.213894321076
C03,20,2020,10,4,40.0,-415.68760080000175,-41.568760080000175,-363.6615716000015,-716.4243112000022,418.7079479999993,-789.0850816000002,-0.356091316562449,,
C03,20,2021,13,5,38.46153846153847,-674.8761463999999,-51.91354972307692,-196.48668519999956,-706.1181516000015,112.26345480000236,-531.1633724000003,-0.4269328522206924,,
C03,20,2022,10,2,20.0,-594.2740774000013,-59.42740774000013,-209.9273059999996,-594.2740774000013,65.46338900000046,-432.3165685999993,-0.6012935431256494,,
C03,20,2023,26,18,69.23076923076923,1068.03614080001,41.078313107692686,-641.8953109999984,-1176.4104165999943,2371.3996042,-1646.07349479999,0.14647415999691044,,
C03,20,2024,26,11,42.30769230769231,-3633.224701199999,-139.73941158461534,-1359.6379147999978,-3633.224701199999,2499.6221084000026,-2938.475111599997,-0.6800025408207048,,
C03,20,2025,17,5,29.411764705882355,-10037.746455572007,-590.4556738571769,-2995.774950988023,-10037.746455572007,2941.2777523039986,-7285.442310776016,-1.2821348697409678,,
C03,20,2026,14,7,50.0,-3788.6047813239784,-270.61462723742704,-3314.235596939994,-6025.9421669079675,4290.131748528009,-7413.501546751984,-0.5389708508643223,,
C04,5,discovery,59,33,55.932203389830505,2639.9045117500737,44.7441442669504,-592.7944527499985,-1590.399572799959,3012.260265600007,-1481.2913737,0.2051154356631142,-2695.6298220586846,10815.768691065105
C04,5,later,57,21,36.84210526315789,-12744.555895196754,-223.58869991573252,-3148.3002817349916,-13812.991168671833,6527.213661222013,-8212.568338424964,-0.5907266586949879,-25696.482543760623,-1785.2325935014667
C04,5,main,116,54,46.55172413793103,-10104.65138344668,-87.10906365040242,-3148.3002817349916,-14268.745296721821,7064.521425263016,-8212.568338424964,-0.1859449038059531,-26311.613829460195,4215.605454708279
C04,5,2020,10,7,70.0,304.0775025000112,30.40775025000112,-325.68534289999843,-523.6485094999953,658.1094879000011,-658.5299703999954,0.11946958673185763,,
C04,5,2021,13,8,61.53846153846154,85.28926630002024,6.56071279230925,-162.8284212999988,-318.89508709999427,340.5242999000038,-417.2950930999941,0.06526541631699846,,
C04,5,2022,10,4,40.0,-79.60224219999145,-7.960224219999145,-180.1670764999999,-261.80791559999307,371.6194244000035,-341.47681715,-0.08190050240711708,,
C04,5,2023,26,14,53.84615384615385,2330.1399851500337,89.62076865961669,-592.7944527499985,-1193.6213397999945,3012.260265600007,-1481.2913737,0.41837190187520606,,
C04,5,2024,26,9,34.61538461538461,-2718.8608790999424,-104.57157227307471,-1286.6656786999956,-3203.70720279996,2549.649226250007,-2720.0387278999915,-0.4596338363365104,,
C04,5,2025,17,5,29.411764705882355,-9449.395537336924,-555.8467963139367,-2793.8788892469893,-9449.395537336924,2430.690904152005,-6697.465651693972,-1.142363008435004,,
C04,5,2026,14,7,50.0,-576.2994787598873,-41.16424848284909,-3148.3002817349916,-5720.564482401955,6417.298205679013,-6884.939899687968,-0.16434061839071168,,
C04,11,discovery,59,31,52.54237288135594,1645.8442058499422,27.895664505931226,-612.4347960499999,-2065.5239401600265,2951.5079443199957,-1547.2042221399988,0.08548738525235687,-3524.428078432063,9623.479541580671
C04,11,later,57,21,36.84210526315789,-15324.008571833558,-268.8422556462028,-3214.6744078170086,-15805.934979078535,6305.39075868838,-8437.363964535012,-0.7109123307666593,-28418.25546319017,-4534.869777033857
C04,11,main,116,52,44.827586206896555,-13678.164365983615,-117.91521005158289,-3214.6744078170086,-16447.81658078854,6905.184872378582,-8437.363964535012,-0.30584695796388384,-29987.764302519794,634.7437819068732
C04,11,2020,10,6,60.0,124.38962549998723,12.438962549998724,-340.87583438000183,-571.1264235800045,598.4215933799987,-710.7520148800068,-0.00021947226579628333,,
C04,11,2021,13,8,61.53846153846154,-102.5425741400104,-7.887890318462339,-176.2917268600013,-365.3539116200027,299.8108197799993,-462.84240482000314,-0.05442606593896741,,
C04,11,2022,10,3,30.0,-197.29325284000697,-19.729325284000698,-192.07116830000086,-316.2066943200025,337.33473367999795,-377.81271773000117,-0.201603702855359,,
C04,11,2023,26,14,53.84615384615385,1821.2904073299724,70.04963105115279,-612.4347960499999,-1297.0219075600035,2951.5079443199957,-1547.2042221399988,0.29882793608873787,,
C04,11,2024,26,9,34.61538461538461,-3389.2174540200504,-130.35451746230962,-1315.8545731400009,-3728.0484061600437,2461.5016977499945,-2807.413281380006,-0.5797255642756107,,
C04,11,2025,17,5,29.411764705882355,-10366.196059741447,-609.7762388083204,-2874.6373139434,-10366.196059741447,2210.510617934393,-6932.6563153267925,-1.262894647636639,,
C04,11,2026,14,7,50.0,-1568.59505807206,-112.04250414800428,-3214.6744078170086,-5942.930125284402,6204.227093293775,-7096.364558513618,-0.2842806551936309,,
C04,20,discovery,59,30,50.847457627118644,154.75374700000975,2.622944864406945,-641.8953109999984,-2873.349601799997,2860.3794624,-1646.07349479999,-0.09395469036374746,-4836.287836009982,7873.86792308999
C04,20,later,57,21,36.84210526315789,-19193.18758678797,-336.72258924189424,-3314.235596939994,-19264.06776378797,5990.717910452015,-8774.557403700004,-0.8911908388741301,-32370.799440078245,-8233.160580365182
C04,20,main,116,51,43.96551724137931,-19038.433839787962,-164.1244296533445,-3314.235596939994,-20185.140575987967,6666.1800430520125,-8774.557403700004,-0.4857000392007459,-35727.46539176611,-4382.82977854547
C04,20,2020,10,6,60.0,-145.1421900000023,-14.51421900000023,-363.6615716000015,-644.0711156000016,508.8897515999997,-789.0850816000002,-0.1797530607622455,,
C04,20,2021,13,7,53.84615384615385,-384.2903348,-29.560794984615384,-196.48668519999956,-451.7752060000021,238.74059959999977,-531.1633724000003,-0.2339632893228806,,
C04,20,2022,10,3,30.0,-373.82976880000024,-37.38297688000002,-209.9273059999996,-397.8048624000003,285.9076976000015,-432.3165685999993,-0.38115850352769043,,
C04,20,2023,26,14,53.84615384615385,1058.0160406000123,40.69292463846201,-641.8953109999984,-1547.261869799995,2860.3794624,-1646.07349479999,0.11951198740906584,,
C04,20,2024,26,9,34.61538461538461,-4394.75231639999,-169.02893524615348,-1359.6379147999978,-4514.560211199994,2329.2804050000086,-2938.475111599997,-0.7598631561842233,,
C04,20,2025,17,5,29.411764705882355,-11741.396843348015,-690.6704025498832,-2995.774950988023,-11741.396843348015,1880.240188607997,-7285.442310776016,-1.4436921064390635,,
C04,20,2026,14,7,50.0,-3057.0384270399663,-218.3598876457119,-3314.235596939994,-6276.478589607963,5884.620424716013,-7413.501546751984,-0.46419071039796667,,
C05,5,discovery,97,51,52.57731958762887,1778.2449229001395,18.332421885568447,-968.5347342999958,-3886.851840449899,4493.9925783500075,-2203.9951584999944,-0.035395386788495006,-4768.855919794868,9404.74680853388
C05,5,later,76,34,44.73684210526316,-10923.438853426704,-143.7294585977198,-3677.6093028119794,-18108.420333403825,7255.263597609031,-8573.934345712976,-0.5356103524013986,-38633.96079591846,14247.766608853924
C05,5,main,173,85,49.13294797687861,-9145.193930526564,-52.86239266200326,-3677.6093028119794,-18409.632556003664,7299.547411074025,-8573.934345712976,-0.2551430017398284,-35573.77260269694,16403.875952094622
C05,5,2020,21,14,66.66666666666666,2267.810058900026,107.99095518571552,-489.3784594999979,-933.767330299992,2423.0337756000026,-1029.0994788999942,0.5176544372509707,,
C05,5,2021,22,13,59.09090909090909,-1274.1492188999673,-57.91587358636215,-731.3184168999978,-1409.573257499993,408.2417152000053,-1282.5846615999944,-0.39078865260344015,,
C05,5,2022,29,10,34.48275862068966,-1267.8535833999667,-43.71908908275747,-309.9339013999979,-1331.522559699968,260.4173426000034,-678.3158326999946,-0.4560088753644474,,
