factor,window,stage,n,spearman_rt
volume_price_corr20,original_PT_window,R,229,0.0003232787160532665
volume_price_corr20,original_PT_window,D,222,0.13227602942741154
volume_price_corr20,original_PT_window,C,138,-0.030701679360901554
amihud20,primary,ALL,654,0.0023040451977534627
amihud20,primary,U,216,-0.04095328434394947
amihud20,primary,R,152,0.012299625588308294
amihud20,primary,D,166,-0.08744358077936382
amihud20,primary,C,120,0.06767653635903632
amihud20,2023,ALL,242,0.029002124684337327
amihud20,2023,U,86,-0.03107049717134543
amihud20,2023,R,77,0.07204126060955254
amihud20,2023,D,57,-0.12375379945408352
amihud20,2023,C,22,-0.41414508354038865
amihud20,2021_2022,ALL,485,-0.12992881804097162
amihud20,2021_2022,U,73,-0.12497685827990908
amihud20,2021_2022,R,123,-0.2879471668799728
amihud20,2021_2022,D,166,-0.1397009370677404
amihud20,2021_2022,C,123,-0.01877501275131184
amihud20,2024,ALL,242,-0.07314999571368236
amihud20,2024,U,75,-0.3417551053348776
amihud20,2024,R,76,0.04883619515065436
amihud20,2024,D,58,0.05293937501100844
amihud20,2024,C,33,-0.1184343186033151
amihud20,2025,ALL,243,0.08819370701892437
amihud20,2025,U,104,0.10705545244407468
amihud20,2025,R,45,-0.08225939537570397
amihud20,2025,D,50,-0.13177706288897434
amihud20,2025,C,44,0.11581025140861789
amihud20,2026,ALL,169,-0.05144696186803079
amihud20,2026,U,37,0.0910933462457042
amihud20,2026,R,31,0.08670228897777152
amihud20,2026,D,58,-0.19198228182994911
amihud20,2026,C,43,0.1156169776062651
amihud20,original_PT_window,ALL,891,0.013023942230108498
amihud20,original_PT_window,U,302,-0.03573428336952275
amihud20,original_PT_window,R,229,0.031952677939547036
amihud20,original_PT_window,D,222,-0.08222930841906083
amihud20,original_PT_window,C,138,-0.00033335883039608383
atr20,primary,ALL,654,-0.07379797484393269
atr20,primary,U,216,-0.06734404503269086
atr20,primary,R,152,-0.0713651669166767
atr20,primary,D,166,-0.05754610513667213
atr20,primary,C,120,-0.05196983580506769
atr20,2023,ALL,242,-0.09931577400807923
atr20,2023,U,86,-0.08839926280235949
atr20,2023,R,77,0.007467936062831169
atr20,2023,D,57,0.03805819092533665
atr20,2023,C,22,0.07970609955586781
atr20,2021_2022,ALL,485,-0.07321142140800248
atr20,2021_2022,U,73,0.10051461253880775
atr20,2021_2022,R,123,-0.0954472460449129
atr20,2021_2022,D,166,-0.09349802312856305
atr20,2021_2022,C,123,-0.09154934134723469
atr20,2024,ALL,242,-0.0426121503683863
atr20,2024,U,75,-0.14863452003872143
atr20,2024,R,76,-0.0004375051296301815
atr20,2024,D,58,0.12528460077655235
atr20,2024,C,33,-0.15110740132311187
atr20,2025,ALL,243,-0.16118254325920173
atr20,2025,U,104,-0.06322950913417463
atr20,2025,R,45,-0.2576521479953825
atr20,2025,D,50,-0.29482369577254985
atr20,2025,C,44,-0.12357689811454504
atr20,2026,ALL,169,0.00020637166362760567
atr20,2026,U,37,0.039178486648577746
atr20,2026,R,31,-0.040544634504818586
atr20,2026,D,58,-0.061505801684800354
atr20,2026,C,43,0.19327795443989917
atr20,original_PT_window,ALL,891,-0.07688198797893027
atr20,original_PT_window,U,302,-0.07799510948459516
atr20,original_PT_window,R,229,-0.06383781903908509
atr20,original_PT_window,D,222,-0.03149532040387833
atr20,original_PT_window,C,138,-0.012122374607436637
rv5_20,primary,ALL,654,-0.03992711300919722
rv5_20,primary,U,216,-0.1213345077163944
rv5_20,primary,R,152,0.057808861110783254
rv5_20,primary,D,166,-0.0020923068069943953
rv5_20,primary,C,120,-0.0637195493372232
rv5_20,2023,ALL,242,0.07825434411072754
rv5_20,2023,U,86,0.11919330139525237
rv5_20,2023,R,77,0.1442281156978809
rv5_20,2023,D,57,0.03500526722143843
rv5_20,2023,C,22,0.1271186643554972
rv5_20,2021_2022,ALL,485,-0.09670343016721941
rv5_20,2021_2022,U,73,-0.008639708768775166
rv5_20,2021_2022,R,123,-0.05749867391078816
rv5_20,2021_2022,D,166,-0.1978346747978145
rv5_20,2021_2022,C,123,-0.06942131182119365
rv5_20,2024,ALL,242,-0.0017366811234275385
rv5_20,2024,U,75,-0.10244409102937804
rv5_20,2024,R,76,0.10468462720863202
rv5_20,2024,D,58,-0.05350357771785712
rv5_20,2024,C,33,-0.017552658954946836
rv5_20,2025,ALL,243,-0.09266613676155937
rv5_20,2025,U,104,-0.19271336395683222
rv5_20,2025,R,45,-0.09231986172417671
rv5_20,2025,D,50,0.05076361593367156
rv5_20,2025,C,44,0.06449339307175989
rv5_20,2026,ALL,169,0.0014047850981989117
rv5_20,2026,U,37,0.07945449839457842
rv5_20,2026,R,31,0.18977514229238265
rv5_20,2026,D,58,-0.021780929507442523
rv5_20,2026,C,43,-0.23503644943369825
rv5_20,original_PT_window,ALL,891,-0.007416160336080278
rv5_20,original_PT_window,U,302,-0.0512533736773955
rv5_20,original_PT_window,R,229,0.08598773857432178
rv5_20,original_PT_window,D,222,-0.013098044214660206
rv5_20,original_PT_window,C,138,-0.014158471691589264
downside_share20,primary,ALL,654,0.01971324643171892
downside_share20,primary,U,216,0.0183862847590956
downside_share20,primary,R,152,0.04412382945398613
downside_share20,primary,D,166,-0.06157259249981991
downside_share20,primary,C,120,0.04273274257425974
downside_share20,2023,ALL,242,0.06961979370372685
downside_share20,2023,U,86,0.19916641171983443
downside_share20,2023,R,77,0.08397859840288609
downside_share20,2023,D,57,-0.18045381216496265
downside_share20,2023,C,22,-0.44450721908098745
downside_share20,2021_2022,ALL,485,-0.02833673464844871
downside_share20,2021_2022,U,73,-0.02764962793429105
downside_share20,2021_2022,R,123,0.04182192559263786
downside_share20,2021_2022,D,166,0.05067896011232142
downside_share20,2021_2022,C,123,-0.021831772881486626
downside_share20,2024,ALL,242,-0.022943602739116557
downside_share20,2024,U,75,-0.23466470405468648
downside_share20,2024,R,76,-0.04143760047787251
downside_share20,2024,D,58,-0.08662872014953427
downside_share20,2024,C,33,0.05768266901846447
downside_share20,2025,ALL,243,0.0731597569975269
downside_share20,2025,U,104,0.10019692126537615
downside_share20,2025,R,45,0.07282914055047766
downside_share20,2025,D,50,0.05239902118693353
downside_share20,2025,C,44,-0.1066544522872068
downside_share20,2026,ALL,169,-0.029197152934778443
downside_share20,2026,U,37,-0.09675124768118883
downside_share20,2026,R,31,0.27208554049136197
downside_share20,2026,D,58,-0.19047620240251215
downside_share20,2026,C,43,0.15346852996441995
downside_share20,original_PT_window,ALL,891,0.03458652837571815
downside_share20,original_PT_window,U,302,0.09276823844097419
downside_share20,original_PT_window,R,229,0.05560478803882484
downside_share20,original_PT_window,D,222,-0.1091400830290805
downside_share20,original_PT_window,C,138,0.010204186505675686
range_expansion,primary,ALL,654,0.04086036144811087
range_expansion,primary,U,216,0.020452296446602604
range_expansion,primary,R,152,0.05735121622477213
range_expansion,primary,D,166,0.046166903489480465
range_expansion,primary,C,120,0.06685441840630615
range_expansion,2023,ALL,242,-0.0013840162430864748
range_expansion,2023,U,86,-0.003424996829361059
range_expansion,2023,R,77,-0.036442516650041036
range_expansion,2023,D,57,0.23889402496303128
range_expansion,2023,C,22,0.016374929418407683
range_expansion,2021_2022,ALL,485,-0.047387457204928186
range_expansion,2021_2022,U,73,-0.08251049186521638
range_expansion,2021_2022,R,123,0.05081471886696541
range_expansion,2021_2022,D,166,-0.06725442693354071
range_expansion,2021_2022,C,123,-0.10472735491630587
range_expansion,2024,ALL,242,0.05334523301164602
range_expansion,2024,U,75,0.1379511480244355
range_expansion,2024,R,76,0.04765908591698711
range_expansion,2024,D,58,-0.07887653261909974
range_expansion,2024,C,33,0.20392813010419966
range_expansion,2025,ALL,243,-0.008728398282847941
range_expansion,2025,U,104,-0.03195544382202427
range_expansion,2025,R,45,-0.06897914847399916
range_expansion,2025,D,50,0.010277097487734282
range_expansion,2025,C,44,0.13834660686976782
range_expansion,2026,ALL,169,0.1027407904836586
range_expansion,2026,U,37,-0.026789947842579417
range_expansion,2026,R,31,0.2506301051148139
range_expansion,2026,D,58,0.1813958522746704
range_expansion,2026,C,43,-0.022125731688099965
range_expansion,original_PT_window,ALL,891,0.028360217551779743
range_expansion,original_PT_window,U,302,0.008158319769249908
range_expansion,original_PT_window,R,229,0.027939886210824758
range_expansion,original_PT_window,D,222,0.09083876724101704
range_expansion,original_PT_window,C,138,0.034004224002759716
body,primary,ALL,653,0.08857048004192598
body,primary,U,216,0.007203139184113998
body,primary,R,152,0.10918177743661951
body,primary,D,165,0.09760300277790804
body,primary,C,120,0.17883844086383457
body,2023,ALL,241,-0.07817765510592918
body,2023,U,86,-0.1185894566007225
body,2023,R,77,-0.059851587098534324
body,2023,D,56,-0.08592815439780405
body,2023,C,22,0.02766798418972332
body,2021_2022,ALL,485,0.06745661931337367
body,2021_2022,U,73,0.16147793921520207
body,2021_2022,R,123,0.013840160984461511
body,2021_2022,D,166,0.08211118698968116
body,2021_2022,C,123,0.07280642360132876
body,2024,ALL,242,0.05583173511773576
body,2024,U,75,-0.09803321889567798
body,2024,R,76,0.16316124052454073
body,2024,D,58,0.01165884797057548
body,2024,C,33,0.05348040463228003
body,2025,ALL,242,0.12032929582198146
body,2025,U,104,0.022800503616351293
body,2025,R,45,0.060871570242844925
body,2025,D,49,0.18842798126471155
body,2025,C,44,0.3753744250458663
body,2026,ALL,169,0.10374654102062499
body,2026,U,37,0.1797912915773224
body,2026,R,31,-0.030248034492803375
body,2026,D,58,0.058417288380271326
body,2026,C,43,0.10238598610691634
body,original_PT_window,ALL,889,0.037457032964775934
body,original_PT_window,U,302,-0.03530770453415796
body,original_PT_window,R,229,0.06022392484430167
body,original_PT_window,D,220,0.03614112259151829
body,original_PT_window,C,138,0.14301778278210156
clv,primary,ALL,654,0.1325185566726972
clv,primary,U,216,0.11318031579049666
clv,primary,R,152,0.14373991365030556
clv,primary,D,166,0.04942472497992618
clv,primary,C,120,0.22223264020554448
clv,2023,ALL,242,-0.03582406139382363
clv,2023,U,86,-0.041157350207143624
clv,2023,R,77,-0.0058103995787496384
clv,2023,D,57,-0.20458633953862906
clv,2023,C,22,0.3721061547148504
clv,2021_2022,ALL,485,0.07887007218877487
clv,2021_2022,U,73,0.12323166888130363
clv,2021_2022,R,123,0.06165311226550828
clv,2021_2022,D,166,0.09348652071468369
clv,2021_2022,C,123,0.07132008431188128
clv,2024,ALL,242,0.11846459625830816
clv,2024,U,75,0.06485525302699613
clv,2024,R,76,0.24719731024872532
clv,2024,D,58,-0.07275915712175662
clv,2024,C,33,0.09811131676402711
clv,2025,ALL,243,0.1421250470544743
clv,2025,U,104,0.06475292217160905
clv,2025,R,45,0.10601568369465551
clv,2025,D,50,0.10709311868059555
clv,2025,C,44,0.4218056251225473
clv,2026,ALL,169,0.1468780536744464
clv,2026,U,37,0.3446395074694584
clv,2026,R,31,-0.08951612903225807
clv,2026,D,58,0.07290849543965147
clv,2026,C,43,0.09500075625648693
clv,original_PT_window,ALL,891,0.08330267187026735
clv,original_PT_window,U,302,0.06086200315596798
clv,original_PT_window,R,229,0.09875012807234286
clv,original_PT_window,D,222,-0.0224918134650768
clv,original_PT_window,C,138,0.2176838598299284
upper_shadow,primary,ALL,653,-0.08466616839054907
upper_shadow,primary,U,216,-0.11371240650081697
upper_shadow,primary,R,152,-0.16192918731630357
upper_shadow,primary,D,165,0.05442564880788198
upper_shadow,primary,C,120,-0.128249693195114
upper_shadow,2023,ALL,241,-0.05361320852344615
upper_shadow,2023,U,86,-0.04669925341151683
upper_shadow,2023,R,77,-0.07987222561183716
upper_shadow,2023,D,56,-0.01555156803079779
upper_shadow,2023,C,22,-0.2661017373841742
upper_shadow,2021_2022,ALL,485,0.02987857036070796
upper_shadow,2021_2022,U,73,-0.0653347733425414
upper_shadow,2021_2022,R,123,0.0422262709172875
upper_shadow,2021_2022,D,166,0.11453082836026364
upper_shadow,2021_2022,C,123,-0.045207341485585056
upper_shadow,2024,ALL,242,-0.12543380089345235
upper_shadow,2024,U,75,-0.11115616501379161
upper_shadow,2024,R,76,-0.19807922360247882
upper_shadow,2024,D,58,0.04903785541647371
upper_shadow,2024,C,33,-0.1544246683757086
upper_shadow,2025,ALL,242,-0.037617049210799
upper_shadow,2025,U,104,-0.02892025198688295
upper_shadow,2025,R,45,-0.11590287923939016
upper_shadow,2025,D,49,0.14056839652972655
upper_shadow,2025,C,44,-0.13716299772420187
upper_shadow,2026,ALL,169,-0.09251900599822419
upper_shadow,2026,U,37,-0.3707612150723988
upper_shadow,2026,R,31,-0.20120967741935486
upper_shadow,2026,D,58,0.029285549519756874
upper_shadow,2026,C,43,-0.010722241107048959
upper_shadow,original_PT_window,ALL,889,-0.07575363236243415
upper_shadow,original_PT_window,U,302,-0.08665159924724894
upper_shadow,original_PT_window,R,229,-0.13627646013748304
upper_shadow,original_PT_window,D,220,0.05063528670388419
upper_shadow,original_PT_window,C,138,-0.13321399551558377
lower_shadow,primary,ALL,653,0.052632359229622276
lower_shadow,primary,U,216,0.12757246856194454
lower_shadow,primary,R,152,-0.019150364883419795
lower_shadow,primary,D,165,0.0006465009141052499
lower_shadow,primary,C,120,0.027655370476929602
lower_shadow,2023,ALL,241,0.04476415199649934
lower_shadow,2023,U,86,0.06690601016940562
lower_shadow,2023,R,77,0.04280211916542771
lower_shadow,2023,D,56,-0.17228886848300365
lower_shadow,2023,C,22,0.5377012357879288
lower_shadow,2021_2022,ALL,485,0.054812881514421014
lower_shadow,2021_2022,U,73,-0.11423767001327657
lower_shadow,2021_2022,R,123,0.16636812015463107
lower_shadow,2021_2022,D,166,0.11854439473696435
lower_shadow,2021_2022,C,123,-0.03526490603703301
lower_shadow,2024,ALL,242,0.042384149147862704
lower_shadow,2024,U,75,0.20358054835928052
lower_shadow,2024,R,76,0.06685259627746819
lower_shadow,2024,D,58,-0.19992309488329826
lower_shadow,2024,C,33,-0.027243857977063742
lower_shadow,2025,ALL,242,0.05230268743227234
lower_shadow,2025,U,104,0.003360994865967873
lower_shadow,2025,R,45,0.07477189634808333
lower_shadow,2025,D,49,0.023828354280572676
lower_shadow,2025,C,44,0.08781140989982449
lower_shadow,2026,ALL,169,0.05505087832204468
lower_shadow,2026,U,37,0.15307090778972396
lower_shadow,2026,R,31,-0.29968741917798153
lower_shadow,2026,D,58,0.15062298222029608
lower_shadow,2026,C,43,0.06977534498226748
lower_shadow,original_PT_window,ALL,889,0.05083608902745479
lower_shadow,original_PT_window,U,302,0.109346508699137
lower_shadow,original_PT_window,R,229,0.0060406778956002705
lower_shadow,original_PT_window,D,220,-0.04432355400173852
lower_shadow,original_PT_window,C,138,0.10658477558303092
clv3,primary,ALL,654,0.13803831705217195
clv3,primary,U,216,0.13700903305050705
clv3,primary,R,152,0.1454711976654892
clv3,primary,D,166,0.11501605007149315
clv3,primary,C,120,0.16830576070207356
clv3,2023,ALL,242,0.037927415359024295
clv3,2023,U,86,0.11915118538771183
clv3,2023,R,77,-0.0828748535710717
clv3,2023,D,57,0.07014359432174998
clv3,2023,C,22,0.29483198012741474
clv3,2021_2022,ALL,485,0.03462961440685228
clv3,2021_2022,U,73,0.06849896273415482
clv3,2021_2022,R,123,-0.05355901932544618
clv3,2021_2022,D,166,0.07364288975083268
clv3,2021_2022,C,123,0.03407894468489317
clv3,2024,ALL,242,0.13984341515504142
clv3,2024,U,75,0.1698852689264959
clv3,2024,R,76,0.15477582090252756
clv3,2024,D,58,0.045594388922414034
clv3,2024,C,33,0.09443423163828843
clv3,2025,ALL,243,0.12349547357352231
clv3,2025,U,104,0.06051892434836158
clv3,2025,R,45,0.18796323839190027
clv3,2025,D,50,0.14624658067297214
clv3,2025,C,44,0.21926207966911196
clv3,2026,ALL,169,0.16032640124087155
clv3,2026,U,37,0.26721991889033164
clv3,2026,R,31,0.04879524170376909
clv3,2026,D,58,0.09693744191801044
clv3,2026,C,43,0.1706000105925824
clv3,original_PT_window,ALL,891,0.10483238049945276
clv3,original_PT_window,U,302,0.12429226290685583
clv3,original_PT_window,R,229,0.07488072003755167
clv3,original_PT_window,D,222,0.0944366065778908
clv3,original_PT_window,C,138,0.14121023668785013
market_ret1,primary,ALL,654,0.08759659522884909
market_ret1,primary,U,216,0.14158152338271518
market_ret1,primary,R,152,0.04777474113133534
market_ret1,primary,D,166,0.0040271220788888305
market_ret1,primary,C,120,0.10207604093376671
market_ret1,2023,ALL,242,-0.029689401253187225
market_ret1,2023,U,86,-0.2798399749308172
market_ret1,2023,R,77,0.13857520440902038
market_ret1,2023,D,57,-0.004634731324963695
market_ret1,2023,C,22,0.27110986678382964
market_ret1,2021_2022,ALL,485,0.02068041023807849
market_ret1,2021_2022,U,73,0.028232027205867944
market_ret1,2021_2022,R,123,-0.015307891166264258
market_ret1,2021_2022,D,166,-0.07781393219237752
market_ret1,2021_2022,C,123,0.21111881499132235
market_ret1,2024,ALL,242,0.08627298735960807
market_ret1,2024,U,75,0.07703579404583837
market_ret1,2024,R,76,0.02746730670776861
market_ret1,2024,D,58,0.14122894731639057
market_ret1,2024,C,33,0.060565542623565546
market_ret1,2025,ALL,243,0.05348340705994015
market_ret1,2025,U,104,0.13927484491000425
market_ret1,2025,R,45,-0.09269080014251387
market_ret1,2025,D,50,-0.0833713537045124
market_ret1,2025,C,44,0.12517179475806584
market_ret1,2026,ALL,169,0.14156115964377416
market_ret1,2026,U,37,0.32046950533457413
market_ret1,2026,R,31,0.22325301011441828
market_ret1,2026,D,58,-0.09069374011140376
market_ret1,2026,C,43,0.09484972166784386
market_ret1,original_PT_window,ALL,891,0.054585713839075824
market_ret1,original_PT_window,U,302,0.023544281637371534
market_ret1,original_PT_window,R,229,0.0838475226062161
market_ret1,original_PT_window,D,222,-0.006678660618062499
market_ret1,original_PT_window,C,138,0.11431500648546307
market_ret5,primary,ALL,654,0.032354648785897056
market_ret5,primary,U,216,-0.041523558565863115
market_ret5,primary,R,152,0.03599722855509988
market_ret5,primary,D,166,0.055988739629248815
market_ret5,primary,C,120,0.08959712790510112
market_ret5,2023,ALL,242,0.05223740474785517
market_ret5,2023,U,86,0.07774648450119868
market_ret5,2023,R,77,0.11346277769582402
market_ret5,2023,D,57,0.07117045584379841
market_ret5,2023,C,22,-0.23163845504779496
market_ret5,2021_2022,ALL,485,0.027131435381792163
market_ret5,2021_2022,U,73,0.045838862519854556
market_ret5,2021_2022,R,123,-0.028664299784773164
market_ret5,2021_2022,D,166,0.05954335366651846
market_ret5,2021_2022,C,123,0.01784225744642626
market_ret5,2024,ALL,242,0.11610920989652404
market_ret5,2024,U,75,0.07173848108158633
market_ret5,2024,R,76,0.013672128774399508
market_ret5,2024,D,58,0.2742793864975266
market_ret5,2024,C,33,0.1127779761357498
market_ret5,2025,ALL,243,-0.07517935817912502
market_ret5,2025,U,104,-0.12420077227570964
market_ret5,2025,R,45,-0.019500625907000156
market_ret5,2025,D,50,-0.11237304036646144
market_ret5,2025,C,44,-0.02192225069361004
market_ret5,2026,ALL,169,0.07603454770230716
market_ret5,2026,U,37,0.08547717902392596
market_ret5,2026,R,31,0.18176319649101128
market_ret5,2026,D,58,-0.03150333061001217
market_ret5,2026,C,43,0.12582606836649785
market_ret5,original_PT_window,ALL,891,0.03853133001516828
market_ret5,original_PT_window,U,302,-0.008537347959957404
market_ret5,original_PT_window,R,229,0.0747549751953715
market_ret5,original_PT_window,D,222,0.0613654630347418
market_ret5,original_PT_window,C,138,0.035040649906596166
relative_ret5,primary,ALL,654,0.031163729592198167
relative_ret5,primary,U,216,-0.04374781748065169
relative_ret5,primary,R,152,0.0890064883926795
relative_ret5,primary,D,166,0.08839274594454884
relative_ret5,primary,C,120,-0.010591951200482052
relative_ret5,2023,ALL,242,0.05874479163523326
relative_ret5,2023,U,86,0.0415180203611898
relative_ret5,2023,R,77,0.023930208899176915
relative_ret5,2023,D,57,0.07786314181458756
relative_ret5,2023,C,22,-0.048022606534298955
relative_ret5,2021_2022,ALL,485,0.039506798067788285
relative_ret5,2021_2022,U,73,-0.02145942614391383
relative_ret5,2021_2022,R,123,0.15820540826266383
relative_ret5,2021_2022,D,166,0.04737608807135748
relative_ret5,2021_2022,C,123,-0.05213378659953305
relative_ret5,2024,ALL,242,0.026855369644444963
relative_ret5,2024,U,75,0.00566201473793187
relative_ret5,2024,R,76,0.0761411262840188
relative_ret5,2024,D,58,0.09749269416995879
relative_ret5,2024,C,33,-0.3454561247057968
relative_ret5,2025,ALL,243,0.02220183845401813
relative_ret5,2025,U,104,-0.06721142353481421
relative_ret5,2025,R,45,0.10023725576020882
relative_ret5,2025,D,50,0.2330707929291467
relative_ret5,2025,C,44,0.3238538270908291
relative_ret5,2026,ALL,169,0.07662677599381278
relative_ret5,2026,U,37,0.1418153853737037
relative_ret5,2026,R,31,-0.014117173177966829
relative_ret5,2026,D,58,-0.06017443236801917
relative_ret5,2026,C,43,-0.015784902934332566
relative_ret5,original_PT_window,ALL,891,0.04218105250128626
relative_ret5,original_PT_window,U,302,-0.008616493198372554
relative_ret5,original_PT_window,R,229,0.06790263349762461
relative_ret5,original_PT_window,D,222,0.0937534277336822
relative_ret5,original_PT_window,C,138,-0.02871978015076081
beta_residual1,primary,ALL,654,0.049510474286084474
beta_residual1,primary,U,216,-0.02207848310002736
beta_residual1,primary,R,152,0.07104448850686444
beta_residual1,primary,D,166,0.08338881095956309
beta_residual1,primary,C,120,0.11995006301634745
beta_residual1,2023,ALL,242,-0.06521123853604989
beta_residual1,2023,U,86,0.013325343749401922
beta_residual1,2023,R,77,-0.09851646918796537
beta_residual1,2023,D,57,-0.24400758731600194
beta_residual1,2023,C,22,-0.031055900621118016
beta_residual1,2021_2022,ALL,485,0.11427445164848046
beta_residual1,2021_2022,U,73,0.1533322553235318
beta_residual1,2021_2022,R,123,0.0754727935772988
beta_residual1,2021_2022,D,166,0.19913907734017877
beta_residual1,2021_2022,C,123,0.00805528415596393
beta_residual1,2024,ALL,242,0.06089106013629756
beta_residual1,2024,U,75,-0.0022194084694662918
beta_residual1,2024,R,76,0.12024308427581544
beta_residual1,2024,D,58,-0.017445886044567788
beta_residual1,2024,C,33,0.1006436600485997
beta_residual1,2025,ALL,243,0.047507953630463506
beta_residual1,2025,U,104,-0.052703319255770806
beta_residual1,2025,R,45,0.0849942360401943
beta_residual1,2025,D,50,0.11487021904127169
beta_residual1,2025,C,44,0.21009232556229132
beta_residual1,2026,ALL,169,0.05486522693537936
beta_residual1,2026,U,37,0.039122703298052106
beta_residual1,2026,R,31,-0.13247303222882761
beta_residual1,2026,D,58,0.1300375320864417
beta_residual1,2026,C,43,0.036473475786185275
beta_residual1,original_PT_window,ALL,891,0.009728277023326732
beta_residual1,original_PT_window,U,302,-0.020277452626146848
beta_residual1,original_PT_window,R,229,0.00015739092819442077
beta_residual1,original_PT_window,D,222,-0.0016913490853877119
beta_residual1,original_PT_window,C,138,0.09785897123315744
prev_late_return,primary,ALL,651,0.05443379490358836
prev_late_return,primary,U,213,0.06870289440115313
prev_late_return,primary,R,152,0.027913803300353535
prev_late_return,primary,D,166,0.028677455369298686
prev_late_return,primary,C,120,0.11037493101572167
prev_late_return,2023,ALL,241,0.08927608078323718
prev_late_return,2023,U,86,0.06384805563374406
prev_late_return,2023,R,77,0.0
prev_late_return,2023,D,56,0.34473801322842157
prev_late_return,2023,C,22,0.15362892451083685
prev_late_return,2021_2022,ALL,485,0.05147346603038074
prev_late_return,2021_2022,U,73,0.04572662767114349
prev_late_return,2021_2022,R,123,0.1297083073486429
prev_late_return,2021_2022,D,166,0.0424975929202593
prev_late_return,2021_2022,C,123,-0.05027313249747759
prev_late_return,2024,ALL,242,0.09606641917658319
prev_late_return,2024,U,75,0.09591214022383376
prev_late_return,2024,R,76,0.10152575775161961
prev_late_return,2024,D,58,0.21627109383802393
prev_late_return,2024,C,33,0.03643961669075043
prev_late_return,2025,ALL,240,0.06726249331827845
prev_late_return,2025,U,101,0.07239813747052176
prev_late_return,2025,R,45,-0.07227090074317288
prev_late_return,2025,D,50,0.002785782981390021
prev_late_return,2025,C,44,0.2361233516834924
prev_late_return,2026,ALL,169,-0.024400598474802204
prev_late_return,2026,U,37,0.05050984253944416
prev_late_return,2026,R,31,-0.010890390737288697
prev_late_return,2026,D,58,-0.20178123819112362
prev_late_return,2026,C,43,0.05972966867440468
prev_late_return,original_PT_window,ALL,887,0.06278988755148993
prev_late_return,original_PT_window,U,299,0.05861579479915194
prev_late_return,original_PT_window,R,229,0.021663396939383357
prev_late_return,original_PT_window,D,221,0.10938847163958362
prev_late_return,original_PT_window,C,138,0.11186317231934063
prev_am_return,primary,ALL,651,0.019167567206927714
prev_am_return,primary,U,213,-0.06672095476384524
prev_am_return,primary,R,152,0.06772722188320328
prev_am_return,primary,D,166,0.07116397190418033
prev_am_return,primary,C,120,0.0849244809200494
prev_am_return,2023,ALL,241,-0.14159067086903898
prev_am_return,2023,U,86,-0.1863456030575566
prev_am_return,2023,R,77,-0.10705740235512053
prev_am_return,2023,D,56,-0.20197221274875432
prev_am_return,2023,C,22,-0.1236589497459063
prev_am_return,2021_2022,ALL,485,0.05389019212473381
prev_am_return,2021_2022,U,73,0.07942238301175054
prev_am_return,2021_2022,R,123,0.029050841414519128
prev_am_return,2021_2022,D,166,0.04191128584424582
prev_am_return,2021_2022,C,123,0.08891225045911
prev_am_return,2024,ALL,242,-0.006873490936064072
prev_am_return,2024,U,75,-0.18522602089997497
prev_am_return,2024,R,76,0.1286745621519926
prev_am_return,2024,D,58,-0.06651591462310676
prev_am_return,2024,C,33,0.12366310160427807
prev_am_return,2025,ALL,240,0.06429443230570142
prev_am_return,2025,U,101,-0.04021771740760453
prev_am_return,2025,R,45,-0.006588266329894858
prev_am_return,2025,D,50,0.3755462726826265
prev_am_return,2025,C,44,0.1778137998636904
prev_am_return,2026,ALL,169,-0.0020810205714514355
prev_am_return,2026,U,37,0.03592814529116406
prev_am_return,2026,R,31,-0.09799374986789988
prev_am_return,2026,D,58,-0.037349824399838846
prev_am_return,2026,C,43,-0.03693074635987033
prev_am_return,original_PT_window,ALL,887,-0.03233374244791431
prev_am_return,original_PT_window,U,299,-0.10917921317098124
prev_am_return,original_PT_window,R,229,0.0042549651467055786
prev_am_return,original_PT_window,D,221,0.0009989363024931325
prev_am_return,original_PT_window,C,138,0.051787871121474184
prev_pm_minus_am,primary,ALL,651,0.03440616326477575
prev_pm_minus_am,primary,U,213,0.12907652269374525
prev_pm_minus_am,primary,R,152,-0.035447008894964514
prev_pm_minus_am,primary,D,166,-0.04583748445122746
prev_pm_minus_am,primary,C,120,-0.00928911368369886
prev_pm_minus_am,2023,ALL,241,0.11780329717988945
prev_pm_minus_am,2023,U,86,0.16485399283562246
prev_pm_minus_am,2023,R,77,0.07040790855344928
prev_pm_minus_am,2023,D,56,0.16280977848453043
prev_pm_minus_am,2023,C,22,0.2648221343873518
prev_pm_minus_am,2021_2022,ALL,485,0.023722718101097343
prev_pm_minus_am,2021_2022,U,73,0.017370913765692022
prev_pm_minus_am,2021_2022,R,123,0.03952810069801949
prev_pm_minus_am,2021_2022,D,166,0.04872875246261455
prev_pm_minus_am,2021_2022,C,123,-0.0073457331599728155
prev_pm_minus_am,2024,ALL,242,0.02139573106779385
prev_pm_minus_am,2024,U,75,0.1660940524154546
prev_pm_minus_am,2024,R,76,-0.10424499306603027
prev_pm_minus_am,2024,D,58,0.028118318601415913
prev_pm_minus_am,2024,C,33,-0.1788549993536833
prev_pm_minus_am,2025,ALL,240,0.008728556225394287
prev_pm_minus_am,2025,U,101,0.1247502839866173
prev_pm_minus_am,2025,R,45,0.018182417085525107
prev_pm_minus_am,2025,D,50,-0.37170436707973525
prev_pm_minus_am,2025,C,44,0.01014942214763921
prev_pm_minus_am,2026,ALL,169,0.0814403981369792
prev_pm_minus_am,2026,U,37,0.0928220024154427
