id,window,losing,losing_mean,large,opposite,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
BASE_HV,old2020_2023,rt,-0.7641664093164238,True,pt,32,0.21271896612873584,-0.14869778038266618,46.875,671.2019193500416,1.2388965295223737,1.1586347133132995,-5.049697691046656,-1437.657815149987,21
BASE_HV,recent2024,pt,-1.7390743351750593,True,rt,30,1.354564401329552,1.113218706524942,66.66666666666666,13849.687084720164,3.2714846407445006,3.1814857136252335,-4.650157583560376,-2839.1262382439963,19
BASE_HV,all_available,pt,-0.5594593241137991,True,rt,80,0.0729503305874233,0.37960982826121326,57.49999999999999,8709.371026120249,1.0657879955582494,1.5162385330997838,-10.90774674562256,-6755.460285449932,52
BASE_HV,2018,pt,-2.495753576817821,True,rt,2,1.9343433021141947,1.9343433021141947,100.0,480.3988527500044,,,1.2803290201646216,0.0,2
BASE_HV,2019,rt,-0.8885166936872209,True,pt,16,0.3499990227289971,-0.9553182032084478,37.5,1243.990254500025,1.3245793177949456,1.4804303529614866,-3.704561566109008,-1616.8137716999888,10
BASE_HV,2020,rt,-0.020311292670669657,False,pt,5,-0.5004463792116635,-0.9213281958087592,40.0,-444.67778109998653,0.5543139955272008,0.5563011558085345,-2.686073182926812,-550.6450024999964,4
BASE_HV,2020,pt,-0.5004463792116635,True,rt,5,-0.020311292670669657,0.3877749541584968,60.0,-4.897668899988304,0.9755657176607456,0.9933977824882861,-2.2282735541771954,-512.9661568999945,4
BASE_HV,2021,rt,-0.36042759218780523,False,pt,12,-0.19712759016922052,-0.5669579413140826,33.33333333333333,-289.4891792499826,0.7887958020307084,0.8150092763433009,-5.049697691046656,-1405.8129905999897,8
BASE_HV,2021,pt,-0.19712759016922052,False,rt,12,-0.36042759218780523,-0.00037568625247875326,50.0,-589.339255749979,0.6250447250445228,0.6409920956658985,-5.107730410911589,-1300.459991099994,8
BASE_HV,2022,rt,-0.6772385775199996,True,pt,5,0.05619120382461588,0.0061283644421317,60.0,6.230335750003199,1.1976306652031306,1.0449869460550265,-1.3263005680655,-137.9043702499995,4
