id,kind,value,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
ON1_F7,stage,D,189,-0.2946876751555108,-0.2799752814187151,33.86243386243386,-8094.969209517567,0.4970157792998093,0.6591203050704195,-5.966708952003329,-3.557381890303938,-10020.031467621744,15.0,43.0,7.0,33.0,4644.984209518001,-0.047781933924828254,-0.3130462874468294,-0.3788549845318592,-0.443433275098206,-13966.956934116606
ON1_F7,stage,C,173,-0.2682480231834271,-0.3121156174758957,30.63583815028902,-16037.149676322533,0.5654834874220942,0.5088675272759957,-4.340364230482233,-3.4469209328818113,-16037.149676322533,15.0,36.0,7.0,32.0,4685.889676323,-0.030191813991621352,-0.3267567627027803,-0.42302964448972896,-0.49401602443799014,-23074.075358686576
ON1_F7,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON1_F7,exclude_year,2020,657,-0.3319556446320518,-0.31469250372013924,32.115677321156774,-67594.48923737915,0.5356037088756563,0.5446255543535939,-8.310725936842765,-4.079757720894923,-67594.48923737914,15.0,69.0,6.0,25.0,18257.809237381,-0.09755842292096756,-0.3473934660021393,-0.38704110329599184,-0.4287104166748813,-84636.87050774915
ON1_F7,exclude_year,2021,661,-0.36281532024082624,-0.33933252857687723,32.677760968229954,-72414.58559397914,0.5259886718806371,0.5347923080480025,-10.23087722223011,-4.369106807714257,-72476.9324400791,19.0,69.0,6.0,23.0,18592.455593981,-0.1300344285481817,-0.37820633614141114,-0.41780010290383324,-0.4601784096234813,-89456.96686434918
ON1_F7,exclude_year,2022,655,-0.35527517684841176,-0.35472572871583974,32.82442748091603,-72745.35182202912,0.5324502853106112,0.5342632796690444,-10.23087722223011,-4.342077345558741,-72807.69866812907,20.0,69.0,6.0,27.0,18815.046822031,-0.12687009514108932,-0.37079586545849386,-0.41070951024836655,-0.45342706794017035,-89787.73309239911
ON1_F7,exclude_year,2023,650,-0.37908891370266523,-0.3391948835853372,30.923076923076927,-70370.24463002918,0.4652920236405249,0.5133976476942336,-10.23087722223011,-4.288227978397103,-70432.59147612912,20.0,69.0,6.0,20.0,18206.234630031002,-0.14162694110372973,-0.3947658691538947,-0.4304688798750386,-0.46685200801682525,-87412.62590039919
ON1_F7,exclude_year,2024,643,-0.32815394938348724,-0.3100835675613565,31.88180404354588,-62106.516951929305,0.4965095138595974,0.5289465929953748,-10.23087722223011,-3.7970868708519956,-62168.8637980293,20.0,69.0,6.0,28.0,18380.146951931,-0.08085451261780954,-0.34061877617291125,-0.37744953449673563,-0.41925259056139363,-78559.99567287232
ON1_F7,exclude_year,2025,638,-0.37667312789501334,-0.34520419185192475,29.780564263322884,-56848.43002789851,0.4619528211326149,0.4929133977665803,-10.23087722223011,-4.095983467574163,-56910.776873998504,20.0,69.0,6.0,28.0,16825.020027900002,-0.12736253242192785,-0.39264161816509235,-0.4325611084022221,-0.4704319734302085,-67780.10676870955
ON1_F7,exclude_year,2026,680,-0.3576055244653481,-0.3375792532767862,30.58823529411765,-56880.15872482957,0.48881241715607066,0.5093502807053667,-10.23087722223011,-4.305824388472793,-58437.68441391561,20.0,72.0,6.0,28.0,16848.953724831,-0.11058744444443207,-0.3725581911790603,-0.41100399624024486,-0.45156955495620593,-72191.3956757476
ON1_F8,stage,U,83,-0.5528284268124438,-0.31454116668287535,31.32530120481928,-18906.017498082787,0.45580582391133556,0.3749241960423996,-10.23087722223011,-6.542005216560973,-18906.017498082787,12.0,34.0,7.0,24.0,2492.0874980830004,-0.3232794707884685,-0.6278305772834147,-0.8101746993527522,-0.9734852373238164,-24002.51538949682
ON1_F8,stage,R,96,-0.20869371949769852,-0.19554847567754802,42.70833333333333,-345.79634841977406,0.6036353233607427,0.9694865970634367,-7.757659565589339,-3.34879880790229,-5499.813644299873,10.0,51.0,7.0,37.0,2634.3613484200005,0.03946282112883524,-0.24385092332195424,-0.3544306912558415,-0.45479201085071486,-7054.076094129799
ON1_F8,stage,D,90,-0.7069053675225888,-0.3512989270447739,23.333333333333332,-11899.97515433579,0.24749944163930768,0.354930391861844,-10.213887194477932,-7.012630921966762,-11899.975154335796,9.0,37.0,7.0,29.0,2191.2051543360008,-0.46139654956678683,-0.7503170169960155,-0.8975905309617181,-1.019513767191321,-16973.738605019826
ON1_F8,stage,C,73,0.03464409909162782,-0.289000655056435,38.35616438356164,483.65641599712853,1.0541192920781453,1.0406021092382023,-4.340364230482233,-3.749224933770752,-4687.560770990966,9.0,34.0,7.0,31.0,1881.0185840030001,0.27860211149526487,-0.10091994361745117,-0.40397168938254735,-0.5675100300269701,-6399.854125300888
ON1_F8,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON1_F8,exclude_year,2020,290,-0.34843756864497033,-0.3052670838507271,32.41379310344827,-26243.507896541298,0.5551369780966314,0.5998406487504852,-10.213887194477932,-5.543030159196693,-27169.95751281829,14.0,69.0,6.0,1.0,7876.682896542001,-0.11162881074682113,-0.38353685149199557,-0.46765161648576664,-0.5348919011769143,-35847.28056616134
ON1_F8,exclude_year,2021,290,-0.3843427534378489,-0.3108532130789516,36.206896551724135,-28664.620738441292,0.5489582863788484,0.5874994147216738,-10.23087722223011,-6.042697220098118,-29591.07035471828,12.0,69.0,6.0,2.0,7993.940738442001,-0.1496660108561707,-0.4195662756786209,-0.5041867168013273,-0.5720794139981099,-38268.39340806134
ON1_F8,exclude_year,2022,292,-0.34031542207566334,-0.2506813960787953,36.3013698630137,-28024.735705941275,0.5767721534108047,0.593529247276066,-10.23087722223011,-5.908152875697152,-28951.185322218265,12.0,69.0,6.0,2.0,8200.915705942001,-0.10908085539151367,-0.37514556158157736,-0.4585572091898809,-0.5251593640730081,-37628.508375561316
ON1_F8,exclude_year,2023,292,-0.39161505979682004,-0.2972195810837248,33.9041095890411,-28258.687330591303,0.4921245223950385,0.5629703050344752,-10.23087722223011,-5.557330385023194,-29185.13694686829,14.0,69.0,6.0,2.0,7986.382330592001,-0.1505773874853344,-0.42662148671758326,-0.49751292895192123,-0.558889408721974,-37862.46000021134
ON1_F8,exclude_year,2024,291,-0.3987224489977972,-0.2871532845638276,34.707903780068726,-27986.755812591357,0.4593281598518931,0.5367474228535051,-10.23087722223011,-5.418036172844199,-28913.20542886834,14.0,69.0,6.0,2.0,8100.040812592,-0.14904374880899982,-0.4193985536902281,-0.476630968294838,-0.5328661937283453,-36334.249867029386
ON1_F8,exclude_year,2025,289,-0.3593793823750166,-0.30984941604073585,31.141868512110726,-20639.143313920424,0.5163377445835172,0.5931232395818277,-10.23087722223011,-5.0063970840999925,-21565.592930197417,14.0,69.0,6.0,2.0,7498.033313921001,-0.10787495289200943,-0.3946385301407121,-0.47920583555557017,-0.5452660921976242,-28941.989092158434
ON1_F8,exclude_year,2026,308,-0.3764677070383601,-0.30292414636065745,32.7922077922078,-24191.344711020392,0.5029749450048641,0.5330782617621361,-10.23087722223011,-5.688873394195179,-26168.89817795739,14.0,72.0,6.0,1.0,7536.039711021001,-0.1274211231800978,-0.4096003548598052,-0.48906227577299355,-0.5526003060077501,-32809.28150706843
ON2_F1,stage,U,77,-0.39214532334665103,-0.3737337123220407,23.376623376623375,-8367.571831280742,0.5435913560376565,0.612440484410937,-5.097540108850419,-4.060040769071489,-15488.212301141793,15.0,32.0,7.0,32.0,2445.2718312810002,-0.16440795569218764,-0.47095444486183263,-0.7177655628279398,-0.9112480084242672,-17376.27242662276
ON2_F1,stage,R,81,-0.0945043829105819,-0.20387004805633763,32.098765432098766,580.1008478461658,0.8043309768109553,1.0485408572445412,-2.636402053907428,-2.2459456420332904,-3494.495014835954,8.0,41.0,7.0,49.0,2350.769152154,0.1459028598525958,-0.1429688943141039,-0.30400598049402633,-0.44255140666918125,-6870.926906611856
ON2_F1,stage,D,94,-0.3813556357322475,-0.4603271064047374,22.340425531914892,-12534.74626157779,0.4161480555773998,0.2993696648394586,-4.509113854214751,-2.8390908409386353,-12913.657701177795,11.0,41.0,7.0,49.0,2372.8962615779997,-0.13386699779219896,-0.4863554627131434,-0.6069614614781754,-0.6964323943568869,-16315.622827980804
ON2_F1,stage,C,59,0.053336027785989254,-0.2038866075272862,33.89830508474576,-606.2789189338521,1.110980865125461,0.9235295508686856,-3.6148485893187856,-2.890070717257031,-4182.372861633917,8.0,26.0,7.0,30.0,1552.673918934,0.30165502007162737,-0.11462809542710255,-0.3525020307562884,-0.5124481485269898,-6166.138968967869
ON2_F1,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON2_F1,exclude_year,2020,261,-0.22706226710609156,-0.3059097770925335,26.436781609195403,-18984.433970046302,0.6585688453477845,0.6607099118398196,-5.097540108850419,-3.3119993768773193,-21903.937788513456,17.0,68.0,6.0,97.0,7429.5039700470015,0.008168023945181353,-0.2656096418801354,-0.3683540930961449,-0.44995615573495545,-32013.30668798133
ON2_F1,exclude_year,2021,267,-0.20470253107382566,-0.30265289152641567,29.213483146067414,-18837.631838946276,0.6910587049251016,0.6694620044540216,-5.097540108850419,-3.3119993768773193,-21819.64566351344,11.0,68.0,6.0,93.0,7695.156838947001,0.029428793092968277,-0.24229635703329602,-0.34233195387265114,-0.4215226426906433,-31866.504556881304
ON2_F1,exclude_year,2022,265,-0.20076204652165677,-0.2851850810685609,29.056603773584904,-19247.613619046268,0.6971137396439676,0.6651615143721145,-5.097540108850419,-3.3119993768773193,-22229.627443613426,19.0,69.0,6.0,97.0,7805.498619047001,0.028852884609903748,-0.2386257481150923,-0.33937437863908543,-0.41912817922754103,-32276.486336981292
ON2_F1,exclude_year,2023,274,-0.24144461447717738,-0.2860222715790165,28.102189781021895,-19618.241419996273,0.6081313736444114,0.6387914871977778,-5.097540108850419,-3.2348644706697693,-22600.255244563432,17.0,68.0,6.0,91.0,7808.621419997001,-0.002801440731755383,-0.27820908256736976,-0.37125541878253127,-0.440394568769862,-32647.114137931298
ON2_F1,exclude_year,2024,268,-0.2820994896454623,-0.30337551418481057,26.492537313432834,-21942.86951109633,0.5371128957825271,0.5775645774945312,-5.097540108850419,-3.076943653507072,-24924.883335663493,17.0,68.0,6.0,96.0,7783.049511097001,-0.03431550511990804,-0.31830071722275255,-0.3933545419957471,-0.4619806990913049,-34036.16647178135
ON2_F1,exclude_year,2025,260,-0.18259263897169706,-0.2857859322316447,26.923076923076923,-6908.533473419404,0.6708755383414463,0.8127236787240633,-4.968700963406322,-2.815596159255734,-12050.90993174968,17.0,68.0,6.0,96.0,7100.368473420001,0.06829419936781123,-0.22111714790265075,-0.30352819237926115,-0.37809400167038065,-18682.38883820641
ON2_F1,exclude_year,2026,271,-0.2470500023373831,-0.30420295601961034,25.092250922509223,-20031.65315112643,0.6006909810471434,0.5296332557197788,-5.097540108850419,-3.0746799994262317,-20094.163157226434,17.0,71.0,6.0,103.0,6707.468151126999,0.00298710914757483,-0.28424372521324487,-0.3795356757711852,-0.45241494680466987,-29206.90242955446
ON2_F2,stage,U,93,-0.6466506122719327,-0.42614394469244343,25.806451612903224,-24754.89622967874,0.2827810305673056,0.21873341861582993,-8.310725936842765,-5.747984771925227,-24754.89622967874,7.0,36.0,7.0,42.0,2737.2712296790005,-0.4141746841223971,-0.6799200414291519,-0.7922696321932854,-0.9153946779971415,-28879.526550755778
ON2_F2,stage,R,115,-0.4026184599881826,-0.2920863145321943,31.30434782608696,-10887.107270830758,0.3284670375022717,0.39659342538456255,-4.537453228723166,-3.497603705199799,-11774.001048787766,13.0,49.0,7.0,52.0,2948.4222708310003,-0.1546811210304613,-0.4336172240565579,-0.5140194676813877,-0.5865085647281717,-15663.334343978759
ON2_F2,stage,D,123,-0.46881335384652434,-0.26094544070380965,35.77235772357724,-7997.8243035176965,0.3913335862926363,0.5921841513275699,-10.213887194477932,-6.300371661583897,-11878.078350519732,12.0,31.0,7.0,33.0,2971.554303518001,-0.2299501326191409,-0.5219850211387188,-0.6149097038209058,-0.7097706435653943,-14807.643689068726
ON2_F2,stage,C,80,-0.3114831437247042,-0.34110316406242414,30.0,-6648.411374068823,0.48546723524992375,0.5022838112215299,-4.340364230482233,-3.3410553516533494,-6727.213147568833,16.0,29.0,7.0,34.0,2122.9263740690003,-0.07525742986272899,-0.38190602128517565,-0.49652156246472345,-0.6177343307135106,-10860.347832203845
ON2_F2,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON2_F2,exclude_year,2020,360,-0.4715502446591065,-0.30369440071106,30.833333333333336,-47319.25229379609,0.36460712187697714,0.3961929380102979,-10.213887194477932,-5.44046496782282,-48995.81596538716,12.0,68.0,6.0,73.0,9491.102293797001,-0.23674722425057285,-0.48962734856011003,-0.5333935910199469,-0.5710585989599225,-56504.17842784812
ON2_F2,exclude_year,2021,352,-0.4976601166665586,-0.31332839207938556,32.38636363636363,-48568.8396718961,0.3650384819777883,0.39383018722572044,-10.213887194477932,-5.44046496782282,-49796.27258778716,12.0,68.0,6.0,77.0,9420.764671897,-0.26570918057377413,-0.516223621431424,-0.5613054691683903,-0.6002595983196584,-57753.76580594814
ON2_F2,exclude_year,2022,354,-0.4802130558134343,-0.34520419185192475,31.92090395480226,-48443.415387446075,0.37295660218181526,0.39680510309300426,-10.213887194477932,-5.30696244058351,-49670.848303337145,12.0,69.0,6.0,75.0,9640.045387447,-0.25149671065407075,-0.4986219598123427,-0.5432437206096234,-0.5817088468507277,-57628.34152149811
ON2_F2,exclude_year,2023,344,-0.4585663575553124,-0.3098525752061207,31.1046511627907,-44937.187556696124,0.3557598979777005,0.3923857290212315,-10.160302220729761,-4.832137117935121,-46164.62047258719,12.0,68.0,6.0,77.0,9281.152556697001,-0.22017918717686474,-0.4774488543872557,-0.5143378406047857,-0.5512679245674508,-54122.11369074814
ON2_F2,exclude_year,2024,343,-0.4019495875159189,-0.2928904817447293,32.94460641399417,-38745.489199946176,0.39033572515468995,0.42226058134801336,-10.213887194477932,-4.5927272915477415,-39972.92211583723,12.0,68.0,6.0,77.0,9337.999199947,-0.1545128807830873,-0.4207217502156764,-0.4636766438255753,-0.49947089107776754,-47930.41533399821
ON2_F2,exclude_year,2025,348,-0.43734683209387265,-0.31169266945453244,29.310344827586203,-36321.99784952921,0.35760796288852015,0.4025889424512076,-10.213887194477932,-4.439159724202465,-37549.430765420264,12.0,68.0,6.0,77.0,8934.052849529999,-0.18949214573198034,-0.4559505118860774,-0.4983413471557097,-0.5350292805611387,-44694.65145595823
ON2_F2,exclude_year,2026,365,-0.46956668268125845,-0.3112697214331692,29.589041095890412,-37393.253109266305,0.324475070346413,0.32699673717681277,-10.213887194477932,-5.051750483493173,-39111.14010730134,12.0,71.0,6.0,82.0,8575.928109267,-0.2224518311848395,-0.48528506418190076,-0.519872387930112,-0.5539598713863166,-43254.14877476434
ON2_F3,stage,U,53,-0.40952600422772784,-0.1789394994381386,43.39622641509434,-8464.191931435815,0.5926332923849755,0.5844891134037729,-5.664649953627819,-5.22274427632252,-8618.980636304905,3.0,24.0,6.0,30.0,1803.6569314360001,-0.19632893134444146,-0.5245194201134162,-0.7546278407882592,-1.017223768816015,-15485.319879603849
ON2_F3,stage,R,92,-0.3373837081076287,-0.22726423618291225,35.869565217391305,-12974.357238727744,0.5021090286214678,0.3922285622845381,-4.58529445540711,-3.714869079273471,-13701.533034198796,11.0,35.0,7.0,35.0,2807.482238728,-0.11070724683453304,-0.42542380214646847,-0.5405937478954485,-0.651965851949395,-17564.109767375754
ON2_F3,stage,D,84,-0.4617043526348075,-0.20388566089566326,40.476190476190474,-4997.395377945799,0.5305415100558583,0.7038166158491169,-10.213887194477932,-8.018608231971907,-11644.594194644847,6.0,26.0,7.0,30.0,2033.8703779460002,-0.23157787074288994,-0.5803228180098183,-0.789857018603648,-0.952070447696221,-12737.589431115823
ON2_F3,stage,C,15,-0.5006634697741117,-0.3954891923546279,40.0,-2647.309978316989,0.5391148433639156,0.4634644115106065,-4.340364230482233,-4.340364230482233,-4367.2910548749915,5.0,13.0,6.0,12.0,405.969978317,-0.2819582427117477,-0.911562587868873,-1.6207026150616215,-2.917855975473559,-4922.0775903249905
ON2_F3,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON2_F3,exclude_year,2020,210,-0.4716206151578418,-0.273349009847215,35.714285714285715,-28615.73586062641,0.5020330550966139,0.5291444094903713,-10.213887194477932,-6.232533083524174,-33315.09531439848,9.0,51.0,6.0,61.0,6176.850860627001,-0.2548386151440225,-0.5187749160604682,-0.6484800398402266,-0.727212438747942,-38885.27808213544
ON2_F3,exclude_year,2021,226,-0.40388176958719896,-0.20161682206266873,41.150442477876105,-28053.70678762637,0.5557379835605637,0.5498041817985109,-10.213887194477932,-6.170876306761882,-32827.23472179845,9.0,54.0,6.0,67.0,6631.751787627,-0.1840374042149923,-0.4473818142231025,-0.566404338962926,-0.642867979126475,-38323.24900913541
ON2_F3,exclude_year,2022,233,-0.41817442056482024,-0.20388874271609508,39.05579399141631,-28928.96895287635,0.5361395540310383,0.5415026691333024,-10.213887194477932,-6.170876306761882,-33702.49688704843,9.0,56.0,6.0,69.0,6832.058952877001,-0.19771006308599348,-0.46042357010816476,-0.5760206972618543,-0.6502997468888553,-39198.511174385385
ON2_F3,exclude_year,2023,187,-0.3548681831270882,-0.19548170193557093,41.17647058823529,-23350.054320226453,0.5723042763065952,0.5587185224284639,-10.160302220729761,-5.4235917412218,-28123.58225439852,9.0,51.0,6.0,62.0,5648.349320227,-0.13381925166505235,-0.40722569095836886,-0.5136758032531352,-0.5904148622447287,-33619.596541735475
ON2_F3,exclude_year,2024,192,-0.4107668145537842,-0.1891469848300395,41.66666666666667,-24601.95782777647,0.5468311947923684,0.5486353230897285,-10.213887194477932,-6.501474654269705,-29375.48576194854,9.0,50.0,6.0,59.0,5939.247827777001,-0.17944175985586783,-0.4620463699885743,-0.6030230341092315,-0.6873559205875294,-34871.5000492855
ON2_F3,exclude_year,2025,204,-0.30389563166588357,-0.20388566089566326,39.21568627450981,-13232.982527105483,0.5933006577032578,0.6644662118200615,-10.213887194477932,-5.398557431384671,-18006.510461277554,9.0,51.0,6.0,64.0,5610.7125271059995,-0.07235976476298304,-0.3431969148239757,-0.4376672560040479,-0.5085058711851165,-21391.488554801505
ON2_F3,exclude_year,2026,212,-0.46815681899553,-0.2169007517802493,37.735849056603776,-27716.120882320534,0.48078437787809175,0.42385589183988936,-10.213887194477932,-6.216896884319524,-27844.466624525543,9.0,53.0,6.0,64.0,5466.905882321001,-0.23689184868612762,-0.5148477436044715,-0.6304577080680454,-0.7079644809526106,-35570.03395168455
ON2_F4,stage,U,136,-0.20991730798090066,-0.29297189856546435,32.35294117647059,-7046.266565113527,0.756909661043563,0.8265386040834751,-5.097540108850419,-4.044971689238713,-13573.028635379682,8.0,28.0,7.0,28.0,4562.986565114001,0.004572449865867349,-0.25440680740980876,-0.42029363250053425,-0.5837946734042493,-23435.454794875546
ON2_F4,stage,R,52,-0.18310203571323871,-0.21625604384958336,38.46153846153847,-3688.6454879878506,0.7682577008377014,0.6750000091937485,-3.874407134905013,-3.3970331562136793,-5044.083737823929,7.0,25.0,7.0,25.0,1553.950487988,0.047979294989004946,-0.2881615639165629,-0.602729581950012,-0.8989958376530505,-8723.355937356862
ON2_F4,stage,D,36,-0.4440722602883351,-0.6369914633560704,27.77777777777778,-6893.448708271881,0.47512209543914763,0.32143418910770294,-5.717791951694962,-4.400914554415378,-7298.569988471886,6.0,24.0,7.0,22.0,961.913708272,-0.22523241301472016,-0.55358791383504,-0.9118393488649691,-1.1714520236674784,-9862.123140527898
ON2_F4,stage,C,72,-0.09014788421198239,-0.2545725594467755,36.11111111111111,-5170.127591950775,0.8786938743615301,0.6946619601608385,-4.308875072754563,-3.5851404078820845,-8792.181405250847,6.0,23.0,7.0,27.0,2062.947591951,0.12922392464195276,-0.2293789132029301,-0.517454566446324,-0.6993883138348093,-11761.079656128806
ON2_F4,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON2_F4,exclude_year,2020,264,-0.20974303145152134,-0.36462815061227005,32.57575757575758,-21662.84105892409,0.7506931989387343,0.7130797558205062,-5.717791951694962,-3.984979599172238,-22105.29019677413,15.0,56.0,6.0,59.0,8293.931058925002,0.0034458198752623623,-0.24778484972375261,-0.34034832828560974,-0.4418927087928979,-38854.689737926084
ON2_F4,exclude_year,2021,279,-0.19516745883622066,-0.2930533153861994,34.40860215053764,-21937.698141124052,0.76888640566528,0.7191006298630036,-5.717791951694962,-3.984979599172238,-22281.315567024056,13.0,58.0,6.0,64.0,8731.898141124999,0.02036612455985961,-0.23110423089730536,-0.3183568530586747,-0.41619944725012176,-39129.54682012606
ON2_F4,exclude_year,2022,288,-0.19570808017533897,-0.29297189856546435,34.72222222222222,-22406.336152624048,0.7634822526403904,0.7151871161980794,-5.717791951694962,-3.9312641626068707,-22749.953578524048,7.0,60.0,6.0,65.0,8984.926152625001,0.02094696975120938,-0.2305197988315084,-0.31498934209635654,-0.4096038035448734,-39598.18483162606
ON2_F4,exclude_year,2023,229,-0.16008247606117149,-0.2537959377587691,34.49781659388647,-17130.220654874145,0.7948780950892618,0.7418032734240204,-5.097540108850419,-3.789172076768882,-18537.769190524377,12.0,54.0,6.0,59.0,7378.405654875,0.05068881234275401,-0.20374623768488406,-0.30907367680535736,-0.4175296491288683,-34322.06933387615
ON2_F4,exclude_year,2024,238,-0.30397520256481775,-0.37841804101580334,31.512605042016805,-24577.666277624216,0.6107802056968361,0.628219023883129,-5.717791951694962,-3.6541983283119763,-24921.283703524223,15.0,53.0,6.0,60.0,7876.806277624999,-0.07994171004802098,-0.32971419124619544,-0.4258310324448948,-0.5219732674888908,-40966.854507386226
ON2_F4,exclude_year,2025,225,-0.18962243702784765,-0.3716812051493693,34.66666666666667,-14789.179729037358,0.7754546013881926,0.7308808853929296,-5.717791951694962,-3.9178049873418357,-15132.797154937356,15.0,53.0,6.0,59.0,6681.674729038,0.03962784230863743,-0.23419778350629933,-0.3400994265535073,-0.4512947134725289,-26909.638658723365
ON2_F4,exclude_year,2026,253,-0.17954944936006612,-0.35472572871583974,33.99209486166008,-14286.988105736309,0.7776812689337365,0.7388018414819921,-5.717791951694962,-4.046931609381537,-15640.392330508334,15.0,56.0,6.0,60.0,6903.148105737,0.046453538810821544,-0.21913200738984934,-0.31533898149543554,-0.41931049398578546,-27297.55068734534
ON2_F5,stage,U,120,-0.45415107419869793,-0.3845401805155079,30.0,-20074.916150119643,0.4268650264382782,0.4135876883082204,-8.310725936842765,-4.557843196150643,-20074.916150119643,16.0,27.0,7.0,30.0,3518.68615012,-0.22666910459050013,-0.5057123231718763,-0.5994558725568395,-0.7006098692346001,-26287.82835130669
ON2_F5,stage,R,209,-0.1584735279576112,-0.20388027112327464,34.92822966507177,-7080.0884808305855,0.6845205786793371,0.7553511169145216,-4.58529445540711,-2.997745886778553,-8926.101797319592,11.0,53.0,7.0,47.0,5587.2684808310005,0.08849194267925693,-0.19613092400272855,-0.27899616183187287,-0.35095596971269805,-14924.20180521659
ON2_F5,stage,D,193,-0.4014681357047152,-0.30130244937667006,30.05181347150259,-16445.0139399756,0.3868416979517337,0.42152445547608686,-8.726985135136818,-4.7800401105852846,-17289.92331043261,17.0,35.0,7.0,37.0,4584.463939976001,-0.15604477386542545,-0.4211401104465861,-0.4864209859237651,-0.5497044755820841,-21522.08806298263
ON2_F5,stage,C,85,-0.2869828641632805,-0.30420295601961034,30.58823529411765,-7048.098115759829,0.414454937094484,0.3657954909685895,-2.9058393309932398,-2.180240899874164,-7048.098115759827,11.0,21.0,7.0,23.0,2064.50311576,-0.03216808151651629,-0.3146595397179522,-0.3979316828192732,-0.48996148800853706,-9619.504927936841
ON2_F5,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON2_F5,exclude_year,2020,505,-0.2900850928125025,-0.2871532845638276,32.07920792079208,-44132.679181085805,0.5247115192701503,0.5298230096537421,-8.726985135136818,-3.856638807261602,-44222.256257385816,17.0,66.0,6.0,63.0,13239.404181087,-0.05255587269858222,-0.3058873744439297,-0.34534602968464195,-0.38024609389121733,-52782.91217810683
ON2_F5,exclude_year,2021,516,-0.3136490968880336,-0.2772876638773534,34.30232558139535,-47010.5303231858,0.5151537065562849,0.5214504837288744,-8.726985135136818,-4.131601737798286,-47010.5303231858,17.0,65.0,6.0,58.0,13633.190323187002,-0.07670996241297469,-0.32915960940514966,-0.36795103124507333,-0.40313607081423086,-55660.763320206825
ON2_F5,exclude_year,2022,511,-0.3199851009560469,-0.2761177419572468,33.07240704500978,-48128.00529993576,0.5089631364748658,0.5154534012818301,-8.726985135136818,-4.131601737798286,-48128.005299935765,17.0,65.0,6.0,60.0,13832.060299937002,-0.08792454390423513,-0.3356601008587583,-0.3748862244279588,-0.41049162560142805,-56778.238296956784
ON2_F5,exclude_year,2023,525,-0.31104786876739665,-0.283181446533567,31.238095238095237,-45053.8833326358,0.47044810148612065,0.50877800276038,-8.310725936842765,-3.621064476726003,-45053.88333263579,17.0,66.0,6.0,60.0,13860.533332637002,-0.06664499097819442,-0.32248429132918466,-0.35551186061069034,-0.3874432267367363,-53704.11632965684
ON2_F5,exclude_year,2024,514,-0.32633440709411854,-0.28757457054980085,31.712062256809336,-45432.139576285874,0.43974727021647225,0.477482012267224,-8.726985135136818,-3.805096065598719,-45432.13957628587,17.0,66.0,6.0,60.0,13728.664576287001,-0.07419826858708649,-0.3419301171458162,-0.37097037913813624,-0.3984943426537997,-54082.3725733069
ON2_F5,exclude_year,2025,520,-0.31235719548949065,-0.29193500368115355,30.0,-34969.06834564892,0.4715263018963977,0.5334418289395625,-8.726985135136818,-3.553537137391145,-34969.06834564889,17.0,65.0,6.0,60.0,13239.318345650001,-0.060436503279251354,-0.327745677271603,-0.36622482451755795,-0.40078215025745473,-43045.959198330944
ON2_F5,exclude_year,2026,551,-0.3115533373763445,-0.28646392334415305,30.30852994555354,-39162.394061335974,0.4609744986700742,0.45031756470028966,-8.726985135136818,-3.7521269872260548,-40226.665255894965,17.0,69.0,6.0,62.0,12996.359061337,-0.06122036047094296,-0.32607300680689555,-0.36235518656844856,-0.39328024749585,-46089.97764273599
ON2_F6,stage,U,52,-0.33917939801453795,-0.3830408286289071,32.69230769230769,-2034.0822339509123,0.6242910901852304,0.7959446505287772,-6.670425540886715,-4.525489005419509,-5949.722184262953,7.0,19.0,7.0,19.0,1344.4522339510002,-0.08734906813559418,-0.4555818942855517,-0.7707515058254117,-1.0445175537014613,-7867.349981412925
ON2_F6,stage,R,37,-0.5294123668012356,-0.4783264303868168,18.91891891891892,-3166.8474867759114,0.22639525154710144,0.39418832105156326,-2.9330172277700433,-2.8681346471085565,-3516.568579149948,21.0,26.0,7.0,25.0,976.2574867760001,-0.2800005335449011,-0.5904350123219663,-0.7632584373691845,-0.9274133132507616,-5038.723107652935
ON2_F6,stage,D,50,-0.2768638717598736,-0.13505079915416685,42.0,-3508.2837353718974,0.6727668284462133,0.61327956764535,-10.160302220729761,-7.210617441878188,-4498.952257949954,4.0,25.0,6.0,27.0,1142.2537353720002,-0.02712722478348776,-0.47401677268336256,-0.7858234454516387,-0.9878815510587371,-8316.64549342991
ON2_F6,stage,C,55,-0.3542394495003066,-0.2851850810685609,21.818181818181817,-4280.591092970888,0.5414854546826331,0.5468749276310251,-4.340364230482233,-4.088029297518528,-4851.411102451983,12.0,24.0,7.0,25.0,1344.8510929710003,-0.11341148547690091,-0.5421930536418922,-0.7591063412570789,-0.9410989406334986,-8465.686560608898
ON2_F6,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
