id,window,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
ON0,2024,242,-0.07246296625762925,0.06630722913178684,51.652892561983464,-2779.9634036993957,0.9033394812219419,0.9305319361262983,-10.200745196903522,-5.049047728386215,-7463.2192980498785,8,12,1,1,5210.673403700001,0.12630788797128803,-0.10338701298112285,-0.19307661845178958,-0.2823606502553063,-9351.745325199405
ON0,2025,243,-0.07425395725747606,-0.15195645436363264,44.03292181069959,2122.1317503778887,0.8951949617455104,1.031785078589269,-9.83232226178813,-4.913467563524931,-15113.860246738492,9,12,1,1,7799.798249623001,0.11671921131505586,-0.11495075669474543,-0.2130466001011369,-0.30130007486180804,-13461.577104000127
ON0,2026,168,-0.09858773535246523,-0.1541641874431136,47.023809523809526,-9391.547548547904,0.8651693950060222,0.8763495132068971,-6.391240648360583,-4.0206375360272,-18692.79266484868,6,9,1,1,8274.272548549001,0.08041016990510916,-0.13103458632530537,-0.21697235467288126,-0.3082502743917521,-22145.633678546954
ON1_F1,all,414,-0.15161432405616176,-0.20189591669421034,39.371980676328505,1107.6891598530428,0.7299150363006555,1.0199953484017348,-10.250413190279678,-4.281387216580218,-11354.051117333518,16,100,9,136,11453.225840148,0.09643718433361542,-0.17559220401755685,-0.22063390025514587,-0.2695833469913619,-9835.198921797011
ON1_F1,main2020,341,-0.1365766941078939,-0.20189097164350003,39.002932551319645,3703.4909017529226,0.7508750075240123,1.0769015554586931,-10.200745196903522,-4.01099676849547,-11354.051117333525,16,81,7,105,9614.179098248,0.10595187846090863,-0.1656585376199759,-0.21649100966383386,-0.2695811405352872,-7239.397179897111
ON1_F1,old2020_2023,200,-0.2247023704053582,-0.2123123404806337,31.0,-4317.276122399714,0.5080896343246469,0.6591730437411152,-5.687383954076843,-2.8794339405795055,-7427.794121399768,16,48,4,63,4714.7611224,0.055500084573294625,-0.2748327848295058,-0.32575854640026825,-0.36857330563577057,-8205.949785649716
ON1_F1,recent2024,141,-0.011575734820710438,0.012972253846172222,50.35460992907801,8020.767024152636,0.982924475045746,1.225989339424553,-10.200745196903522,-5.18556997868058,-7657.879570892848,7,33,3,42,4899.4179758479995,0.17751470667029018,-0.04141726238294479,-0.1614384042248222,-0.284086313553369,-2825.301083670416
ON1_F1,2018,28,-0.47160510901316854,-0.17058290047842598,39.285714285714285,-2484.7251486999544,0.30357977011164594,0.2607762897218382,-10.250413190279678,-5.864162925360546,-2484.725148699955,5,7,1,11,705.1101487,-0.19701744667782276,-0.5648159459037198,-0.7933917463930922,-1.052557806489484,-3262.3742334999606
ON1_F1,2019,45,-0.06646076480200984,-0.27874431563200436,42.22222222222222,-111.07659319992501,0.887125357498066,0.9713515147617945,-3.1998998899721305,-3.0467629765403195,-1734.2335962999719,4,12,1,20,1133.9365931999998,0.2069309392427998,-0.18741018436736087,-0.47941922957200295,-0.6596037155598934,-2763.9111167999336
ON1_F1,2020,59,-0.10614870143289722,-0.20392115862450264,35.59322033898305,-183.80375109991576,0.7803706049238246,0.9562602745128767,-3.0707322628939746,-2.476358587190896,-2892.1074992999347,16,12,1,16,1520.1487511,0.16459714180419363,-0.27610385318174024,-0.4012830529745472,-0.5186262890602009,-3120.082027799917
ON1_F1,2021,54,-0.25241163299864516,-0.20390940002422858,25.925925925925924,-1729.3636527999117,0.2329833874260097,0.2474328141018471,-1.9266652483443614,-1.3453539680275386,-1818.2664148999172,14,12,1,14,1258.3836527999995,0.030300362178351997,-0.27231293705598275,-0.3367572572028354,-0.3992884294032228,-2127.558098699921
ON1_F1,2022,52,-0.26437997706317595,-0.24829397721620886,23.076923076923077,-1300.1401954499456,0.23179637894545904,0.2394505344449046,-1.6044745391354902,-1.2212517276618422,-1321.2429806999464,8,12,1,14,1041.75519545,0.04108488937401584,-0.2822657445768834,-0.3507153062372531,-0.42321969341928806,-1569.1558482999508
ON1_F1,2023,35,-0.322848963066249,-0.25985387955991196,42.857142857142854,-1103.968523049941,0.5842247082968373,0.7523300971058139,-5.687383954076843,-4.668678760352603,-1506.1827738499749,6,12,1,20,894.4735230500002,-0.06810995019623801,-0.416538694796685,-0.6887430997315434,-1.011821366467087,-3228.096715149951
ON1_F1,2024,42,-0.037154188342630366,0.1966843042831396,59.523809523809526,-415.25702524989725,0.9543637789906743,0.9481829852185287,-10.200745196903522,-6.622344515619191,-4609.112379349992,5,12,1,17,914.5120252500001,0.16056536654105202,-0.13967595205567276,-0.5515886309947032,-0.8917320962772504,-4791.676788249904
ON1_F1,2025,57,-0.06457533688590163,-0.15195358021838157,45.614035087719294,4472.586277777197,0.9068803703386905,1.312389446883473,-5.764493305515601,-5.022822311914857,-4588.619376783913,7,12,1,16,1870.358722223,0.12567729532545543,-0.13985092099752652,-0.38584555589448943,-0.6376327655905655,-5786.830784698837
ON1_F1,2026,42,0.08593075007539756,-0.10521201174607159,47.61904761904761,3963.437771625335,1.1650665434387601,1.3011607239114802,-3.1736022754722035,-2.6984520934896423,-7657.879570892848,4,9,1,9,2114.547228375,0.26481481933894696,0.014973012026613192,-0.21869885744623982,-0.4867600140940268,-3832.8569945547106
ON1_F2,all,473,-0.183127738053528,-0.20391066490165152,38.05496828752643,-15778.431347922951,0.687046910377333,0.7651492783805216,-9.83232226178813,-3.895550983273902,-18055.28172465001,13,99,9,118,12372.406347924001,0.06439873321006166,-0.20429928933916974,-0.2675228393972996,-0.3176617494024124,-24382.49736354599
ON1_F2,main2020,375,-0.19528816154693351,-0.20390684564313905,38.666666666666664,-14551.231213723104,0.6770490179388718,0.7594566056516481,-9.83232226178813,-4.0439609146622475,-16345.221205050122,10,80,7,96,9950.796213724,0.04474988749219763,-0.22203985307184335,-0.2889763975094293,-0.34982446777580223,-23155.297229346128
ON1_F2,old2020_2023,214,-0.24002386941520829,-0.2875770067684662,31.308411214953267,-6503.051351499692,0.5316909490130413,0.5856187285089335,-8.235700377192982,-3.4213615183677435,-9582.998126249775,10,47,4,61,4812.1463515,0.036673521584223864,-0.2872063498761686,-0.39811413737369455,-0.4439008819119508,-11911.397073299708
ON1_F2,recent2024,161,-0.13582579208227014,-0.10246857022749321,48.4472049689441,-8048.179862223411,0.8132222628515334,0.820352182265843,-9.83232226178813,-4.432467377458753,-12292.329353271844,6,33,3,36,5138.649862224,0.05548493286056029,-0.16988930495794116,-0.2851286924811899,-0.3814619159380559,-16333.39972057244
ON1_F2,2018,48,0.011191482988306462,-0.0833558678706592,47.91666666666667,649.4769504000733,1.0295995584509456,1.2787966028776812,-4.629448742411092,-2.7547758367720303,-891.513241499992,7,7,1,4,1199.5430496,0.2864586038407731,-0.059323773260053045,-0.2309083755028505,-0.376794486932726,-1074.4472840999365
ON1_F2,2019,50,-0.2784710140531479,-0.34682342528028104,24.0,-1876.6770845999206,0.5631151122058289,0.5697866739628644,-3.6081658008298603,-3.2450204382678227,-2033.367554399982,13,12,1,19,1222.0670846,-0.0014123997114408593,-0.4821115025292992,-0.6657886483081767,-0.791878936015794,-4076.5738135999272
ON1_F2,2020,52,-0.2640140698867015,-0.4225001286613673,34.61538461538461,-1697.2053861999184,0.5664097759901146,0.6265855270335919,-3.950006198907945,-3.216518815447971,-2716.55584559994,8,12,1,16,1313.7753862000002,0.008868698967197306,-0.3760770006444366,-0.5679033030984116,-0.7188385783099159,-3813.0834893999277
ON1_F2,2021,53,-0.22054525620443208,-0.2864582508250741,22.641509433962266,-1447.1604205999254,0.24605442975895497,0.25725497943244324,-0.9618759326599179,-0.854416049005231,-1597.2575378999281,6,12,1,14,1221.8304205999996,0.06361956630047355,-0.25183344381701955,-0.3022802197239952,-0.3554707117996781,-1825.6387411999322
ON1_F2,2022,52,-0.26700710451440385,-0.2480151253800531,28.846153846153843,-1305.403300099949,0.31208716442979373,0.31856264269603074,-1.7431615528846014,-1.586054131004789,-1305.4033000999493,7,11,1,18,1034.7283000999998,0.040235059903668415,-0.2912793959424713,-0.3893488264721153,-0.47012174547934216,-1736.727615399955
ON1_F2,2023,57,-0.211633480827407,-0.21963399864681216,38.59649122807017,-2053.282244599899,0.7150370040896746,0.7181201619842056,-8.235700377192982,-5.452172494154858,-4113.878559949961,4,12,1,13,1241.8122446,0.033735107786206905,-0.3905884442130633,-0.7266733286076692,-0.857482768347664,-6519.596952999913
ON1_F2,2024,59,0.111941949993934,0.13309480223172926,50.847457627118644,1374.1359272501547,1.1992316672415693,1.1831161714220684,-3.1897375026934305,-2.9897174969451075,-1678.2341482999611,6,12,1,16,1269.80907275,0.31057862906493405,0.022245496234776077,-0.21631304115368732,-0.3797415714984572,-2915.6625178498625
ON1_F2,2025,57,-0.3163184284312816,-0.11492762731309548,43.859649122807014,-1928.8823600737999,0.6131925161619752,0.8597672338755269,-9.83232226178813,-6.2433775860298715,-7244.796769603897,6,12,1,14,1673.2873600740002,-0.1229317470203572,-0.4078035911005825,-0.6261793353891887,-0.8831217916455952,-8406.571449108826
ON1_F2,2026,45,-0.23205282565121216,0.10648112093533497,51.11111111111111,-7493.433429399764,0.7201720151506271,0.6816821482778611,-5.1822823635,-4.064307049401279,-12292.329353271842,5,9,1,8,2195.5534294000004,-0.05297678542490095,-0.3319104275195132,-0.5641100808116786,-0.8376759915346349,-14585.328541419787
ON1_F3,all,303,-0.020406023289428456,-0.13725845969352554,44.554455445544555,2644.4708284487515,0.9674524380118678,1.0511468355144056,-9.83232226178813,-4.6070339847879325,-6744.050404016558,12,74,9,93,8520.504171552,0.21447936543245577,-0.052956521607503804,-0.14819348945689956,-0.22006767659140605,-8430.464701414268
ON1_F3,main2020,237,-0.05493893224948603,-0.13167274223825506,46.41350210970464,1111.0893769486524,0.9208777762719209,1.023011141304465,-9.83232226178813,-5.2510528960649925,-6493.642870166897,10,58,7,72,6862.230623052001,0.16901636717556523,-0.09673886191481998,-0.19607308412278493,-0.28664879638239515,-9963.846152914368
ON1_F3,old2020_2023,114,-0.14034073078010423,-0.20391159445090273,42.10526315789473,-2640.217308249781,0.791129815017711,0.7945955157465637,-8.235700377192982,-4.783764862011968,-5797.807353399824,7,29,4,36,2772.9573082500006,0.11929784716231256,-0.22839546705930291,-0.42308019582896234,-0.5385532184953133,-7815.00609424979
ON1_F3,recent2024,123,0.024213954193525986,0.0400859416986627,50.40650406504065,3751.306685198434,1.033857920029372,1.1058761082882116,-9.83232226178813,-5.203271670337471,-6493.642870166898,10,29,3,37,4089.273314802,0.2150969467000433,-0.019489595760421648,-0.16062318163937953,-0.29261674396676945,-7323.628844664597
ON1_F3,2018,28,0.03927128017827219,-0.1705821205780519,35.714285714285715,724.4675435000454,1.1111654064871905,1.5770574108902624,-2.0198877873811587,-1.5427836693150283,-984.6305123999678,7,6,1,8,711.4074565000001,0.31301814402383865,-0.04553499351087969,-0.337076990886486,-0.5495293903515699,-945.098205599963
ON1_F3,2019,38,0.15099752740630948,-0.1712607351055786,39.473684210526315,808.913908000057,1.3698250603073683,1.373941049186502,-1.5784518206796694,-1.3627531534663069,-1020.3882014999842,10,10,1,13,946.8660920000001,0.42541738612520147,-0.1070812670226623,-0.31378159364157127,-0.5076795663227857,-1417.9187762999475
ON1_F3,2020,34,-0.501844169599357,-0.3469290828835733,26.47058823529412,-2642.982477599926,0.4120530206841371,0.41963259509623746,-5.4392016374207,-4.3200305184031205,-2785.4612493999284,6,9,1,12,871.2824775999999,-0.23026039085120864,-0.6408097630343866,-0.9384326702125079,-1.2037143493140776,-4276.40831599994
ON1_F3,2021,14,0.018557089121363803,-0.03320727678570071,42.857142857142854,64.3693157000234,1.1177182530351217,1.2349018942027281,-0.6502399665427401,-0.6502399665427401,-160.83163009999208,4,5,1,6,326.49568430000005,0.30108394398800403,-0.08820317322700183,-0.23019038696323765,-0.46969531099441003,-257.57699939998514
ON1_F3,2022,11,-0.12360356557581631,-0.07957591564791153,45.45454545454545,-143.8773734999899,0.7008193893062007,0.6848370764850458,-1.7431615528846014,-1.7431615528846014,-244.59549179999624,2,5,1,5,218.7173735,0.1850165736137466,-0.23236619966258248,-0.7574238730360775,-1.7431615528846014,-456.51744784999437
ON1_F3,2023,55,0.03933997147420253,0.0013025402843724835,50.90909090909091,82.27322715011127,1.0529996771258083,1.010869443364663,-8.235700377192982,-5.452172494154858,-3537.0565561499416,7,10,1,13,1356.46177285,0.27597182436111756,-0.14159529699422602,-0.5141991673734115,-0.719869257227859,-4762.422703149899
ON1_F3,2024,52,0.10302225711159971,0.013959093184115097,50.0,1380.3800382501397,1.2320280880007486,1.2673344301546807,-2.990825857553666,-2.4738476671992404,-2214.4111783999624,10,12,1,15,1118.9649617499997,0.30194384298954,0.023351357762962283,-0.1464448446830074,-0.3273063441797424,-1640.1284230498775
ON1_F3,2025,40,0.008610494209868947,-0.06948452915066246,50.0,3501.4198682531432,1.0088869319222582,1.2413623007959536,-9.83232226178813,-7.88723585193013,-5466.005211131974,4,10,1,12,1442.060131747,0.1982703956976672,-0.12850326359436876,-0.572656254943962,-1.0479896559880706,-6176.467121875889
ON1_F3,2026,31,-0.08784712169013693,0.04387683669319414,51.61290322580645,-1130.4932213048498,0.8957442877316303,0.928271370967562,-6.391240648360583,-4.357065150923329,-5097.6272194989715,3,7,1,10,1528.248221305,0.0911299606691146,-0.20583731149209405,-0.5899635657616757,-1.0934693321486935,-9241.36246556788
ON1_F4,all,356,-0.18259298340703478,-0.1519571737662363,43.258426966292134,-1038.5624406460204,0.7622025576133649,0.9859473931548142,-10.200745196903522,-5.1907969261900595,-19548.72729410049,10,83,9,95,10654.927440647,0.04537029599421457,-0.21057563998001233,-0.2837642219293212,-0.3472515736975543,-16221.14611131708
ON1_F4,main2020,295,-0.1921416823943014,-0.13254914265334095,44.40677966101695,-564.6370309461045,0.7629652054385145,0.9918043889814309,-10.200745196903522,-5.464645762454164,-19548.727294100492,10,65,7,73,9079.127030947,0.026907019709279386,-0.22596274287863566,-0.3147055625736733,-0.3855830541684366,-15747.220701617138
ON1_F4,old2020_2023,122,-0.1832228476553553,-0.1449601246813966,40.16393442622951,-1248.041136449815,0.7345692982318426,0.9086245235006302,-6.165217137601177,-4.531407384320284,-5052.1065516999,10,32,4,37,3138.7561364499993,0.07815656579600407,-0.26532592986738307,-0.39856674533918374,-0.5193234106514456,-6270.69805789982
ON1_F4,recent2024,173,-0.1984312652737894,-0.0741550149688743,47.398843930635834,683.4041055037105,0.7784018856761105,1.0123722904825507,-10.200745196903522,-5.8225699763462035,-15312.200259800678,7,33,3,37,5940.370894497,-0.009234278687139181,-0.24593706771559148,-0.3677336786690772,-0.48042157919709344,-14493.369395156333
ON1_F4,2018,11,0.8151936250034915,0.5056721869761515,63.63636363636363,1724.37783180002,5.221882009393594,7.389682820026842,-1.1210500083333272,-1.1210500083333272,-134.52600099999927,1,6,1,7,286.6921682,1.087339375482247,0.5641721348377203,-0.26603916082964435,-1.1210500083333272,-201.6083246999893
ON1_F4,2019,50,-0.34576871323247743,-0.3545354041679701,32.0,-2198.303241499938,0.4614592075230654,0.5362624113067693,-3.9767216105873695,-3.373300461290364,-2876.4478462999596,7,12,1,15,1289.1082415,-0.07492957141203523,-0.46007651750402667,-0.6667565276555036,-0.7908697528407045,-4411.838385799943
ON1_F4,2020,31,0.24228886574269765,-0.06629112585968237,45.16129032258064,1858.4695382000434,1.6618924267908544,2.1341482812522083,-3.0707322628939746,-2.6378425696612675,-1304.7865783999737,6,10,1,12,816.1804618,0.510537331908775,-0.0746765087325457,-0.31668568918354656,-0.5087061951465272,-1158.5437692999628
ON1_F4,2021,16,-0.3312292246599202,-0.17240924014685965,25.0,-732.3943612999778,0.18843992239844734,0.19474316548712392,-1.9266652483443614,-1.9266652483443614,-779.5433875999817,6,6,1,7,385.4493613,-0.05253544335158607,-0.3922377232927014,-0.5871024749210197,-0.9449228706779093,-898.5724698999867
ON1_F4,2022,8,-0.399781986803446,-0.3035495872032956,25.0,-302.3265454999884,0.08116964055705565,0.07484218526299244,-1.9533340344638765,-1.9533340344638765,-302.3265454999884,4,5,1,6,156.9815455,-0.09089682115857592,-0.49430011411869124,-0.9568342984863937,,-269.3442810499963
ON1_F4,2023,67,-0.3188987875073236,-0.2175057994757431,43.28358208955223,-2071.789767849891,0.6600770677134765,0.8078729073340987,-6.165217137601177,-5.439538687484854,-2850.4789182499644,6,11,1,12,1780.14476785,-0.07050469550993343,-0.40312438628519776,-0.6220202473101024,-0.8635576602936156,-5671.061602249902
ON1_F4,2025,71,-0.06556162310299915,-0.04521922567542236,47.88732394366197,2057.295330556216,0.9081425992694736,1.094697956628645,-6.168734283395745,-5.057589215798254,-9047.44048430086,5,12,1,13,2427.924669444,0.12193002160431829,-0.18039202850041572,-0.3855951761508605,-0.5803469512089361,-10499.16847490281
ON1_F4,2026,43,0.2275178386164697,0.28708419535717666,53.48837209302325,6561.016549047325,1.395805917929038,1.4019935170332987,-5.1822823635,-3.2301002062119974,-9911.226239792844,5,9,1,11,2230.808450953,0.40631057623178213,0.10626739722372347,-0.1719969730507556,-0.4552823457726494,-4301.8247056407145
ON1_F5,all,776,-0.1777304425895244,-0.20391368629312728,35.95360824742268,-22678.950446810304,0.6395691260321593,0.7439833275378106,-8.235700377192982,-3.1680153373679065,-28426.31118388555,21,96,9,84,19894.765446812,0.07351017589023204,-0.19057186445939683,-0.22442526346195332,-0.25030689861824523,-33419.591761828335
ON1_F5,main2020,603,-0.19824892527401616,-0.20391376236933342,35.98673300165838,-20224.426576010577,0.6172148382758419,0.7432404662660314,-8.235700377192982,-3.3354610298049043,-25795.83234248578,21,78,7,70,15594.201576012001,0.04618188675222855,-0.2148147399448396,-0.2475051735629802,-0.2779940317115048,-30965.067891028615
ON1_F5,old2020_2023,371,-0.2975490634000411,-0.2779144970413964,28.84097035040431,-14269.679019199459,0.34283053071247066,0.38280835328337703,-8.235700377192982,-2.6315626428601155,-14994.005300049566,21,46,4,42,8481.039019200001,-0.0205254049749798,-0.3130862105950622,-0.33443862329997054,-0.3592309964506793,-16345.233980249464
ON1_F5,recent2024,232,-0.03945430783972636,-0.150075081690614,47.41379310344828,-5954.747556811122,0.9365764268740315,0.8929918930338238,-6.080902189917678,-3.845873452836124,-15698.042924705687,10,32,3,28,7113.162556812002,0.15285604722979015,-0.0819384022743645,-0.15797539924875517,-0.23283453289185,-16695.388871829142
ON1_F5,2018,66,-0.015005309058134152,-0.17491255303010633,34.84848484848485,2.9296460001022524,0.9498226050749446,1.0010788150189913,-1.61499098052384,-1.3885965255433725,-800.6430668999504,12,6,1,4,1647.9303539999999,0.25966123038432165,-0.0895673569593709,-0.20368617713624051,-0.29754943586110183,-1647.2113474999028
ON1_F5,2019,107,-0.16247075805048877,-0.20391878691475895,36.44859813084112,-2457.453516799825,0.6565175158337747,0.6538943546694135,-3.6081658008298603,-2.6125237515444764,-2760.3101658998467,10,12,1,12,2652.6335168000005,0.11269698667159844,-0.2555121135158544,-0.3282555868984792,-0.4051123308010718,-4642.438595599833
ON1_F5,2020,103,-0.2953827264531841,-0.34345627684797314,29.126213592233007,-4152.5939061998515,0.37957868220878294,0.40232192807285266,-3.950006198907945,-2.0791314767690423,-4717.394726399869,10,11,1,8,2560.3439062000007,-0.021018944012691432,-0.3517217276807427,-0.42234043846250463,-0.4870206275162423,-5847.397015199859
ON1_F5,2021,91,-0.23863874174893845,-0.2867314569536267,21.978021978021978,-2687.16228389986,0.2975703327342692,0.31652388474976,-2.8571236783575564,-1.5381296722981914,-2896.9853163998637,21,12,1,12,2126.8472839,0.0435151143596063,-0.2569791596885149,-0.3145552958233871,-0.36164504858666946,-3418.995483099871
ON1_F5,2022,97,-0.2900742909391689,-0.2892742320818902,25.773195876288657,-2714.6370340498943,0.23671021360005567,0.2368798961596358,-2.854933342492619,-1.756044861567022,-2743.6766004498977,8,12,1,12,1945.3970340500002,0.01568446726458903,-0.30711523811688496,-0.350532991668769,-0.3944149809521883,-3091.924456649899
ON1_F5,2023,80,-0.37641187470605625,-0.21915891738430748,40.0,-4715.285795049852,0.411418747117735,0.4569871509796929,-8.235700377192982,-4.5674935216737875,-4874.8112556999395,5,11,1,12,1848.45079505,-0.13664053429749498,-0.40395385340703654,-0.5046795195838537,-0.6105551139582224,-6143.761663249858
ON1_F5,2024,93,0.00036956164151605205,0.2668668627907112,55.91397849462365,331.1022922002159,1.0006583851119528,1.0276492901536163,-6.080902189917678,-4.281717694171768,-2967.1814822999395,6,12,1,10,2030.2977078000001,0.1975278100792523,-0.039780983981709456,-0.17133050338946895,-0.2793009200504651,-3407.8432901998012
ON1_F5,2025,87,-0.02048507889510166,-0.18712438488575428,40.229885057471265,-2889.5872043996847,0.9661700881941252,0.8524013035592182,-4.793159546726096,-3.395050837341941,-9077.804313218847,10,12,1,11,2505.7422044000004,0.17457991297700448,-0.13437876012134342,-0.32505921167534896,-0.4794045887162104,-11171.917363075703
ON1_F5,2026,52,-0.14241474591545505,-0.18777294278357926,44.230769230769226,-3396.2626446116515,0.8122232985911241,0.8590483658713188,-3.662314556867083,-3.441977039002799,-8402.867590886844,4,8,1,8,2577.122644612,0.036616619056566824,-0.22680879302270004,-0.4612014123253336,-0.7097374945417704,-12807.840225338688
ON1_F6,all,243,-0.23555145857883097,-0.20390574382977858,39.09465020576132,-7012.1437167245585,0.646089854960737,0.7732206773129658,-9.83232226178813,-4.678005965639143,-11088.548760799711,16,77,9,88,6080.868716725,0.017309318622366704,-0.2768192336142807,-0.359817720086044,-0.43738838572336686,-14095.185981117549
ON1_F6,main2020,192,-0.259119946255391,-0.20390215430855677,37.5,-6204.912299024615,0.6305355940030652,0.7693836140675139,-9.83232226178813,-5.039646494196912,-11088.54876079971,16,62,7,69,4792.162299025001,-0.011682051252521345,-0.3115302606336915,-0.4079745984851498,-0.49461793795618475,-13287.954563417612
ON1_F6,old2020_2023,117,-0.16421060957943143,-0.2175057994757431,32.47863247863248,-1584.0998507498323,0.6961185519813694,0.8200784789939894,-6.165217137601177,-4.0332289403727595,-4775.826978749859,16,37,4,40,2704.46985075,0.11613369509986644,-0.2496887191447714,-0.38288630036755095,-0.4758739297175938,-5834.454590699834
ON1_F6,2018,8,0.1154787625293125,0.0648651537471167,50.0,126.52833910000825,1.5319082228952972,1.6085070853510832,-0.6221841170568525,-0.6221841170568525,-143.52438039999765,3,4,1,6,183.8066609,0.39971652137895597,-0.07514499406331347,-0.510971676197305,,-183.07609579999672
ON1_F6,2019,43,-0.19562336869431043,-0.20390677389858383,44.18604651162791,-933.7597567999517,0.668031520529884,0.75471617202793,-3.9767216105873695,-3.3912435522989117,-1558.8735532999735,5,11,1,13,1104.8997568,0.0756136301090133,-0.3254075845221139,-0.5697614258182659,-0.7309753095541752,-3251.090837199955
ON1_F6,2020,21,0.25403198111781,-0.06629112585968237,47.61904761904761,1292.8208436000343,1.454878095757445,1.651000696489193,-5.4392016374207,-3.7962961298354267,-1029.0969497999963,6,7,1,7,565.9191564,0.5200420520828846,-0.22082892482629962,-0.6303351023776164,-1.066154097754062,-1705.813663699971
ON1_F6,2021,33,-0.23082014619050423,-0.2039062649284979,24.242424242424242,-1010.2257779999462,0.24048156418211739,0.2504769270123823,-1.9266652483443614,-1.5753862887752335,-1010.2257779999464,10,10,1,14,778.6857779999999,0.050454726320363505,-0.2634726111286891,-0.34994674425353595,-0.43362519334407723,-1316.6806379999534
ON1_F6,2022,28,0.03806314685323435,-0.20189572990722052,35.714285714285715,-5.136270999966783,1.11454422807953,0.9945155485375112,-1.7431615528846014,-1.5805183704766774,-568.4584774999884,6,11,1,11,561.7012709999999,0.3437568784778921,-0.1320638944289956,-0.33022261826181387,-0.5169124672817706,-779.8244472999719
ON1_F6,2023,35,-0.5141718917677545,-0.3363928766800968,28.57142857142857,-1861.5586453499534,0.44047815873642343,0.5894365529394844,-6.165217137601177,-5.17711190986534,-3001.0760068499785,6,9,1,8,798.16364535,-0.24638398094311958,-0.6292334469944177,-0.9917351784907902,-1.2865282378418499,-4215.276583349961
ON1_F6,2025,25,-0.09686905862486903,0.03927347209481123,52.0,1803.69067119405,0.9003241520006278,1.380613969449457,-9.83232226178813,-6.890520199909904,-3551.001980499981,5,9,1,9,638.689328806,0.09916732073988052,-0.3011907144446372,-0.9097767516984014,-1.5834889919358883,-2906.95020980595
ON1_F6,2026,14,-0.06776196269114634,-0.29495988100772835,35.714285714285715,-555.7445576189258,0.8870961502631292,0.8943172293588608,-1.7182727706506384,-1.7182727706506384,-2557.230201629956,4,6,1,8,700.269557619,0.11122124703022926,-0.25726743110851863,-0.9336041044235373,-1.4815759828416997,-5258.610786293956
