id,window,kind,value,n,years,months,mean,median,win,cash,mean_cash,pf,pf_cash,worst,worst_cash,tail5,tail5_cash,longest_loss,fee,max_extra_cash,need_extra_n,excluded,matched_own_base,matched_own_cash,paired_S0_n,paired_S0,increment,unresolved,sell_restricted,delayed,max_missing_days
S1_F3,main2020,quantity,500.0,295,7.0,65.0,-0.23764268429495528,-0.18171477695167287,42.3728813559322,-1576.683438163051,-5.344689620891699,0.7170512214718828,0.9552647076076275,-10.240443489876924,-2174.7083713220004,-5.504326367316239,-1006.687079866998,12.0,5749.928438163501,2174.708371321998,170.0,,,,,,,,,,
S1_F3,main2020,quantity,1000.0,295,7.0,65.0,-0.1943363517975946,-0.13254914265334097,44.40677966101695,-732.6370309461045,-2.483515359139337,0.7609050968421521,0.989391765482516,-10.200745196903522,-4348.957669794001,-5.464645762454164,-2008.8090134513288,10.0,9079.127030947002,4348.957669793992,164.0,,,,,,,,,,
S1_F3,main2020,benchmark_dividend_tax,0.0,295,7.0,65.0,-0.1943363517975946,-0.13254914265334097,44.40677966101695,-732.6370309461045,-2.483515359139337,0.7609050968421521,0.989391765482516,-10.200745196903522,-4348.957669794001,-5.464645762454164,-2008.8090134513288,10.0,9079.127030947002,4348.957669793992,164.0,,,,,,,,,,
S1_F3,main2020,benchmark_dividend_tax,0.1,295,7.0,65.0,-0.193239017095948,-0.13254914265334097,44.40677966101695,-648.6370309461045,-2.1987695964274727,0.7619337586178128,0.990596608232517,-10.200745196903522,-4348.957669794001,-5.464645762454164,-2008.8090134513288,10.0,9079.127030947002,4348.957669793992,164.0,,,,,,,,,,
S1_F3,main2020,benchmark_dividend_tax,0.2,295,7.0,65.0,-0.1921416823943014,-0.13254914265334097,44.40677966101695,-564.6370309461045,-1.9140238337156084,0.7629652054385145,0.9918043889814309,-10.200745196903522,-4348.957669794001,-5.464645762454164,-2008.8090134513288,10.0,9079.127030947002,4348.957669793992,164.0,,,,,,,,,,
S1_F3,main2020,unified_fee,1.0,295,7.0,65.0,-0.17605434326128971,-0.09093719451219158,45.08474576271186,145.97875325389577,0.4948432313691382,0.7805601997070166,1.0021280683416316,-10.200745196903522,-4348.957669794001,-5.451319095787497,-2007.4210411179956,7.0,8200.511246747,4348.957669793992,162.0,,,,,,,,,,
S1_F3,main2020,sell1455,5.0,295,7.0,65.0,-0.2303646969493608,-0.1382381309986818,44.40677966101695,-3398.938063521131,-11.521823944139427,0.7246041944513163,0.9516082473108837,-10.121428781262404,-4698.556892738998,-5.552674446556617,-1967.0456726859966,8.0,9076.763063522001,4698.556892738998,164.0,0.0,-0.1943363517975946,-732.6370309461045,1619.0,-0.1835981173555818,-0.046766579593779,,,,
S1_F3,main2020,buy0935,5.0,294,7.0,65.0,-0.2900516260214142,-0.2612899774876615,42.857142857142854,-15319.669656591022,-52.107719920377626,0.7217746588852879,0.8364609892179172,-9.922715421794353,-6646.684821776996,-6.499643107063197,-2586.0412391921273,10.0,9027.439656592,6646.684821777002,167.0,1.0,-0.19810779155125585,-1360.2356889711,1619.0,-0.19767294673021227,-0.09237867929120194,,,,
S1_F3,main2020,joint,5.0,294,7.0,65.0,-0.3259549961129029,-0.30426846451094336,42.17687074829932,-17936.02794303106,-61.006897765411765,0.6931667459492705,0.8110342077054834,-9.843399006153234,-6616.719174095995,-6.66753850144569,-2606.292147804062,10.0,9025.107943032,6616.719174095997,169.0,1.0,-0.19810779155125585,-1360.2356889711,1616.0,-0.22371425368312425,-0.10224074242977865,,,,
S1_F3,main2020,conservative_repurchase,0.0,295,7.0,65.0,-0.19332085207264146,-0.12893920003171624,44.40677966101695,-677.755165896152,-2.297475138631024,0.7618569490375661,0.9901786240069244,-10.161026657602216,-4348.957669793998,-5.461997859834073,-2008.1420067813297,10.0,9051.520165897,4348.957669793992,163.0,,,,,,,0.0,1.0,1.0,2.0
S1_F4,main2020,slip,0.0,237,7.0,58.0,0.043972819130145085,-0.031794945848375486,48.9451476793249,7565.775760000006,31.923104472573865,1.0685478433632016,1.1681271365535213,-9.72754011022659,-3383.030676,-5.1485820087519985,-1788.1377068333334,10.0,6864.2242400000005,3383.030676000002,121.0,,,,,,,,,,
S1_F4,early2020_2023,slip,0.0,114,4.0,29.0,-0.040444897744115166,-0.10399852289190276,45.614035087719294,-853.7486999999912,-7.48902368421045,0.9342883209572278,0.928058497062824,-8.131769230769232,-1205.1282,-4.681550863804268,-895.4682499999999,7.0,2773.7487,1205.1281999999992,62.0,,,,,,,,,,
S1_F4,recent2024,slip,0.0,123,3.0,29.0,0.1222136298916546,0.13994097888675625,52.03252032520326,8419.524459999997,68.45141837398371,1.183617233736941,1.2541124745001022,-9.72754011022659,-3383.030676,-5.100789060132088,-2268.8195739999996,10.0,4090.47554,3383.030676000002,59.0,,,,,,,,,,
S1_F4,main2020,slip,5.0,237,7.0,58.0,-0.055906345312539046,-0.13167274223825506,46.41350210970464,981.089376948652,4.139617624255916,0.9194845225322096,1.020318785107346,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,10.0,6862.230623052001,3438.4874688179916,127.0,,,,,,,,,,
S1_F4,early2020_2023,slip,5.0,114,4.0,29.0,-0.14034073078010426,-0.20391159445090273,42.10526315789473,-2640.2173082497816,-23.159800949559486,0.791129815017711,0.7945955157465637,-8.235700377192982,-1220.5307959,-4.783764862011968,-915.8857576416644,7.0,2772.9573082500006,1220.5307959000002,66.0,,,,,,,,,,
S1_F4,recent2024,slip,5.0,123,3.0,29.0,0.022349914389106773,0.0400859416986627,50.40650406504065,3621.306685198434,29.441517765840928,1.0312514679759333,1.102207015027515,-9.83232226178813,-3438.487468817994,-5.203271670337471,-2323.049295268138,10.0,4089.273314802,3438.4874688179916,61.0,,,,,,,,,,
S1_F4,main2020,slip,10.0,237,7.0,58.0,-0.15578550975523306,-0.2315505386281478,43.459915611814345,-5603.5970061032385,-23.643869224064296,0.7921728506085131,0.8916001254147294,-9.937104413349662,-3493.944261635995,-5.353523783377992,-1894.3928445271606,10.0,6860.237006104,3493.9442616359956,134.0,,,,,,,,,,
S1_F4,early2020_2023,slip,10.0,114,4.0,29.0,-0.24023656381610506,-0.30382466600992286,38.59649122807017,-4426.685916499772,-38.83057821491028,0.6716316531059783,0.681343641046353,-8.33963152361672,-1235.933391799998,-4.885978860219674,-936.3032652833302,7.0,2772.1659164999996,1235.9333917999975,70.0,,,,,,,,,,
S1_F4,recent2024,slip,10.0,123,3.0,29.0,-0.07751380111344927,-0.0597690954894308,47.96747967479675,-1176.9110896034658,-9.568382842304601,0.8988414536953641,0.9688664629030233,-9.937104413349662,-3493.944261635995,-5.305754280542865,-2377.279016536279,10.0,4088.0710896040005,3493.9442616359956,64.0,,,,,,,,,,
S1_F4,main2020,slip,20.0,237,7.0,58.0,-0.35554383864063394,-0.4313061314079465,36.708860759493675,-18772.969772207973,-79.21084292070874,0.5917067171934992,0.6828867578117571,-10.146668716472755,-3604.8578472719973,-5.558465558004009,-2001.1505494876656,12.0,6856.249772208001,3604.8578472719964,150.0,,,,,,,,,,
S1_F4,early2020_2023,slip,20.0,114,4.0,29.0,-0.44002822988811885,-0.5036508091279699,32.45614035087719,-7999.623132999996,-70.17213274561401,0.48925453369625466,0.5049356792987155,-8.547493816464234,-1266.7385835999994,-5.09040685663511,-977.1382805666664,10.0,2770.583133,1266.7385835999994,77.0,,,,,,,,,,
S1_F4,recent2024,slip,20.0,123,3.0,29.0,-0.27724123211857465,-0.2594791698656528,40.65040650406504,-10773.346639207975,-87.58818405860143,0.684734985452314,0.7496946807100049,-10.146668716472755,-3604.8578472719973,-5.510719500953657,-2485.73845907257,12.0,4085.6666392080006,3604.8578472719964,73.0,,,,,,,,,,
S1_F4,main2020,quantity,100.0,237,7.0,58.0,-0.5073566310157791,-0.608040723087333,32.91139240506329,-1998.7424142449245,-8.433512296392086,0.48790741621148187,0.6729531885173692,-10.383455146050208,-352.3465966699996,-5.636725860448497,-192.59419495583276,15.0,2783.0744142450003,352.3465966699996,159.0,,,,,,,,,,
S1_F4,main2020,quantity,500.0,237,7.0,58.0,-0.10392934685492217,-0.17922295640326183,45.14767932489451,-513.9569352756746,-2.1685946636104414,0.8560492911574742,0.9791921844110528,-9.893559248928364,-1721.7329833499969,-5.291089348980861,-922.9709747791636,10.0,4435.616935276001,1721.732983349997,130.0,,,,,,,,,,
S1_F4,main2020,quantity,1000.0,237,7.0,58.0,-0.055906345312539046,-0.13167274223825506,46.41350210970464,981.089376948652,4.139617624255916,0.9194845225322096,1.020318785107346,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,10.0,6862.230623052001,3438.4874688179916,127.0,,,,,,,,,,
S1_F4,main2020,benchmark_dividend_tax,0.0,237,7.0,58.0,-0.055906345312539046,-0.13167274223825506,46.41350210970464,981.089376948652,4.139617624255916,0.9194845225322096,1.020318785107346,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,10.0,6862.230623052001,3438.4874688179916,127.0,,,,,,,,,,
S1_F4,main2020,benchmark_dividend_tax,0.1,237,7.0,58.0,-0.05542263878101254,-0.13167274223825506,46.41350210970464,1046.089376948652,4.413879227631443,0.9201811494020653,1.0216649632059054,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,10.0,6862.230623052001,3438.4874688179916,127.0,,,,,,,,,,
S1_F4,main2020,benchmark_dividend_tax,0.2,237,7.0,58.0,-0.05493893224948604,-0.13167274223825506,46.41350210970464,1111.089376948652,4.6881408310069705,0.9208777762719209,1.023011141304465,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,10.0,6862.230623052001,3438.4874688179916,127.0,,,,,,,,,,
S1_F4,main2020,unified_fee,1.0,237,7.0,58.0,-0.03667513098494179,-0.10717987626058306,47.257383966244724,1684.638549798652,7.1081795350154096,0.946305470991184,1.0351864324727056,-9.83232226178813,-3438.487468817994,-5.221560727448365,-1840.6480844302441,10.0,6158.681450202001,3438.4874688179916,125.0,,,,,,,,,,
S1_F4,main2020,sell1455,5.0,236,7.0,58.0,-0.07855975772591801,-0.12151875666009052,44.06779661016949,-625.0539976573345,-2.648533888378536,0.8899609612110179,0.9873113493106377,-9.83232226178813,-3498.418764179995,-5.328742576635714,-1861.0905318172456,10.0,6843.573997658002,3498.4187641799945,132.0,1.0,-0.051334353521193164,1142.8121150986499,1619.0,-0.1835981173555818,0.10503835962966378,,,,
S1_F4,main2020,buy0935,5.0,237,7.0,58.0,-0.06373668924958756,0.01207090273226667,50.210970464135016,2632.2419366466265,11.106506061800111,0.9229327625883617,1.0467658417020362,-10.261024273954112,-3457.679445044996,-5.6023027388180715,-1924.7946290022476,6.0,6861.903063354,3457.679445044996,118.0,0.0,-0.055906345312539046,981.089376948652,1619.0,-0.19767294673021227,0.1339362574806247,,,,
S1_F4,main2020,joint,5.0,236,7.0,58.0,-0.08820831231747236,0.008864246915956017,50.42372881355932,966.067961740644,4.093508312460356,0.8944188469065439,1.0169961030706391,-10.4631478579622,-3407.7366989099974,-5.586186115428199,-1925.777613866996,6.0,6843.24703826,3407.7366989099974,117.0,1.0,-0.051334353521193164,1142.8121150986499,1616.0,-0.22371425368312425,0.1355059413656519,,,,
S1_F4,main2020,conservative_repurchase,0.0,237,7.0,58.0,-0.1338340981033056,-0.13167274223825007,45.14767932489451,-1878.7792228513672,-7.927338493043743,0.8072541453028608,0.9610896701256791,-9.83232226178813,-3438.487468817992,-5.2510528960649925,-1841.2652756802443,10.0,6807.759222852001,3438.4874688179916,127.0,,,,,,,0.0,3.0,0.0,1.0
S1_F5,main2020,slip,0.0,192,7.0,62.0,-0.1605249814859858,-0.10399815981648675,42.1875,-2373.489090000018,-12.361922343750095,0.7499601016581259,0.9038249823797534,-9.72754011022659,-1588.5073000000018,-4.93727193254106,-1006.8387319999995,16.0,4793.489090000001,1588.5073000000011,110.0,,,,,,,,,,
S1_F5,early2020_2023,slip,0.0,117,4.0,37.0,-0.06656793159433298,-0.11753079947575362,39.31623931623932,-85.21310000000199,-0.728317094017111,0.8607505528133513,0.9891867960672835,-6.062323767476086,-1009.6964,-3.9313962097765383,-628.088816666667,16.0,2705.213100000001,1009.6964000000007,70.0,,,,,,,,,,
S1_F5,recent2024,slip,0.0,75,3.0,25.0,-0.30709797931696425,-0.05199963911945147,46.666666666666664,-2288.2759900000165,-30.510346533333554,0.65792807522819,0.8637800038430183,-9.72754011022659,-1588.5073000000018,-5.854934823241395,-1229.1038369999987,6.0,2088.27599,1588.5073000000011,40.0,,,,,,,,,,
S1_F5,main2020,slip,5.0,192,7.0,62.0,-0.26048875922078735,-0.20390215430855677,37.5,-6244.912299024615,-32.5255848907532,0.6293073668733266,0.7682414926770638,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,16.0,4792.162299025001,1605.6182253500028,120.0,,,,,,,,,,
S1_F5,early2020_2023,slip,5.0,117,4.0,37.0,-0.16645686675341528,-0.21750579947574314,32.47863247863248,-1624.0998507498323,-13.881195305554122,0.6932368828665693,0.8163695599417415,-6.165217137601177,-1029.0969497999963,-4.0332289403727595,-644.3599982416657,16.0,2704.4698507500007,1029.096949799994,79.0,,,,,,,,,,
S1_F5,recent2024,slip,5.0,75,3.0,25.0,-0.40717851146988787,-0.15195659491157743,45.33333333333333,-4620.8124482747835,-61.61083264366378,0.5724892587756747,0.7447259622525055,-9.83232226178813,-1605.6182253500017,-5.957785866062652,-1272.9243163699957,6.0,2087.692448275,1605.6182253500028,41.0,,,,,,,,,,
S1_F5,main2020,slip,10.0,192,7.0,62.0,-0.3604525369555993,-0.3038061488006268,33.85416666666667,-10116.335508049548,-52.68924743775806,0.5302290174621748,0.6550102639413795,-9.937104413349662,-1622.7291506999995,-5.142021055852774,-1075.7311700587939,23.0,4790.8355080500005,1622.729150699999,127.0,,,,,,,,,,
S1_F5,early2020_2023,slip,10.0,117,4.0,37.0,-0.2663458019125088,-0.3174807994757446,29.914529914529915,-3162.986601499823,-27.0340735170925,0.5644209839011968,0.6794821597593244,-6.268110507726253,-1048.497499599996,-4.135061670968981,-660.6311798166646,23.0,2703.7266015000005,1048.4974995999983,82.0,,,,,,,,,,
S1_F5,recent2024,slip,10.0,75,3.0,25.0,-0.5072590436228204,-0.2519135507037034,40.0,-6953.348906549723,-92.71131875399631,0.497948057875671,0.6425972682313921,-9.937104413349662,-1622.7291506999995,-6.06063690888391,-1316.744795739994,6.0,2087.10890655,1622.729150699999,45.0,,,,,,,,,,
S1_F5,main2020,slip,20.0,192,7.0,62.0,-0.5603800924252361,-0.5036141377847914,28.645833333333332,-17859.18192609998,-93.01657253177073,0.3808899235298005,0.4800970278273541,-10.146668716472755,-1656.951001400001,-5.346770179164514,-1150.5877631655985,23.0,4788.1819261,1656.9510014000025,137.0,,,,,,,,,,
S1_F5,early2020_2023,slip,20.0,117,4.0,37.0,-0.4661236722307086,-0.5174307994757593,23.931623931623932,-6240.760103000015,-53.33982994017107,0.38387726657615495,0.481027505036208,-6.47389724797646,-1087.2985991999994,-4.33872713216146,-693.1735429666679,23.0,2702.2401029999996,1087.2985991999994,89.0,,,,,,,,,,
S1_F5,recent2024,slip,20.0,75,3.0,25.0,-0.7074201079286991,-0.4518274622879816,36.0,-11618.421823099972,-154.9122909746663,0.37778890779479163,0.4795958492501054,-10.146668716472755,-1656.951001400001,-6.266338994526451,-1404.3857544799976,7.0,2085.9418231,1656.9510014000025,48.0,,,,,,,,,,
S1_F5,main2020,quantity,100.0,192,7.0,62.0,-0.8455359417146244,-0.8807540527059632,20.833333333333336,-2339.980899674956,-12.187400519140397,0.26232902059010893,0.4046769371386184,-10.383455146050208,-169.5618225349999,-5.546636089936469,-112.8783630614995,29.0,2194.705899675,169.56182253499992,152.0,,,,,,,,,,
S1_F5,main2020,quantity,500.0,192,7.0,62.0,-0.3245940392875268,-0.28554480739882504,35.41666666666667,-4020.584850374807,-20.94054609570212,0.5643840891828313,0.7137554071991629,-9.893559248928364,-807.8091126750008,-5.095595115009346,-524.3918153074983,23.0,3294.2098503750003,807.8091126750014,124.0,,,,,,,,,,
S1_F5,main2020,quantity,1000.0,192,7.0,62.0,-0.26048875922078735,-0.20390215430855677,37.5,-6244.912299024615,-32.5255848907532,0.6293073668733266,0.7682414926770638,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,16.0,4792.162299025001,1605.6182253500028,120.0,,,,,,,,,,
S1_F5,main2020,benchmark_dividend_tax,0.0,192,7.0,62.0,-0.26048875922078735,-0.20390215430855677,37.5,-6244.912299024615,-32.5255848907532,0.6293073668733266,0.7682414926770638,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,16.0,4792.162299025001,1605.6182253500028,120.0,,,,,,,,,,
S1_F5,main2020,benchmark_dividend_tax,0.1,192,7.0,62.0,-0.25980435273808916,-0.20390215430855677,37.5,-6224.912299024615,-32.42141822408654,0.629920881735846,0.7688121291982606,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,16.0,4792.162299025001,1605.6182253500028,120.0,,,,,,,,,,
S1_F5,main2020,benchmark_dividend_tax,0.2,192,7.0,62.0,-0.259119946255391,-0.20390215430855677,37.5,-6204.912299024615,-32.31725155741987,0.6305355940030652,0.7693836140675138,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,16.0,4792.162299025001,1605.6182253500028,120.0,,,,,,,,,,
S1_F5,main2020,unified_fee,1.0,192,7.0,62.0,-0.23117045592350158,-0.16550579745578103,39.58333333333333,-5511.369774174616,-28.70505090715946,0.6619191158393279,0.7919545896002477,-9.83232226178813,-1605.6182253500017,-5.024448811903043,-1039.6214432893964,16.0,4058.619774175,1605.6182253500028,116.0,,,,,,,,,,
S1_F5,main2020,sell1455,5.0,192,7.0,62.0,-0.2735829769869802,-0.20313264126473096,39.0625,-6614.203684962632,-34.44897752584704,0.6146342728139239,0.7554681591508673,-9.83232226178813,-1605.6182253500017,-5.1443768990710055,-1029.938903927396,14.0,4791.638684963,1605.6182253500028,117.0,0.0,-0.26048875922078735,-6244.912299024615,1619.0,-0.1835981173555818,-0.0899848596313984,,,,
S1_F5,main2020,buy0935,5.0,192,7.0,62.0,-0.31737264318233693,-0.12689814858376205,45.83333333333333,-7725.67102438257,-40.23786991865922,0.6464844932188765,0.7767015106630525,-9.772648355040461,-2097.6816914459855,-6.2799346115103685,-1435.9442898114958,8.0,4792.1810243830005,2097.6816914459923,103.0,0.0,-0.26048875922078735,-6244.912299024615,1619.0,-0.19767294673021227,-0.11969969645212467,,,,
S1_F5,main2020,joint,5.0,192,7.0,62.0,-0.3304668609485298,-0.09987093245217543,45.83333333333333,-8094.962410320588,-42.16126255375306,0.6307573668141151,0.7647491790276502,-9.772648355040461,-1947.8534530409897,-6.386302128810248,-1382.005228833496,6.0,4791.6574103210005,1947.853453040996,103.0,0.0,-0.26048875922078735,-6244.912299024615,1616.0,-0.22371425368312425,-0.10675260726540553,,,,
S1_F5,main2020,conservative_repurchase,0.0,192,7.0,62.0,-0.28552443985125403,-0.20390215430855846,36.97916666666667,-7069.2871908246125,-36.81920411887819,0.5936799470845131,0.7376476451977462,-9.83232226178813,-1605.6182253500015,-5.03964649419691,-1041.2849510293968,16.0,4773.257190825,1605.6182253500028,120.0,,,,,,,0.0,1.0,0.0,1.0
S1_F6,main2020,slip,0.0,603,7.0,78.0,-0.09921231204932351,-0.10399860627177701,38.80597014925373,-7208.556791999985,-11.954488875621866,0.7820054764573645,0.898514629899685,-8.131769230769232,-3051.885648,-3.2339291967484494,-1258.4478179999996,21.0,15598.556792,3051.885647999996,369.0,,,,,,,,,,
S1_F6,early2020_2023,slip,0.0,371,4.0,46.0,-0.19758610519915676,-0.17796449704142012,32.61455525606469,-9323.345999999992,-25.130312668463592,0.48467571312132746,0.5285217759785508,-8.131769230769232,-1205.1282,-2.5304323147582757,-403.5218052631579,21.0,8483.346000000001,1205.1281999999992,250.0,,,,,,,,,,
S1_F6,recent2024,slip,0.0,232,3.0,32.0,0.05810095199631496,-0.05012202757888937,48.706896551724135,2114.7892080000056,9.115470724137955,1.1019743278004448,1.0412595181236568,-5.977984773662551,-3051.885648,-3.7440703553852184,-1804.4667346666665,10.0,7115.210792000001,3051.885647999996,119.0,,,,,,,,,,
S1_F6,main2020,slip,5.0,603,7.0,78.0,-0.1991486983140235,-0.20391376236933342,35.98673300165838,-20340.426576010577,-33.732050706485204,0.6154775286376777,0.7417677863954204,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,21.0,15594.201576012001,3118.429601100004,386.0,,,,,,,,,,
S1_F6,early2020_2023,slip,5.0,371,4.0,46.0,-0.2975490634000411,-0.2779144970413964,28.84097035040431,-14269.679019199459,-38.462746682478326,0.34283053071247066,0.38280835328337703,-8.235700377192982,-1220.5307959,-2.6315626428601155,-420.80842685526176,21.0,8481.039019200001,1220.5307959000002,264.0,,,,,,,,,,
S1_F6,recent2024,slip,5.0,232,3.0,32.0,-0.04179294207733161,-0.150075081690614,47.41379310344828,-6070.747556811122,-26.167015331082425,0.9328170265016772,0.8909073478386411,-6.080902189917678,-3118.429601099998,-3.845873452836124,-1864.0592556193278,10.0,7113.162556812002,3118.429601100004,122.0,,,,,,,,,,
S1_F6,main2020,slip,10.0,603,7.0,78.0,-0.2990850845787336,-0.30382891846688986,32.00663349917081,-33472.296360022476,-55.509612537350705,0.48795885810852746,0.6146935182812555,-8.33963152361672,-3184.9735541999953,-3.4369928628613704,-1361.9881268477347,21.0,15589.846360024,3184.9735541999908,409.0,,,,,,,,,,
S1_F6,early2020_2023,slip,10.0,371,4.0,46.0,-0.39751202160093563,-0.3778644970414131,24.258760107816713,-19216.012038399425,-51.795180696494405,0.24491392481363505,0.2795639461293088,-8.33963152361672,-1235.933391799998,-2.732692970961966,-438.0950484473665,21.0,8478.7320384,1235.9333917999975,281.0,,,,,,,,,,
S1_F6,recent2024,slip,10.0,232,3.0,32.0,-0.14168683615098807,-0.25002813580236494,44.396551724137936,-14256.284321623043,-61.44950138630622,0.7904989697271126,0.7631811950851459,-6.183819606172819,-3184.9735541999953,-3.947676550287041,-1923.651776571993,10.0,7111.114321624001,3184.9735541999908,128.0,,,,,,,,,,
S1_F6,main2020,slip,20.0,603,7.0,78.0,-0.49895785710816626,-0.5036592306620281,24.875621890547265,-59736.035928048,-99.06473619908458,0.31490813759045855,0.4272724006993979,-8.547493816464234,-3318.061460399998,-3.6400565289743145,-1467.4577610503222,22.0,15581.135928048,3318.061460399993,452.0,,,,,,,,,,
S1_F6,early2020_2023,slip,20.0,371,4.0,46.0,-0.5974379380027373,-0.5777644970414331,15.363881401617252,-29108.678076799984,-78.46004872452826,0.13117332903568693,0.15548468771866727,-8.547493816464234,-1266.7385835999994,-2.934953627165673,-472.66829163157837,22.0,8474.1180768,1266.7385835999994,314.0,,,,,,,,,,
S1_F6,recent2024,slip,20.0,232,3.0,32.0,-0.3414746242983136,-0.4499342440258358,40.08620689655172,-30627.357851248005,-132.01447349675865,0.5695763386602525,0.5614202742213285,-6.3896544386831176,-3318.061460399998,-4.151282745188879,-2042.8368184773328,16.0,7107.017851248,3318.061460399993,138.0,,,,,,,,,,
S1_F6,main2020,quantity,100.0,603,7.0,78.0,-0.763906666381111,-0.8551424739507931,19.56882255389718,-7407.521254764852,-12.284446525314845,0.21238115920961262,0.3759909333721878,-8.84298782658569,-320.04049499999905,-3.740968703848129,-139.47297586612825,98.0,6932.8987547649995,320.0404949999993,484.0,,,,,,,,,,
S1_F6,main2020,quantity,500.0,603,7.0,78.0,-0.26067235316423265,-0.2927926657777687,33.99668325041459,-12918.423169875288,-21.423587346393514,0.5352595667062483,0.6864562036668603,-8.30317676045884,-1560.202474999999,-3.3740021412086727,-657.3648793306423,21.0,10545.310669876002,1560.2024749999946,398.0,,,,,,,,,,
S1_F6,main2020,quantity,1000.0,603,7.0,78.0,-0.1991486983140235,-0.20391376236933342,35.98673300165838,-20340.426576010577,-33.732050706485204,0.6154775286376777,0.7417677863954204,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,21.0,15594.201576012001,3118.429601100004,386.0,,,,,,,,,,
S1_F6,main2020,benchmark_dividend_tax,0.0,603,7.0,78.0,-0.1991486983140235,-0.20391376236933342,35.98673300165838,-20340.426576010577,-33.732050706485204,0.6154775286376777,0.7417677863954204,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,21.0,15594.201576012001,3118.429601100004,386.0,,,,,,,,,,
S1_F6,main2020,benchmark_dividend_tax,0.1,603,7.0,78.0,-0.19869881179401983,-0.20391376236933342,35.98673300165838,-20282.426576010577,-33.63586496850842,0.6163461834567597,0.7425041263307258,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,21.0,15594.201576012001,3118.429601100004,386.0,,,,,,,,,,
S1_F6,main2020,benchmark_dividend_tax,0.2,603,7.0,78.0,-0.19824892527401616,-0.20391376236933342,35.98673300165838,-20224.426576010577,-33.53967923053164,0.6172148382758419,0.7432404662660314,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,21.0,15594.201576012001,3118.429601100004,386.0,,,,,,,,,,
S1_F6,main2020,unified_fee,1.0,603,7.0,78.0,-0.17095680998720772,-0.19774159038900938,36.81592039800995,-18141.23330601058,-30.084964023234793,0.6564619311481181,0.7650478579973662,-8.185725377192982,-3118.429601099998,-3.3239799690449994,-1308.8876257611876,21.0,13395.008306012001,3118.429601100004,381.0,,,,,,,,,,
S1_F6,main2020,sell1455,5.0,601,7.0,78.0,-0.23332232524157817,-0.27492869843527223,35.27454242928453,-25079.902738628596,-41.73028741868319,0.5697571571346433,0.6916351268833906,-8.43782396120107,-3118.429601099998,-3.4361260310187105,-1312.6710152571552,21.0,15512.13773863,3118.429601100004,389.0,2.0,-0.20141528626048283,-21075.196015667592,1619.0,-0.1835981173555818,-0.04972420788599638,,,,
S1_F6,main2020,buy0935,5.0,601,7.0,78.0,-0.27584580317567026,-0.26519872182332754,39.43427620632279,-32465.35774122757,-54.018898071926074,0.5906247440218323,0.6887715053180659,-10.261024273954112,-2952.2411752409935,-4.10551194836722,-1596.60091808038,15.0,15554.142741229001,2952.241175240997,363.0,2.0,-0.20208446053005064,-20728.18935586058,1619.0,-0.19767294673021227,-0.07817285644545799,,,,
S1_F6,main2020,joint,5.0,599,7.0,78.0,-0.3068098322496459,-0.2878122268907514,38.06343906510851,-36284.4519458026,-60.5750449846454,0.5593982366106989,0.6590299832238866,-10.4631478579622,-2922.275527559993,-4.195336870533482,-1619.8164271306603,11.0,15472.046945804002,2922.275527559992,370.0,4.0,-0.20436841859391394,-21462.95879551759,1616.0,-0.22371425368312425,-0.08309557856652167,,,,
S1_F6,main2020,conservative_repurchase,0.0,603,7.0,78.0,-0.20760009660426448,-0.2039136102169253,35.82089552238806,-21122.52347531061,-35.02906048973567,0.59882550480104,0.7316857949551735,-8.235700377192988,-3118.429601100001,-3.335461029804905,-1309.7721832611874,21.0,15548.578475312,3118.429601100004,385.0,,,,,,,0.0,2.0,0.0,1.0
S1_F7,main2020,slip,0.0,764,7.0,81.0,-0.025888025296732484,-0.09722094194931798,44.89528795811518,15362.536102000027,20.108031547120454,0.9502060484798232,1.1410596061618046,-10.095768161969033,-4276.364988,-3.985110520105668,-1481.625986102564,10.0,21027.463898,4276.364988000001,419.0,,,,,,,,,,
S1_F7,early2020_2023,slip,0.0,433,4.0,48.0,-0.10896071094021693,-0.12072852233676978,38.799076212471135,-3299.9777999999924,-7.621195842956102,0.7433865424708247,0.8744162829563576,-8.131769230769232,-1205.1282,-3.1433682372535405,-534.1795181818183,10.0,10099.9778,1205.1281999999992,263.0,,,,,,,,,,
