id,sort,k,delete,status,n,years,months,mean,median,win,cash,mean_cash,pf,pf_cash,worst,worst_cash,tail5,tail5_cash,longest_loss,fee,max_extra_cash,need_extra_n
S1_F4,net,5,both,diagnostic_only,227.0,7.0,58.0,-0.04351373588367904,-0.13167274223825506,46.25550660792951,5763.825569103625,25.391302066535793,0.9232636993123522,1.1513135361335425,-4.793159546726096,-3118.429601099998,-3.347103315993362,-1413.6861280850783,122.0,6600.614430897,3118.429601100004,122.0
S1_F4,cash,1,best,diagnostic_only,236.0,7.0,58.0,-0.07373161530693573,-0.13276095025077533,46.186440677966104,-2069.3757067373517,-8.768541130243015,0.8942608839503572,0.9571423345522986,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,127.0,6804.595706738,3438.4874688179916,127.0
S1_F4,cash,1,worst,diagnostic_only,236.0,7.0,58.0,-0.029061708435216865,-0.12072311205503708,46.61016949152542,4419.576845766642,18.7270205329095,0.9566382895908293,1.098549294746019,-9.83232226178813,-3118.429601099998,-4.967684996831083,-1646.5422822537446,126.0,6819.213154234,3118.429601100004,126.0
S1_F4,cash,1,both,diagnostic_only,235.0,7.0,58.0,-0.04684859814500538,-0.13167274223825506,46.38297872340426,1369.1117620806326,5.826007498215458,0.9303954351665393,1.030528940504964,-9.83232226178813,-3118.429601099998,-4.967684996831083,-1646.5422822537446,126.0,6761.578237920001,3118.429601100004,126.0
S1_F4,cash,5,best,diagnostic_only,232.0,7.0,58.0,-0.12568301879334207,-0.16550149351163673,45.258620689655174,-10093.846152914368,-43.50795755566538,0.8228119158117313,0.7909520827495256,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,127.0,6589.041152915001,3438.4874688179916,127.0
S1_F4,cash,5,worst,diagnostic_only,232.0,7.0,58.0,0.04461185230150304,-0.09520175097368938,47.41379310344828,14301.827462781614,61.64580802923109,1.0734234559618216,1.4090431295870285,-9.83232226178813,-1605.6182253500017,-4.367175048811197,-1153.03363365358,122.0,6629.687537219001,1605.6182253500028,122.0
S1_F4,cash,5,both,diagnostic_only,227.0,7.0,58.0,-0.024487695097069953,-0.13167274223825506,46.25550660792951,3226.8919329185883,14.215382964399067,0.9605660439447544,1.0922915605376375,-9.83232226178813,-1605.6182253500017,-4.367175048811197,-1153.03363365358,122.0,6356.498067082001,1605.6182253500028,122.0
S1_F5,net,1,best,diagnostic_only,191.0,7.0,61.0,-0.31290624015911617,-0.20390574382977858,37.17277486910995,-8195.16231902461,-42.906609000128846,0.5570330434482125,0.6958646502332844,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,120.0,4761.412319025001,1605.6182253500028,120.0
S1_F5,net,1,worst,diagnostic_only,191.0,7.0,62.0,-0.2103744476890212,-0.20389856478733495,37.696335078534034,-4639.2940736746095,-24.28949776792989,0.678773102036592,0.8169192737482724,-6.165217137601177,-1345.617256499998,-4.380513379096122,-950.072716856396,119.0,4773.659073675,1345.617256499998,119.0
S1_F5,net,1,both,diagnostic_only,190.0,7.0,61.0,-0.26280405057159495,-0.20390215430855677,37.368421052631575,-6589.544093674609,-34.681811019340046,0.6008177668677038,0.7399564461361746,-6.165217137601177,-1345.617256499998,-4.380513379096122,-950.072716856396,119.0,4742.909093675,1345.617256499998,119.0
