date,open,close,open_cross,close_cross,open_gap,close_gap
2018-11-21,12.48,12.52,12.48,12.52,0.0,0.0
2018-11-22,12.52,12.43,12.52,12.43,0.0,0.0
2018-11-23,12.46,11.81,12.46,11.81,0.0,0.0
2018-11-26,11.81,11.73,11.81,11.73,0.0,0.0
2018-11-27,11.79,11.66,11.79,11.66,0.0,0.0
2018-11-28,11.66,11.79,11.66,11.79,0.0,0.0
2018-11-29,11.86,11.46,11.86,11.46,0.0,0.0
2018-11-30,11.46,11.53,11.46,11.53,0.0,0.0
2018-12-03,12.03,12.0,12.03,12.0,0.0,0.0
2018-12-04,12.04,12.1,12.04,12.1,0.0,0.0
2018-12-05,11.89,12.3,11.89,12.3,0.0,0.0
2018-12-06,12.15,11.96,12.15,11.96,0.0,0.0
2018-12-07,11.99,11.92,11.99,11.92,0.0,0.0
2018-12-10,11.81,11.92,11.81,11.92,0.0,0.0
2018-12-11,11.9,12.0,11.9,12.0,0.0,0.0
2018-12-12,12.06,12.09,12.06,12.09,0.0,0.0
2018-12-13,12.15,12.24,12.15,12.24,0.0,0.0
2018-12-14,12.22,12.06,12.22,12.06,0.0,0.0
2018-12-17,12.0,12.28,12.0,12.28,0.0,0.0
2018-12-18,12.2,12.23,12.2,12.23,0.0,0.0
2018-12-19,12.24,11.93,12.24,11.93,0.0,0.0
2018-12-20,11.92,11.78,11.92,11.78,0.0,0.0
2018-12-21,11.71,11.76,11.71,11.76,0.0,0.0
2018-12-24,11.75,11.9,11.75,11.9,0.0,0.0
2018-12-25,11.73,11.78,11.73,11.78,0.0,0.0
2018-12-26,11.73,11.78,11.73,11.78,0.0,0.0
2018-12-27,11.92,11.56,11.92,11.56,0.0,0.0
2018-12-28,11.6,11.59,11.6,11.59,0.0,0.0
2019-01-02,11.66,11.6,11.66,11.6,0.0,0.0
2019-01-03,11.57,11.52,11.57,11.52,0.0,0.0
2019-01-04,11.36,11.65,11.36,11.65,0.0,0.0
2019-01-07,11.76,11.74,11.76,11.74,0.0,0.0
2019-01-08,11.7,11.73,11.7,11.73,0.0,0.0
2019-01-09,11.78,12.12,11.78,12.12,0.0,0.0
2019-01-10,12.08,12.03,12.08,12.03,0.0,0.0
2019-01-11,12.02,12.17,12.02,12.17,0.0,0.0
2019-01-14,12.21,12.1,12.21,12.1,0.0,0.0
2019-01-15,12.07,12.28,12.07,12.28,0.0,0.0
2019-01-16,12.3,12.12,12.3,12.12,0.0,0.0
2019-01-17,12.15,11.95,12.15,11.95,0.0,0.0
2019-01-18,11.91,12.05,11.91,12.05,0.0,0.0
2019-01-21,12.02,12.07,12.02,12.07,0.0,0.0
2019-01-22,12.07,11.88,12.07,11.88,0.0,0.0
2019-01-23,11.86,11.84,11.86,11.84,0.0,0.0
2019-01-24,11.85,11.85,11.85,11.85,0.0,0.0
2019-01-25,11.87,11.8,11.87,11.8,0.0,0.0
2019-01-28,11.88,11.76,11.88,11.76,0.0,0.0
2019-01-29,11.73,11.56,11.73,11.56,0.0,0.0
2019-01-30,11.57,11.58,11.57,11.58,0.0,0.0
2019-01-31,11.64,11.5,11.64,11.5,0.0,0.0
2019-02-01,11.58,11.9,11.58,11.9,0.0,0.0
2019-02-11,11.87,12.15,11.87,12.15,0.0,0.0
2019-02-12,12.29,12.54,12.29,12.54,0.0,0.0
2019-02-13,12.6,13.79,12.6,13.79,0.0,0.0
2019-02-14,14.3,13.86,14.3,13.86,0.0,0.0
2019-02-15,13.72,13.55,13.72,13.55,0.0,0.0
2019-02-18,13.69,13.95,13.69,13.95,0.0,0.0
2019-02-19,13.97,13.92,13.97,13.92,0.0,0.0
2019-02-20,13.93,13.86,13.93,13.86,0.0,0.0
2019-02-21,13.82,13.68,13.82,13.68,0.0,0.0
2019-02-22,13.65,14.09,13.65,14.09,0.0,0.0
2019-02-25,14.45,15.16,14.45,15.16,0.0,0.0
2019-02-26,15.18,15.1,15.18,15.1,0.0,0.0
2019-02-27,15.05,14.93,15.05,14.93,0.0,0.0
2019-02-28,14.85,15.09,14.85,15.09,0.0,0.0
2019-03-01,15.21,15.08,15.21,15.08,0.0,0.0
2019-03-04,15.13,15.31,15.13,15.31,0.0,0.0
2019-03-05,15.31,15.45,15.31,15.45,0.0,0.0
2019-03-06,15.55,16.72,15.55,16.72,0.0,0.0
2019-03-07,16.75,17.19,16.75,17.19,0.0,0.0
2019-03-08,16.5,15.82,16.5,15.82,0.0,0.0
2019-03-11,15.83,16.32,15.83,16.32,0.0,0.0
2019-03-12,16.5,16.18,16.5,16.18,0.0,0.0
2019-03-13,16.0,15.32,16.0,15.32,0.0,0.0
2019-03-14,15.3,14.73,15.3,14.73,0.0,0.0
2019-03-15,14.84,14.86,14.84,14.86,0.0,0.0
2019-03-18,14.95,15.19,14.95,15.19,0.0,0.0
2019-03-19,15.24,15.26,15.24,15.26,0.0,0.0
2019-03-20,15.2,15.06,15.2,15.06,0.0,0.0
2019-03-21,15.11,15.3,15.11,15.3,0.0,0.0
2019-03-22,15.29,15.09,15.29,15.09,0.0,0.0
2019-03-25,14.78,14.67,14.78,14.67,0.0,0.0
2019-03-26,14.72,14.24,14.72,14.24,0.0,0.0
2019-03-27,14.35,14.25,14.35,14.25,0.0,0.0
2019-03-28,14.24,14.3,14.24,14.3,0.0,0.0
2019-03-29,14.28,14.75,14.28,14.75,0.0,0.0
2019-04-01,15.2,15.56,15.2,15.56,0.0,0.0
2019-04-02,15.66,16.01,15.66,16.01,0.0,0.0
2019-04-03,16.03,16.08,16.03,16.08,0.0,0.0
2019-04-04,16.1,15.84,16.1,15.84,0.0,0.0
2019-04-08,15.91,15.62,15.91,15.62,0.0,0.0
2019-04-09,15.95,16.21,15.95,16.21,0.0,0.0
2019-04-10,15.99,15.9,15.99,15.9,0.0,0.0
2019-04-11,15.88,15.67,15.88,15.67,0.0,0.0
2019-04-12,15.73,15.71,15.73,15.71,0.0,0.0
2019-04-15,15.96,15.5,15.96,15.5,0.0,0.0
2019-04-16,15.48,16.28,15.48,16.28,0.0,0.0
2019-04-17,16.61,17.91,16.61,17.91,0.0,0.0
2019-04-18,18.4,19.61,18.4,19.61,0.0,0.0
2019-04-19,18.53,17.89,18.53,17.89,0.0,0.0
2019-04-22,17.72,17.08,17.72,17.08,0.0,0.0
2019-04-23,17.15,17.18,17.15,17.18,0.0,0.0
2019-04-24,16.93,16.93,16.93,16.93,0.0,0.0
2019-04-25,16.68,16.17,16.68,16.17,0.0,0.0
2019-04-26,16.1,16.01,16.1,16.01,0.0,0.0
2019-04-29,16.15,15.5,16.15,15.5,0.0,0.0
2019-04-30,15.46,15.42,15.46,15.42,0.0,0.0
2019-05-06,15.2,13.92,15.2,13.92,0.0,0.0
2019-05-07,13.96,14.18,13.96,14.18,0.0,0.0
2019-05-08,13.8,13.96,13.8,13.96,0.0,0.0
2019-05-09,13.77,13.83,13.77,13.83,0.0,0.0
2019-05-10,14.01,14.22,14.01,14.22,0.0,0.0
2019-05-13,14.0,13.88,14.0,13.88,0.0,0.0
2019-05-14,13.61,13.61,13.61,13.61,0.0,0.0
2019-05-15,13.76,13.89,13.76,13.89,0.0,0.0
2019-05-16,13.88,13.83,13.88,13.83,0.0,0.0
2019-05-17,13.85,13.2,13.85,13.2,0.0,0.0
2019-05-20,13.16,13.2,13.16,13.2,0.0,0.0
2019-05-21,13.19,13.5,13.19,13.5,0.0,0.0
2019-05-22,13.55,13.37,13.55,13.37,0.0,0.0
2019-05-23,13.37,13.04,13.37,13.04,0.0,0.0
2019-05-24,13.03,12.9,13.03,12.9,0.0,0.0
2019-05-27,12.96,13.26,12.96,13.26,0.0,0.0
2019-05-28,13.26,13.4,13.26,13.4,0.0,0.0
2019-05-29,13.29,13.63,13.29,13.63,0.0,0.0
2019-05-30,13.49,13.47,13.49,13.47,0.0,0.0
2019-05-31,13.49,13.68,13.49,13.68,0.0,0.0
2019-06-03,13.6,13.38,13.6,13.38,0.0,0.0
2019-06-04,13.37,13.08,13.37,13.08,0.0,0.0
2019-06-05,13.22,13.08,13.22,13.08,0.0,0.0
2019-06-06,13.03,12.83,13.03,12.83,0.0,0.0
2019-06-10,11.55,11.68,11.55,11.68,0.0,0.0
2019-06-11,11.59,12.1,11.59,12.1,0.0,0.0
2019-06-12,12.01,11.91,12.01,11.91,0.0,0.0
2019-06-13,11.83,11.94,11.83,11.94,0.0,0.0
2019-06-14,11.88,11.81,11.88,11.81,0.0,0.0
2019-06-17,11.82,11.69,11.82,11.69,0.0,0.0
2019-06-18,11.7,11.65,11.7,11.65,0.0,0.0
2019-06-19,12.0,11.84,12.0,11.84,0.0,0.0
2019-06-20,11.75,11.95,11.75,11.95,0.0,0.0
2019-06-21,11.95,12.32,11.95,12.32,0.0,0.0
2019-06-24,12.3,12.24,12.3,12.24,0.0,0.0
2019-06-25,12.26,12.04,12.26,12.04,0.0,0.0
2019-06-26,11.96,12.11,11.96,12.11,0.0,0.0
2019-06-27,12.16,12.15,12.16,12.15,0.0,0.0
2019-06-28,12.2,12.05,12.2,12.05,0.0,0.0
2019-07-01,12.45,13.26,12.45,13.26,0.0,0.0
2019-07-02,13.5,13.3,13.5,13.3,0.0,0.0
2019-07-03,13.29,13.41,13.29,13.41,0.0,0.0
2019-07-04,13.37,13.26,13.37,13.26,0.0,0.0
2019-07-05,13.27,13.15,13.27,13.15,0.0,0.0
2019-07-08,13.08,12.68,13.08,12.68,0.0,0.0
2019-07-09,12.61,12.71,12.61,12.71,0.0,0.0
2019-07-10,12.8,12.73,12.8,12.73,0.0,0.0
2019-07-11,12.84,12.79,12.84,12.79,0.0,0.0
2019-07-12,12.74,12.77,12.74,12.77,0.0,0.0
2019-07-15,12.65,12.76,12.65,12.76,0.0,0.0
2019-07-16,12.68,12.66,12.68,12.66,0.0,0.0
2019-07-17,12.68,12.81,12.68,12.81,0.0,0.0
2019-07-18,12.71,12.36,12.71,12.36,0.0,0.0
2019-07-19,12.35,12.46,12.35,12.46,0.0,0.0
2019-07-22,12.52,12.25,12.52,12.25,0.0,0.0
2019-07-23,12.24,12.43,12.24,12.43,0.0,0.0
2019-07-24,12.5,13.06,12.5,13.06,0.0,0.0
2019-07-25,13.06,13.41,13.06,13.41,0.0,0.0
2019-07-26,13.37,13.25,13.37,13.25,0.0,0.0
2019-07-29,13.3,13.31,13.3,13.31,0.0,0.0
2019-07-30,13.32,13.39,13.32,13.39,0.0,0.0
2019-07-31,13.3,13.67,13.3,13.67,0.0,0.0
2019-08-01,13.55,13.42,13.55,13.42,0.0,0.0
2019-08-02,12.95,12.89,12.95,12.89,0.0,0.0
2019-08-05,12.75,12.62,12.75,12.62,0.0,0.0
2019-08-06,12.33,12.33,12.33,12.33,0.0,0.0
2019-08-07,12.38,12.24,12.38,12.24,0.0,0.0
2019-08-08,12.3,12.35,12.3,12.35,0.0,0.0
2019-08-09,12.45,12.29,12.45,12.29,0.0,0.0
2019-08-12,12.29,12.86,12.29,12.86,0.0,0.0
2019-08-13,12.67,13.49,12.67,13.49,0.0,0.0
2019-08-14,13.82,13.69,13.82,13.69,0.0,0.0
2019-08-15,13.34,14.29,13.34,14.29,0.0,0.0
2019-08-16,14.25,14.36,14.25,14.36,0.0,0.0
2019-08-19,14.78,15.09,14.78,15.09,0.0,0.0
2019-08-20,15.0,14.77,15.0,14.77,0.0,0.0
2019-08-21,14.78,15.15,14.78,15.15,0.0,0.0
2019-08-22,15.13,14.82,15.13,14.82,0.0,0.0
2019-08-23,14.91,14.95,14.91,14.95,0.0,0.0
2019-08-26,14.48,14.23,14.48,14.23,0.0,0.0
2019-08-27,14.4,14.4,14.4,14.4,0.0,0.0
2019-08-28,14.4,14.08,14.4,14.08,0.0,0.0
2019-08-29,14.18,14.37,14.18,14.37,0.0,0.0
2019-08-30,14.47,14.21,14.47,14.21,0.0,0.0
2019-09-02,14.12,14.52,14.12,14.52,0.0,0.0
2019-09-03,14.53,15.01,14.53,15.01,0.0,0.0
2019-09-04,14.9,15.13,14.9,15.13,0.0,0.0
2019-09-05,15.21,15.2,15.21,15.2,0.0,0.0
2019-09-06,15.39,15.31,15.39,15.31,0.0,0.0
2019-09-09,15.52,15.36,15.52,15.36,0.0,0.0
2019-09-10,15.28,15.1,15.28,15.1,0.0,0.0
2019-09-11,15.18,15.21,15.18,15.21,0.0,0.0
2019-09-12,15.27,15.31,15.27,15.31,0.0,0.0
2019-09-16,15.06,14.88,15.06,14.88,0.0,0.0
2019-09-17,14.41,14.17,14.41,14.17,0.0,0.0
2019-09-18,14.17,14.36,14.17,14.36,0.0,0.0
2019-09-19,14.45,14.49,14.45,14.49,0.0,0.0
2019-09-20,14.47,14.49,14.47,14.49,0.0,0.0
2019-09-23,14.33,14.21,14.33,14.21,0.0,0.0
2019-09-24,14.27,15.59,14.27,15.59,0.0,0.0
2019-09-25,15.48,15.34,15.48,15.34,0.0,0.0
2019-09-26,15.75,15.03,15.75,15.03,0.0,0.0
2019-09-27,15.0,15.07,15.0,15.07,0.0,0.0
2019-09-30,15.0,14.4,15.0,14.4,0.0,0.0
2019-10-08,14.53,14.6,14.53,14.6,0.0,0.0
2019-10-09,14.33,14.23,14.33,14.23,0.0,0.0
2019-10-10,14.17,14.64,14.17,14.64,0.0,0.0
2019-10-11,14.71,14.82,14.71,14.82,0.0,0.0
2019-10-14,15.15,15.2,15.15,15.2,0.0,0.0
2019-10-15,15.2,14.91,15.2,14.91,0.0,0.0
2019-10-16,15.0,14.77,15.0,14.77,0.0,0.0
2019-10-17,14.78,15.21,14.78,15.21,0.0,0.0
2019-10-18,15.26,15.23,15.26,15.23,0.0,0.0
2019-10-21,15.19,15.28,15.19,15.28,0.0,0.0
2019-10-22,15.33,15.81,15.33,15.81,0.0,0.0
2019-10-23,15.65,16.11,15.65,16.11,0.0,0.0
2019-10-24,16.08,16.19,16.08,16.19,0.0,0.0
2019-10-25,16.1,15.88,16.1,15.88,0.0,0.0
2019-10-28,16.06,16.01,16.06,16.01,0.0,0.0
2019-10-29,15.85,15.7,15.85,15.7,0.0,0.0
2019-10-30,15.51,15.77,15.51,15.77,0.0,0.0
2019-10-31,15.7,15.35,15.7,15.35,0.0,0.0
2019-11-01,15.4,15.59,15.4,15.59,0.0,0.0
2019-11-04,15.46,15.78,15.46,15.78,0.0,0.0
2019-11-05,15.81,15.9,15.81,15.9,0.0,0.0
2019-11-06,15.81,15.62,15.81,15.62,0.0,0.0
2019-11-07,15.63,15.32,15.63,15.32,0.0,0.0
2019-11-08,15.4,16.0,15.4,16.0,0.0,0.0
2019-11-11,15.82,15.58,15.82,15.58,0.0,0.0
2019-11-12,15.6,15.78,15.6,15.78,0.0,0.0
2019-11-13,15.67,15.66,15.67,15.66,0.0,0.0
2019-11-14,15.68,15.99,15.68,15.99,0.0,0.0
2019-11-15,15.91,16.01,15.91,16.01,0.0,0.0
2019-11-18,16.09,15.94,16.09,15.94,0.0,0.0
2019-11-19,15.93,16.08,15.93,16.08,0.0,0.0
2019-11-20,16.0,16.21,16.0,16.21,0.0,0.0
2019-11-21,16.05,16.8,16.05,16.8,0.0,0.0
2019-11-22,16.79,16.82,16.79,16.82,0.0,0.0
2019-11-25,16.86,16.2,16.86,16.2,0.0,0.0
2019-11-26,16.2,16.41,16.2,16.41,0.0,0.0
2019-11-27,16.3,16.54,16.3,16.54,0.0,0.0
2019-11-28,16.5,16.38,16.5,16.38,0.0,0.0
2019-11-29,16.34,16.66,16.34,16.66,0.0,0.0
2019-12-02,16.65,17.02,16.65,17.02,0.0,0.0
2019-12-03,16.93,17.09,16.93,17.09,0.0,0.0
2019-12-04,16.95,16.84,16.95,16.84,0.0,0.0
2019-12-05,16.93,17.14,16.93,17.14,0.0,0.0
2019-12-06,17.07,16.8,17.07,16.8,0.0,0.0
2019-12-09,16.6,17.53,16.6,17.53,0.0,0.0
2019-12-10,17.53,17.75,17.53,17.75,0.0,0.0
2019-12-11,17.75,17.82,17.75,17.82,0.0,0.0
2019-12-12,17.83,17.79,17.83,17.79,0.0,0.0
2019-12-13,17.94,18.92,17.94,18.92,0.0,0.0
2019-12-16,18.82,19.15,18.82,19.15,0.0,0.0
2019-12-17,19.03,19.02,19.03,19.02,0.0,0.0
2019-12-18,18.99,18.93,18.99,18.93,0.0,0.0
2019-12-19,18.85,18.15,18.85,18.15,0.0,0.0
2019-12-20,18.06,18.15,18.06,18.15,0.0,0.0
2019-12-23,18.0,17.87,18.0,17.87,0.0,0.0
2019-12-24,17.96,17.87,17.96,17.87,0.0,0.0
2019-12-25,17.81,18.08,17.81,18.08,0.0,0.0
2019-12-26,17.95,18.0,17.95,18.0,0.0,0.0
2019-12-27,18.04,17.51,18.04,17.51,0.0,0.0
2019-12-30,17.35,17.6,17.35,17.6,0.0,0.0
2019-12-31,17.62,18.27,17.62,18.27,0.0,0.0
2020-01-02,18.33,18.38,18.33,18.38,0.0,0.0
2020-01-03,18.49,18.22,18.49,18.22,0.0,0.0
2020-01-06,18.01,17.9,18.01,17.9,0.0,0.0
2020-01-07,17.92,17.86,17.92,17.86,0.0,0.0
2020-01-08,17.62,17.52,17.62,17.52,0.0,0.0
2020-01-09,17.65,18.3,17.65,18.3,0.0,0.0
2020-01-10,18.41,18.03,18.41,18.03,0.0,0.0
2020-01-13,18.02,18.61,18.02,18.61,0.0,0.0
2020-01-14,18.65,18.39,18.65,18.39,0.0,0.0
2020-01-15,18.35,18.7,18.35,18.7,0.0,0.0
2020-01-16,18.65,18.41,18.65,18.41,0.0,0.0
2020-01-17,18.41,18.99,18.41,18.99,0.0,0.0
2020-01-20,18.88,19.34,18.88,19.34,0.0,0.0
2020-01-21,19.2,19.09,19.2,19.09,0.0,0.0
2020-01-22,18.9,20.85,18.9,20.85,0.0,0.0
2020-01-23,20.5,20.0,20.5,20.0,0.0,0.0
2020-02-03,18.0,18.0,18.0,18.0,0.0,0.0
2020-02-04,17.1,18.02,17.1,18.02,0.0,0.0
2020-02-05,18.16,18.69,18.16,18.69,0.0,0.0
2020-02-06,18.54,18.92,18.54,18.92,0.0,0.0
2020-02-07,19.9,19.3,19.9,19.3,0.0,0.0
2020-02-10,18.9,18.91,18.9,18.91,0.0,0.0
2020-02-11,18.81,19.23,18.81,19.23,0.0,0.0
2020-02-12,19.08,19.15,19.08,19.15,0.0,0.0
2020-02-13,19.11,18.42,19.11,18.42,0.0,0.0
2020-02-14,18.26,18.35,18.26,18.35,0.0,0.0
2020-02-17,18.44,19.19,18.44,19.19,0.0,0.0
2020-02-18,19.2,18.85,19.2,18.85,0.0,0.0
2020-02-19,18.65,18.49,18.65,18.49,0.0,0.0
2020-02-20,18.59,18.81,18.59,18.81,0.0,0.0
2020-02-21,18.67,19.6,18.67,19.6,0.0,0.0
2020-02-24,19.75,20.14,19.75,20.14,0.0,0.0
2020-02-25,19.65,19.96,19.65,19.96,0.0,0.0
2020-02-26,19.55,18.71,19.55,18.71,0.0,0.0
2020-02-27,18.64,18.9,18.64,18.9,0.0,0.0
2020-02-28,18.08,17.08,18.08,17.08,0.0,0.0
2020-03-02,17.3,17.44,17.3,17.44,0.0,0.0
2020-03-03,17.83,17.44,17.83,17.44,0.0,0.0
2020-03-04,17.23,16.76,17.23,16.76,0.0,0.0
2020-03-05,17.1,17.16,17.1,17.16,0.0,0.0
2020-03-06,16.83,16.99,16.83,16.99,0.0,0.0
2020-03-09,16.68,16.18,16.68,16.18,0.0,0.0
2020-03-10,15.98,16.59,15.98,16.59,0.0,0.0
2020-03-11,16.67,16.54,16.67,16.54,0.0,0.0
2020-03-12,16.25,16.1,16.25,16.1,0.0,0.0
2020-03-13,15.18,15.65,15.18,15.65,0.0,0.0
2020-03-16,15.68,14.3,15.68,14.3,0.0,0.0
2020-03-17,14.39,13.91,14.39,13.91,0.0,0.0
2020-03-18,14.05,13.56,14.05,13.56,0.0,0.0
2020-03-19,13.55,13.51,13.55,13.51,0.0,0.0
2020-03-20,13.68,13.57,13.68,13.57,0.0,0.0
2020-03-23,13.1,12.52,13.1,12.52,0.0,0.0
2020-03-24,12.75,13.02,12.75,13.02,0.0,0.0
2020-03-25,13.4,13.55,13.4,13.55,0.0,0.0
2020-03-26,13.41,13.29,13.41,13.29,0.0,0.0
2020-03-27,13.5,13.07,13.5,13.07,0.0,0.0
2020-03-30,12.84,12.82,12.84,12.82,0.0,0.0
2020-03-31,13.29,13.21,13.29,13.21,0.0,0.0
2020-04-01,13.13,13.41,13.13,13.41,0.0,0.0
2020-04-02,13.34,13.98,13.34,13.98,0.0,0.0
2020-04-03,13.9,13.96,13.9,13.96,0.0,0.0
2020-04-07,14.35,14.15,14.35,14.15,0.0,0.0
2020-04-08,14.05,14.14,14.05,14.14,0.0,0.0
2020-04-09,14.17,13.95,14.17,13.95,0.0,0.0
2020-04-10,13.94,13.62,13.94,13.62,0.0,0.0
2020-04-13,13.44,13.15,13.44,13.15,0.0,0.0
