window,feature,good_n,other_n,good_median,other_median,bad_median,standardized_difference,good_vs_bad,p,q_descriptive
old2020_2023,prev_r1,60,910,0.04191114836544774,-0.08436197299561687,-0.1303780964797996,0.0921519433935002,-0.04310389914556562,0.4204160479120752,0.6306240718681129
old2020_2023,prev_r3,60,910,0.7643404306653112,-0.1573924047346409,-0.5221932114882755,0.32739622625833353,0.2619492557630726,0.09823081491009197,0.3367913654060296
old2020_2023,prev_r5,60,910,0.19838863380405858,-0.33913168487637035,-0.5269320843091507,0.27893870321879066,0.15984301696576653,0.3065912705686803,0.5411614784597918
old2020_2023,prev_r20,60,910,1.0543189477294823,-0.6902483335831211,0.06896551724140387,0.27048796267614034,-0.05539908823725725,0.7203382725976658,0.9075762334137805
old2020_2023,prev_bias20,60,910,0.595074041086685,-0.47406332995250655,0.7083461656914647,0.306751368960363,0.02304002259901997,0.3853846706613959,0.6166154730582335
old2020_2023,prev_vol20,60,910,3.6596571210335678,1.6928963252889941,3.186525305077133,1.0835615212861271,0.2446628336690721,2.2032395425406257e-12,5.2877749020975015e-11
old2020_2023,prev_intraday,60,910,-0.24824243747686991,0.0,0.33967391304348116,-0.08173905135002636,-0.3152651341576623,0.9236271179156605,0.9966625129937117
old2020_2023,prev_clv,60,908,0.5077941865916555,0.4791304347826054,0.5339805825242719,0.001601229447477546,-0.1327160389451979,0.9977175068415713,0.9977175068415715
old2020_2023,prev_volume_ratio,60,910,1.0171354361743066,0.8972248522581956,0.9405638855297795,0.14154747405120305,-0.022762804003430056,0.14211874696827795,0.41637186571335444
old2020_2023,prev_market1,60,910,0.09499283572851347,0.005644953845451717,-0.0020975451291316283,-0.01680812083647618,-0.03140096718546734,0.794129204237058,0.9075762334137805
old2020_2023,prev_market20,60,910,-1.245899994141636,0.011597835948573554,-0.3077465964418935,-0.2088949352903239,-0.015763964586618513,0.018181893736657535,0.07272757494663014
old2020_2023,prev_relative20,60,910,-1.2072732847853374,-1.238498746403821,0.05389218788892647,0.3452267703819252,-0.05311094573054385,0.6826037502489957,0.9075762334137805
old2020_2023,today_gap,60,910,-0.18669554812050237,0.0,0.0,-0.41153346046308636,-0.4133042836242569,0.0057390700166904795,0.030297306564903974
old2020_2023,return1450,60,910,-0.4827395517951749,-0.10816736750228761,-0.27510316368637433,-0.042990707182092136,-0.06825215737474374,0.4558180544276026,0.6435078415448506
old2020_2023,range1450,60,910,4.934846923511629,2.3352650325130218,3.625954198473284,0.9510202885828751,0.279801934481787,1.3985385160693397e-10,1.6782462192832077e-09
old2020_2023,clv1450,60,908,0.4818856394587515,0.46153846153846734,0.480000000000004,0.016776235400176236,0.04192624408214205,0.9551349082856404,0.9966625129937117
old2020_2023,volume_ratio1450,59,891,1.006099470229909,0.8824728367476571,0.9366228315580067,0.06042360411937793,-0.05836709381189234,0.17630770204676516,0.4231384849122364
old2020_2023,morning_return,60,910,0.0,0.0,-0.08012820512820484,0.2519300672566815,0.279025050659951,0.7574983797600379,0.9075762334137805
old2020_2023,afternoon_return,60,910,-0.33279450215532025,-0.06430959893631849,0.0,-0.08942526139392132,-0.17662315041170237,0.23517268174649752,0.47034536349299505
old2020_2023,tail_return,60,910,-0.14035851389460618,0.0,0.0,-0.15315138501635964,-0.2697665000839855,0.22172531081594726,0.47034536349299505
old2020_2023,tail_volume_ratio,59,891,0.8018968138492251,0.8656669469546037,0.8703225133374228,-0.11017694714147074,-0.17543944302652723,0.31567752910154523,0.5411614784597918
old2020_2023,breakout_distance,60,910,-2.025389038158049,-1.0672467993986134,-1.7996400719856087,-0.6335137092227948,-0.25949488801463033,7.216733916969636e-05,0.0005773387133575709
old2020_2023,breakdown_distance,60,910,1.892077002543724,0.8978777435153185,1.3254786450662692,0.5509060883031123,0.12954357124561836,0.006311938867688328,0.030297306564903974
old2020_2023,known_gapdays,60,910,1.0,1.0,1.0,0.25326178211910555,0.009361216437222096,0.15613944964250792,0.41637186571335444
recent2024,prev_r1,129,524,-0.31708283789140257,0.04884048328119839,0.31877748782608295,-0.07106375137761121,-0.10604167099604414,0.436959181827588,0.6114873591394401
recent2024,prev_r3,129,524,0.1651073197578068,0.18975744830613817,0.5516396706504945,0.1598423859095789,0.139144074556315,0.3246444567463922,0.5715803891111683
recent2024,prev_r5,129,524,1.7435320584926695,0.15965980028505022,0.18211948640409759,0.13967635280249227,0.044120102726879815,0.25419559029789707,0.5526264110933834
recent2024,prev_r20,129,524,5.622879301987416,2.2499402004111047,4.516272024297374,0.11517608493673742,-0.043374595532960004,0.22189887714342005,0.5526264110933834
recent2024,prev_bias20,129,524,1.6420905000291697,0.00951484247196932,0.6196180138442808,0.130411694317226,0.021394219531619286,0.13820264017329356,0.47383762345129227
recent2024,prev_vol20,129,524,3.704602304223225,3.3875894496913386,3.731377470224026,0.3335541213529399,0.09502932207872078,0.00043638955656826145,0.010473349357638275
recent2024,prev_intraday,129,524,-0.03613369467028171,0.1014093661273252,0.08414019294847863,-0.07720120849284817,-0.11635542105829373,0.35875012103499304,0.5740001936559889
recent2024,prev_clv,129,523,0.4482758620689666,0.5000000000000042,0.4705882352941164,-0.11127422691208123,-0.09759732689305302,0.26817975917942327,0.5526264110933834
recent2024,prev_volume_ratio,129,524,0.9679908806125593,0.9247838121130194,0.9319431869257175,0.1514976257586969,0.12438075547995767,0.33342189364818153,0.5715803891111683
recent2024,prev_market1,129,524,0.07616044757019491,0.059659234502740244,0.07856170415434516,0.08064095412260372,0.10580585761791976,0.7327134506612138,0.7892312208903474
recent2024,prev_market20,129,524,0.520755574355225,0.7229233468206253,0.7267019476448366,-0.05435500062340181,-0.051777886408576224,0.6050886575977714,0.7261063891173257
recent2024,prev_relative20,129,524,5.446036652849351,1.2120507204838038,3.1170662760816703,0.1456563138855687,-0.03566629050563521,0.10577953333092159,0.42311813332368636
recent2024,today_gap,129,524,-0.11415525114154557,-0.06438818421801717,0.0,-0.020020254949725508,-0.0920074736741152,0.756346586686583,0.7892312208903474
recent2024,return1450,129,524,0.16386726751331793,-0.08599005557179962,0.08053802844422142,0.12909381170811224,0.08622376710914605,0.25823214630115143,0.5526264110933834
recent2024,range1450,129,524,3.8001784121320297,3.78385207089518,4.202537616012807,0.18698899775381148,-0.03612786524014803,0.09255678348504841,0.42311813332368636
recent2024,clv1450,129,523,0.5242290748898693,0.4375,0.4629629629629637,0.17113726948386557,0.12812231713479427,0.07351333855727678,0.42311813332368636
recent2024,volume_ratio1450,129,524,0.9456958847887912,0.9195375983165561,0.9648964016688786,0.11047829455226767,0.0025043215949437834,0.4586155193545801,0.6114873591394401
recent2024,morning_return,129,524,0.21971583418778362,0.1350350556292068,0.1455304030962834,0.17934265488364878,0.20310238120116111,0.2763132055466917,0.5526264110933834
recent2024,afternoon_return,129,524,-0.07288629737609575,-0.12907835288071268,-0.044510014917797935,0.01646352968065121,-0.03540554501832251,0.4176942196962329,0.6114873591394401
recent2024,tail_return,129,524,-0.06046863189721474,-0.04974049834015615,0.0,-0.06938737243067941,-0.14925068675165984,0.7442973771800135,0.7892312208903474
recent2024,tail_volume_ratio,129,524,0.9129337263773104,0.9182544072571224,0.9012122179518753,-0.09646102411378629,-0.10240520915979136,0.5628758434934777,0.7110010654654456
recent2024,breakout_distance,129,524,-1.6771488469601525,-1.7769343918076885,-2.017866905518728,-0.006970909851811426,0.09385082722075033,0.7968872535250087,0.7968872535250086
recent2024,breakdown_distance,129,524,1.8656716417910335,1.3808994120451334,1.6872740333625735,0.2221143726101696,0.10005409101207377,0.00738986638118696,0.08867839657424352
recent2024,known_gapdays,129,524,1.0,1.0,1.0,0.3753268771102568,0.33950134149109823,0.012549950027091998,0.10039960021673598
