scenario,event,n,increment,remaining
S1_F1_open_6_1000,94,1,1071.0940796879877,8799.037757646234
S1_F1_open_6_1000,95,2,-1416.5397300707991,11286.671567405021
S1_F1_open_6_1000,96,3,1353.7478821596014,8516.38395517462
S1_F1_open_6_1000,97,1,-731.2932420888028,10601.425079423025
S1_F1_open_6_1000,98,1,1535.8805789459948,8334.251258388227
S1_F1_open_6_1000,99,10,-4488.755266743588,14358.88710407781
S1_F1_open_6_1000,100,11,2052.1050235536604,7818.0268137805615
S1_F1_open_6_1000,101,4,465.718127750406,9404.413709583816
S1_F1_open_6_1000,102,1,109.06207027880009,9761.069767055422
S1_F1_open_6_1000,103,1,394.58329323719954,9475.548544097022
S1_F1_open_6_1000,104,3,509.3832086435723,9360.74862869065
S1_F1_open_7_all,0,1,-164.91353554000307,-1469.830376537011
S1_F1_open_7_all,1,6,2045.4385153200092,-3680.1824273970233
S1_F1_open_7_all,2,4,396.7671186800035,-2031.5110307570176
S1_F1_open_7_all,3,1,239.86278206000134,-1874.6066941370154
S1_F1_open_7_all,4,2,-155.52121297999838,-1479.2226990970157
S1_F1_open_7_all,5,1,-434.33343345999856,-1200.4104786170155
S1_F1_open_7_all,6,7,-322.3760481399968,-1312.3678639370173
S1_F1_open_7_all,7,4,-355.193643519995,-1279.550268557019
S1_F1_open_7_all,8,9,-1050.3807967599932,-584.3631153170209
S1_F1_open_7_all,9,1,-34.85039685999982,-1599.8935152170143
S1_F1_open_7_all,10,2,66.08244724000178,-1700.8263593170159
S1_F1_open_7_all,11,7,-342.7075574199953,-1292.0363546570188
S1_F1_open_7_all,12,1,86.11415282000235,-1720.8580648970164
S1_F1_open_7_all,13,5,-437.591955079999,-1197.151956997015
S1_F1_open_7_all,14,1,-24.818803719999778,-1609.9251083570143
S1_F1_open_7_all,15,12,-574.8561585599891,-1059.887753517025
S1_F1_open_7_all,16,7,165.11670758000037,-1799.8606196570145
S1_F1_open_7_all,17,2,-106.04625127999861,-1528.6976607970155
S1_F1_open_7_all,18,2,-60.05948857999647,-1574.6844234970176
S1_F1_open_7_all,19,10,-424.1097910000026,-1210.6341210770115
S1_F1_open_7_all,20,2,-41.19762944000104,-1593.546282637013
S1_F1_open_7_all,21,2,-49.448533579998184,-1585.295378497016
S1_F1_open_7_all,22,3,-95.31231371999638,-1539.4315983570177
S1_F1_open_7_all,23,2,-177.66505199999665,-1457.0788600770175
S1_F1_open_7_all,24,3,-166.96104500000183,-1467.7828670770123
S1_F1_open_7_all,25,2,-178.46884339999997,-1456.2750686770141
S1_F1_open_7_all,26,9,-467.38376567999876,-1167.3601463970153
S1_F1_open_7_all,27,4,-112.66685943999619,-1522.077052637018
S1_F1_open_7_all,28,1,-39.222813999998834,-1595.5210980770153
S1_F1_open_7_all,29,1,-29.361971859998448,-1605.3819402170157
S1_F1_open_7_all,30,2,-35.294523439999466,-1599.4493886370146
S1_F1_open_7_all,31,5,-37.078229899996586,-1597.6656821770175
S1_F1_open_7_all,32,7,-203.2590714399994,-1431.4848406370147
S1_F1_open_7_all,33,2,-145.97247662000154,-1488.7714354570126
S1_F1_open_7_all,34,1,57.274094630000036,-1692.0180067070141
S1_F1_open_7_all,35,5,-142.9429168600018,-1491.8009952170123
S1_F1_open_7_all,36,5,-187.8099171399972,-1446.933994937017
S1_F1_open_7_all,37,10,-514.6352851599986,-1120.1086269170155
S1_F1_open_7_all,38,2,-95.57671920999746,-1539.1671928670166
S1_F1_open_7_all,39,1,-140.78730876999907,-1493.956603307015
S1_F1_open_7_all,40,2,-110.8007053500005,-1523.9432067270136
S1_F1_open_7_all,41,4,-54.43225550999887,-1580.3116565670152
S1_F1_open_7_all,42,5,-162.7151870000016,-1472.0287250770125
S1_F1_open_7_all,43,1,-132.76403469999786,-1501.9798773770162
S1_F1_open_7_all,44,1,-52.997550139998566,-1581.7463619370155
S1_F1_open_7_all,45,1,16.931185350000305,-1651.6750974270144
S1_F1_open_7_all,46,1,26.38184642000124,-1661.1257584970153
S1_F1_open_7_all,47,1,36.14701649000017,-1670.8909285670143
S1_F1_open_7_all,48,2,-204.3571999099986,-1430.3867121670155
S1_F1_open_7_all,49,8,-461.80069848999847,-1172.9432135870156
S1_F1_open_7_all,50,1,-105.49414735000028,-1529.2497647270138
S1_F1_open_7_all,51,2,-684.6518300600001,-950.092082017014
S1_F1_open_7_all,52,4,1269.179312780001,-2903.923224857015
S1_F1_open_7_all,53,2,251.1659617999976,-1885.9098738770117
S1_F1_open_7_all,54,1,254.83568866000132,-1889.5796007370154
S1_F1_open_7_all,55,1,-1277.4514701200023,-357.29244195701176
S1_F1_open_7_all,56,2,311.1129342200038,-1945.856846297018
S1_F1_open_7_all,57,1,-247.17204990000027,-1387.5718621770138
S1_F1_open_7_all,58,1,-78.2856482799998,-1556.4582637970143
S1_F1_open_7_all,59,1,-110.99445848999858,-1523.7494535870155
S1_F1_open_7_all,60,1,-168.79106840999884,-1465.9528436670153
S1_F1_open_7_all,61,1,-59.94154364000133,-1574.8023684370128
S1_F1_open_7_all,62,1,-37.9309075000001,-1596.813004577014
S1_F1_open_7_all,63,4,-366.485615040001,-1268.258297037013
S1_F1_open_7_all,64,1,715.0452768200012,-2349.7891888970153
S1_F1_open_7_all,65,3,1122.7337784600022,-2757.4776905370163
S1_F1_open_7_all,66,1,151.17882997000197,-1785.922742047016
S1_F1_open_7_all,67,1,-837.6236234600001,-797.120288617014
S1_F1_open_7_all,68,2,190.51348117000452,-1825.2573932470186
S1_F1_open_7_all,69,1,-27.06771428999855,-1607.6761977870156
S1_F1_open_7_all,70,6,646.606154070003,-2281.350066147017
S1_F1_open_7_all,71,1,984.7243967799986,-2619.4683088570127
S1_F1_open_7_all,72,1,230.2892784600008,-1865.033190537015
S1_F1_open_7_all,73,5,-87.31418791999386,-1547.4297241570202
S1_F1_open_7_all,74,7,-4066.176206119995,2431.432294042981
S1_F1_open_7_all,75,2,811.4144015099992,-2446.1583135870133
S1_F1_open_7_all,76,1,344.2124028000035,-1978.9563148770176
S1_F1_open_7_all,77,1,-51.944352499998786,-1582.7995595770153
S1_F1_open_7_all,78,2,-606.2209479999983,-1028.5229640770158
S1_F1_open_7_all,79,3,-229.3381279899986,-1405.4057840870155
S1_F1_open_7_all,80,8,242.22055105000982,-1876.964463127024
S1_F1_open_7_all,81,1,355.73602637000295,-1990.479938447017
S1_F1_open_7_all,82,3,-371.8236185400019,-1262.9202935370122
S1_F1_open_7_all,83,1,30.684779060000437,-1665.4286911370145
S1_F1_open_7_all,84,2,-378.852586029996,-1255.891326047018
S1_F1_open_7_all,85,6,-1403.595510410003,-231.14840166701106
S1_F1_open_7_all,86,3,-184.82347027999276,-1449.9204417970213
S1_F1_open_7_all,87,2,-200.40835319999314,-1434.335558877021
S1_F1_open_7_all,88,4,-320.1803130599983,-1314.5635990170158
S1_F1_open_7_all,89,10,-2488.006311037614,853.2623989606
S1_F1_open_7_all,90,2,1796.8287106668067,-3431.572622743821
S1_F1_open_7_all,91,1,1916.5129971846181,-3551.2569092616322
S1_F1_open_7_all,92,9,4924.242231767421,-6558.986143844435
S1_F1_open_7_all,93,2,-324.591376606797,-1310.1525354702171
S1_F1_open_7_all,94,1,1058.1753576359843,-2692.9192697129984
S1_F1_open_7_all,95,2,-1441.334576082605,-193.40933599440905
S1_F1_open_7_all,96,4,1072.9492027218075,-2707.6931147988216
S1_F1_open_7_all,97,1,-742.4884671035979,-892.2554449734162
S1_F1_open_7_all,98,1,1524.458500437002,-3159.202412514016
S1_F1_open_7_all,99,12,-3524.898521649011,1890.1546095719968
S1_F1_open_7_all,100,13,1065.4787495358323,-2700.2226616128464
S1_F1_open_7_all,101,4,416.0905757088258,-2050.83448778584
S1_F1_open_7_all,102,2,-183.62364984139276,-1451.1202622356213
S1_F1_open_7_all,103,2,2207.761476181411,-3842.5053882584252
S1_F1_open_7_all,104,3,471.1717990841862,-2105.9157111612003
S1_F1_open_7_1000,0,1,-164.91353554000307,8633.769952763247
S1_F1_open_7_1000,1,5,1911.867949660009,6556.988467563235
S1_F1_open_7_1000,2,4,396.7671186800035,8072.08929854324
S1_F1_open_7_1000,3,1,239.86278206000134,8228.993635163242
S1_F1_open_7_1000,4,1,97.04828696000186,8371.808130263242
S1_F1_open_7_1000,5,1,-434.33343345999856,8903.189850683242
S1_F1_open_7_1000,6,6,-177.2269127399959,8646.08332996324
S1_F1_open_7_1000,7,3,-200.57395397999608,8669.43037120324
S1_F1_open_7_1000,8,7,-764.0246842199958,9232.88110144324
S1_F1_open_7_1000,9,1,-34.85039685999982,8503.706814083243
S1_F1_open_7_1000,10,2,66.08244724000178,8402.773969983242
S1_F1_open_7_1000,11,5,-363.3398879599954,8832.196305183239
S1_F1_open_7_1000,12,1,86.11415282000235,8382.742264403241
S1_F1_open_7_1000,13,5,-437.591955079999,8906.448372303243
S1_F1_open_7_1000,14,1,-24.818803719999778,8493.675220943243
S1_F1_open_7_1000,15,11,-626.7043289599897,9095.560746183233
S1_F1_open_7_1000,16,6,139.1189345999992,8329.737482623244
S1_F1_open_7_1000,17,1,-63.0669152800001,8531.923332503244
S1_F1_open_7_1000,18,2,-60.05948857999647,8528.91590580324
S1_F1_open_7_1000,19,9,-384.3015450000039,8853.157962223248
S1_F1_open_7_1000,20,2,-41.19762944000104,8510.054046663245
S1_F1_open_7_1000,21,1,0.196161560001201,8468.660255663242
S1_F1_open_7_1000,22,2,-66.60895285999686,8535.46537008324
S1_F1_open_7_1000,23,1,-128.83693355999822,8597.693350783242
S1_F1_open_7_1000,24,3,-116.96104500000183,8585.817462223245
S1_F1_open_7_1000,25,2,-178.46884339999997,8647.325260623244
S1_F1_open_7_1000,26,9,-467.38376567999876,8936.240182903242
S1_F1_open_7_1000,27,3,-83.67078257999674,8552.52719980324
S1_F1_open_7_1000,28,1,-39.222813999998834,8508.079231223242
S1_F1_open_7_1000,29,1,-29.361971859998448,8498.218389083242
S1_F1_open_7_1000,30,2,-35.294523439999466,8504.150940663243
S1_F1_open_7_1000,31,4,0.41268110000419256,8468.44373612324
S1_F1_open_7_1000,32,7,-203.2590714399994,8672.115488663243
S1_F1_open_7_1000,33,1,-72.91234034000081,8541.768757563244
S1_F1_open_7_1000,34,1,57.274094630000036,8411.582322593244
S1_F1_open_7_1000,35,3,-57.76038572000107,8526.616802943245
S1_F1_open_7_1000,36,4,-164.18045620999874,8633.036873433242
S1_F1_open_7_1000,37,8,-377.64800806999847,8846.504425293242
S1_F1_open_7_1000,38,1,-22.831091929998365,8491.687509153242
S1_F1_open_7_1000,39,1,-140.78730876999907,8609.643725993243
S1_F1_open_7_1000,40,2,-110.8007053500005,8579.657122573244
S1_F1_open_7_1000,41,3,-73.58919685999717,8542.44561408324
S1_F1_open_7_1000,42,4,-150.49602014000084,8619.352437363244
S1_F1_open_7_1000,43,1,-132.76403469999786,8601.620451923241
S1_F1_open_7_1000,44,1,-52.997550139998566,8521.853967363242
S1_F1_open_7_1000,45,1,16.931185350000305,8451.925231873243
S1_F1_open_7_1000,46,1,26.38184642000124,8442.474570803242
S1_F1_open_7_1000,47,1,36.14701649000017,8432.709400733243
S1_F1_open_7_1000,48,1,-167.59974191000038,8636.456159133244
S1_F1_open_7_1000,49,7,-16.194915689999107,8485.051332913243
S1_F1_open_7_1000,50,1,-105.49414735000028,8574.350564573244
S1_F1_open_7_1000,51,2,-684.6518300600001,9153.508247283244
S1_F1_open_7_1000,52,2,604.858672180002,7863.997745043242
S1_F1_open_7_1000,53,1,294.31258458999946,8174.543832633244
S1_F1_open_7_1000,54,1,199.83568866000132,8269.020728563242
S1_F1_open_7_1000,55,1,-1222.4514701200023,9691.307887343246
S1_F1_open_7_1000,56,2,366.1129342200038,8102.74348300324
S1_F1_open_7_1000,57,1,-247.17204990000027,8716.028467123244
S1_F1_open_7_1000,58,1,-78.2856482799998,8547.142065503243
S1_F1_open_7_1000,59,1,-110.99445848999858,8579.850875713242
S1_F1_open_7_1000,60,1,-168.79106840999884,8637.647485633242
S1_F1_open_7_1000,61,1,-59.94154364000133,8528.797960863245
S1_F1_open_7_1000,62,1,-37.9309075000001,8506.787324723244
S1_F1_open_7_1000,63,4,-366.485615040001,8835.342032263245
S1_F1_open_7_1000,64,1,715.0452768200012,7753.8111404032425
S1_F1_open_7_1000,65,3,1122.7337784600022,7346.122638763241
S1_F1_open_7_1000,66,1,151.17882997000197,8317.677587253242
S1_F1_open_7_1000,67,1,-837.6236234600001,9306.480040683244
S1_F1_open_7_1000,68,1,219.86557896000159,8248.990838263242
S1_F1_open_7_1000,69,1,-27.06771428999855,8495.924131513242
S1_F1_open_7_1000,70,6,646.606154070003,7822.250263153241
S1_F1_open_7_1000,71,1,984.7243967799986,7484.132020443245
S1_F1_open_7_1000,72,1,230.2892784600008,8238.567138763243
S1_F1_open_7_1000,73,4,23.94490381000287,8444.91151341324
S1_F1_open_7_1000,74,5,-915.7580014099949,9384.614418633239
S1_F1_open_7_1000,75,2,811.4144015099992,7657.4420157132445
S1_F1_open_7_1000,76,1,344.2124028000035,8124.64401442324
S1_F1_open_7_1000,77,1,-51.944352499998786,8520.800769723242
S1_F1_open_7_1000,78,1,-73.39829014000134,8542.254707363245
S1_F1_open_7_1000,79,3,-229.3381279899986,8698.194545213242
S1_F1_open_7_1000,80,8,242.22055105000982,8226.635866173234
S1_F1_open_7_1000,81,1,355.73602637000295,8113.120390853241
S1_F1_open_7_1000,82,3,-371.8236185400019,8840.680035763246
S1_F1_open_7_1000,83,1,30.684779060000437,8438.171638163243
S1_F1_open_7_1000,84,1,265.7431881699995,8203.113229053244
S1_F1_open_7_1000,85,5,-1338.566894270003,9807.423311493247
S1_F1_open_7_1000,86,2,74.31372269000349,8394.54269453324
S1_F1_open_7_1000,87,2,-200.40835319999314,8669.264770423237
S1_F1_open_7_1000,88,4,-320.1803130599983,8789.036730283242
S1_F1_open_7_1000,89,6,977.9430029233918,7490.913414299852
S1_F1_open_7_1000,90,1,30.81111228480586,8438.045304938438
S1_F1_open_7_1000,91,1,1916.5129971846181,6552.3434200386255
S1_F1_open_7_1000,92,7,8678.45941337281,-209.60299614956602
S1_F1_open_7_1000,93,1,-151.02772453560465,8619.884141758848
S1_F1_open_7_1000,94,1,1058.1753576359843,7410.681059587259
S1_F1_open_7_1000,95,2,-1441.334576082605,9910.190993305849
S1_F1_open_7_1000,96,3,1316.6002421862067,7152.256175037037
S1_F1_open_7_1000,97,1,-742.4884671035979,9211.344884326842
S1_F1_open_7_1000,98,1,1524.458500437002,6944.397916786242
S1_F1_open_7_1000,99,10,-4599.212779534188,13068.069196757431
S1_F1_open_7_1000,100,11,1892.6890314792254,6576.167385744018
S1_F1_open_7_1000,101,4,416.0905757088258,8052.765841514418
S1_F1_open_7_1000,102,1,95.91837165861216,8372.938045564631
S1_F1_open_7_1000,103,1,380.9937124433927,8087.862704779851
S1_F1_open_7_1000,104,3,471.1717990841862,7997.684618139057
S1_F1_open_10_all,0,1,-175.96902219999902,-6552.949908195158
S1_F1_open_10_all,1,6,1978.2305076000193,-8707.149437995176
S1_F1_open_10_all,2,4,351.7957124000168,-7080.714642795174
S1_F1_open_10_all,3,1,230.03074580000248,-6958.94967619516
S1_F1_open_10_all,4,2,-171.63816139999653,-6557.2807689951605
S1_F1_open_10_all,5,1,-442.82224779999706,-6286.09668259516
S1_F1_open_10_all,6,7,-381.9652401999865,-6346.953690195171
S1_F1_open_10_all,7,4,-388.45303359999343,-6340.465896795164
S1_F1_open_10_all,8,9,-1134.104966799985,-5594.813963595172
S1_F1_open_10_all,9,1,-43.41710980000062,-6685.5018205951565
S1_F1_open_10_all,10,2,47.929553200003284,-6776.84848359516
S1_F1_open_10_all,11,7,-402.3807105999931,-6326.538219795164
S1_F1_open_10_all,12,1,77.79933259999962,-6806.718262995157
S1_F1_open_10_all,13,5,-478.82136439998976,-6250.097565995167
S1_F1_open_10_all,14,1,-33.37651959999857,-6695.5424107951585
S1_F1_open_10_all,15,12,-676.8531407999799,-6052.065789595177
S1_F1_open_10_all,16,7,107.42863940001371,-6836.347569795171
S1_F1_open_10_all,17,2,-122.28613039999436,-6606.632799995163
S1_F1_open_10_all,18,2,-77.27986939999755,-6651.6390609951595
S1_F1_open_10_all,19,10,-503.79192999998304,-6225.127000395174
S1_F1_open_10_all,20,2,-56.23809919999803,-6672.680831195159
S1_F1_open_10_all,21,2,-64.060219399993,-6664.858710995164
S1_F1_open_10_all,22,3,-116.28381959999388,-6612.635110795163
S1_F1_open_10_all,23,2,-191.8419599999961,-6537.076970395161
S1_F1_open_10_all,24,3,-188.34034999999676,-6540.57858039516
S1_F1_open_10_all,25,2,-192.85566199999812,-6536.063268395159
S1_F1_open_10_all,26,9,-530.6761223999838,-6198.242807995173
S1_F1_open_10_all,27,4,-140.3609991999965,-6588.557931195161
S1_F1_open_10_all,28,1,-46.40721999999914,-6682.511710395158
S1_F1_open_10_all,29,1,-36.57935980000002,-6692.339570595157
S1_F1_open_10_all,30,2,-48.88371919999736,-6680.03521119516
S1_F1_open_10_all,31,5,-70.7603569999992,-6658.158573395158
S1_F1_open_10_all,32,7,-245.84975919999124,-6483.069171195166
S1_F1_open_10_all,33,2,-157.3547665999995,-6571.564163795158
S1_F1_open_10_all,34,1,51.65192090000164,-6780.570851295159
S1_F1_open_10_all,35,5,-170.9369097999952,-6557.982020595162
S1_F1_open_10_all,36,5,-217.01531019999493,-6511.903620195162
S1_F1_open_10_all,37,10,-572.7821787999874,-6156.13675159517
S1_F1_open_10_all,38,2,-106.87807029999749,-6622.04086009516
S1_F1_open_10_all,39,1,-145.9537410999983,-6582.965189295159
S1_F1_open_10_all,40,2,-120.92065050000019,-6607.998279895157
S1_F1_open_10_all,41,4,-75.35277929999211,-6653.566151095165
S1_F1_open_10_all,42,5,-190.655209999999,-6538.263720395158
S1_F1_open_10_all,43,1,-138.4192210000001,-6590.499709395157
S1_F1_open_10_all,44,1,-58.70070019999912,-6670.218230195158
S1_F1_open_10_all,45,1,11.219050500001686,-6740.137980895159
S1_F1_open_10_all,46,1,20.534780600000886,-6749.453710995158
S1_F1_open_10_all,47,1,30.24298070000077,-6759.161911095158
S1_F1_open_10_all,48,2,-217.8474712999996,-6511.0714590951575
S1_F1_open_10_all,49,8,-539.0990406999827,-6189.819889695174
S1_F1_open_10_all,50,1,-116.77751049999642,-6612.141419895161
S1_F1_open_10_all,51,2,-705.7073857999967,-6023.21154459516
S1_F1_open_10_all,52,4,1212.1540754000162,-7941.073005795173
S1_F1_open_10_all,53,2,219.27997400000822,-6948.198904395165
S1_F1_open_10_all,54,1,239.96918380000352,-6968.888114195161
S1_F1_open_10_all,55,1,-1290.5970715999938,-5438.321858795163
S1_F1_open_10_all,56,2,288.06073460000334,-7016.97966499516
S1_F1_open_10_all,57,1,-258.80315699999846,-6470.115773395159
S1_F1_open_10_all,58,1,-87.1274403999978,-6641.791489995159
S1_F1_open_10_all,59,1,-120.68504070000017,-6608.233889695157
S1_F1_open_10_all,60,1,-177.79782629999863,-6551.121104095158
S1_F1_open_10_all,61,1,-69.29920519999723,-6659.61972519516
S1_F1_open_10_all,62,1,-46.65872499999932,-6682.260205395158
S1_F1_open_10_all,63,4,-399.7773071999982,-6329.141623195159
S1_F1_open_10_all,64,1,704.1820525999974,-7433.1009829951545
S1_F1_open_10_all,65,3,1083.065797800009,-7811.984728195166
S1_F1_open_10_all,66,1,135.93965710000703,-6864.858587495164
S1_F1_open_10_all,67,1,-852.5659477999943,-5876.352982595163
S1_F1_open_10_all,68,2,159.45027310000296,-6888.36920349516
S1_F1_open_10_all,69,1,-41.77303469999242,-6687.145895695165
S1_F1_open_10_all,70,6,551.8809201000113,-7280.799850495168
S1_F1_open_10_all,71,1,970.6579954000044,-7699.5769257951615
S1_F1_open_10_all,72,1,217.90239780000047,-6946.821328195158
S1_F1_open_10_all,73,5,-145.81152559998372,-6583.107404795173
S1_F1_open_10_all,74,7,-4171.510151599974,-2557.408778795183
S1_F1_open_10_all,75,2,780.6811593000057,-7509.600089695163
S1_F1_open_10_all,76,1,329.93600399999923,-7058.854934395156
S1_F1_open_10_all,77,1,-65.05107499999576,-6663.867855395161
S1_F1_open_10_all,78,2,-633.2022399999951,-6095.716690395162
S1_F1_open_10_all,79,3,-269.75902569999016,-6459.159904695167
S1_F1_open_10_all,80,8,139.84720150001158,-6868.766131895169
S1_F1_open_10_all,81,1,341.93650909999997,-7070.855439495157
S1_F1_open_10_all,82,3,-409.90811219998795,-6319.010818195169
S1_F1_open_10_all,83,1,18.405855800003337,-6747.32478619516
S1_F1_open_10_all,84,2,-400.3902228999941,-6328.528707495163
S1_F1_open_10_all,85,6,-1470.4278862999963,-5258.491044095161
S1_F1_open_10_all,86,3,-220.70650039999236,-6508.212429995165
S1_F1_open_10_all,87,2,-225.54207599999427,-6503.376854395163
S1_F1_open_10_all,88,4,-382.73867579999205,-6346.180254595165
S1_F1_open_10_all,89,10,-2742.276775767976,-3986.6421546271813
S1_F1_open_10_all,90,2,1724.9009415240143,-8453.819871919171
S1_F1_open_10_all,91,1,1874.6227179780108,-8603.541648373168
S1_F1_open_10_all,92,9,4539.712139382042,-11268.631069777199
S1_F1_open_10_all,93,2,-397.0532637239812,-6331.865666671176
S1_F1_open_10_all,94,1,1019.4191914799885,-7748.338121875146
S1_F1_open_10_all,95,2,-1515.719114118001,-5213.199816277156
S1_F1_open_10_all,96,4,925.4553001740205,-7654.374230569178
S1_F1_open_10_all,97,1,-776.0741421479979,-5952.844788247159
S1_F1_open_10_all,98,1,1490.1922649100088,-8219.111195305166
S1_F1_open_10_all,99,12,-3928.9367300699305,-2799.9822003252266
S1_F1_open_10_all,100,13,505.80407219412155,-7234.723002589279
S1_F1_open_10_all,101,4,267.2079195840124,-6996.1268499791695
S1_F1_open_10_all,102,2,-264.00650520197814,-6464.912425193179
S1_F1_open_10_all,103,2,2127.912755402016,-8856.831685797173
S1_F1_open_10_all,104,3,356.53757040599885,-7085.456500801156
S1_F1_open_10_1000,0,1,-175.96902219999902,4440.9991790906715
S1_F1_open_10_1000,1,5,1856.0512138000195,2408.978943090653
S1_F1_open_10_1000,2,4,351.7957124000168,3913.2344444906557
