scope,window,n,down_pct,baseline_down_pct,lift_pp,down_ci_low,down_ci_high,lift_ci_low,lift_ci_high,net_RT_win_pct,net_RT_mean_pct,net_RT_cash,mean_net_winner_pct,mean_net_loser_pct,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
candidate_outside_old_UR,2025,6,66.66666666666666,44.03292181069959,22.633744855967073,0.0,100.0,-39.20460390946502,58.307186234817806,66.66666666666666,1.7281473152350986,3398.5933764510446,2.9927538270172738,-0.801065708329252,1.7281473152350986,2.038553396331727,66.66666666666666,3398.5933764510446,7.471930943740261,12.96122541523129,-1.0589240127478876,-284.1342135500024,4,5.0,-1.0589240127478876,-186.90008825000217,1.6291350373681432,3232.4255229020273,6.0,0.0,1.7281473152350986,3398.5933764510446,0.6031716668436294,401.93387574104077,-0.36360223950213666,3.642521966488546
high_volume_without_highCLV,2025,13,38.46153846153847,44.03292181069959,-5.571383349161124,20.0,62.52840909090894,-26.94461662075298,19.99154400832589,38.46153846153847,-0.5181677835445627,-742.6602356499556,2.4805049838419473,-2.3923382631611316,-0.5181677835445627,-0.4752926375807713,38.46153846153847,-742.6602356499556,0.6480336158034348,0.8021063032785392,-12.229427049039757,-2298.815767799987,6,12.0,-2.3923382631611316,-3752.8241068499706,-0.6183033685482504,-1098.6112672999636,13.0,0.0,-0.5181677835445627,-742.6602356499556,-0.10256227156671109,1394.8608791450267,-2.101298998381922,1.0703678237786731
candidate_stage_U,2025,3,66.66666666666666,44.03292181069959,22.633744855967073,66.66666666666666,66.66666666666666,18.703768492602954,27.60055584733893,66.66666666666666,-0.0909869519704491,12.604925800006214,1.0340051469048963,-2.34097114972114,-0.0909869519704491,0.7747852864023691,66.66666666666666,12.604925800006214,0.8833984536956541,1.023099466972779,-2.34097114972114,-545.6803749999976,1,3.0,,,-0.1909119849566966,-64.59574839999505,3.0,0.0,-0.0909869519704491,12.604925800006214,1.001975692152911,761.8476170500062,-0.0909869519704491,-0.0909869519704491
candidate_stage_R,2025,1,100.0,44.03292181069959,55.96707818930041,100.0,100.0,50.43069490895578,59.883176430418025,100.0,0.7265464680488039,148.9420259500048,0.7265464680488039,,0.7265464680488039,0.7265464680488039,100.0,148.9420259500048,,,0.7265464680488039,0.0,1,1.0,,,0.6270348873170845,128.54215190000232,1.0,0.0,0.7265464680488039,148.9420259500048,0.14177168463417616,29.06319535000611,0.7265464680488039,0.7265464680488039
candidate_stage_D,2025,2,0.0,44.03292181069959,-44.03292181069959,0.0,0.0,-48.161972606763854,-39.01041666666668,0.0,-0.801065708329252,-284.13421355000247,,-0.801065708329252,-0.801065708329252,-0.801065708329252,0.0,-284.13421355000247,0.0,0.0,-1.0589240127478876,-284.13421355000247,1,1.0,,,-0.9013369747638,-319.78032710000133,2.0,0.0,-0.801065708329252,-284.13421355000247,-0.9649369792089354,-344.07362885,-0.801065708329252,-0.801065708329252
candidate_stage_C,2025,4,100.0,44.03292181069959,55.96707818930041,100.0,100.0,50.8217043761008,60.522347383720934,100.0,2.9927538270172738,3682.727590001047,2.9927538270172738,,2.9927538270172738,2.735435688557251,100.0,3682.727590001047,,,1.8159282192028985,0.0,3,4.0,,,2.894371043434115,3552.2058500020285,4.0,0.0,2.9927538270172738,3682.727590001047,1.3872259898699117,746.0075045910407,1.8159282192028983,3.9469542577028207
candidate,2026,7,57.14285714285714,47.337278106508876,9.805579036348266,25.0,100.0,-21.055078822707152,52.07559458778048,57.14285714285714,0.9493223687957839,4685.95731816906,3.1938252841950563,-2.0433481850699127,0.9493223687957839,1.0750771913824777,57.14285714285714,4685.95731816906,2.0840470279980083,2.1661956232784583,-4.331237586947363,-2839.1262382439963,5,7.0,-2.957301223555783,-3899.664021581979,0.8499112755268177,4248.95267833807,7.0,0.0,0.9493223687957839,4685.95731816906,1.1880261148544318,5265.29317333503,-1.614354762811361,4.641632373677645
old_UR_volume,2026,5,60.0,47.337278106508876,12.662721893491124,0.0,100.0,-50.25273224043716,54.356663470757425,60.0,1.8057727317769117,6468.704834670013,3.9388450093208967,-1.3938356845390656,1.8057727317769117,2.165855526381241,60.0,6468.704834670013,4.2388551100520715,4.2329617499508885,-1.583364860164202,-1060.5377833379823,3,3.0,,,1.7067896496838586,6117.214133340055,5.0,0.0,1.8057727317769117,6468.704834670013,1.6772495633861468,5939.311725639027,-1.204306508913929,4.825339750790724
candidate_overlap_old_UR,2026,2,50.0,47.337278106508876,2.6627218934911268,0.0,100.0,-50.887573964497044,56.09843832251273,50.0,2.7697938216611497,4210.447069242029,7.122952503486502,-1.583364860164202,2.7697938216611497,2.7697938216611497,50.0,4210.447069242029,4.498617269267817,4.970105672227808,-1.583364860164202,-1060.5377833379823,2,2.0,,,2.6712925092282074,4071.732638484044,2.0,0.0,2.7697938216611497,4210.447069242029,2.1153464752430344,3191.615048088009,-1.583364860164202,7.122952503486502
candidate_outside_old_UR,2026,5,60.0,47.337278106508876,12.662721893491124,0.0,100.0,-48.31155303030303,51.46934149970587,60.0,0.22113378764963754,475.51024892703094,1.8841162110979077,-2.273339847522768,0.22113378764963754,1.0750771913824777,60.0,475.51024892703094,1.2431816209646398,1.160774658597768,-4.331237586947363,-2839.1262382439963,3,5.0,,,0.12135878204626191,177.22003985402603,5.0,0.0,0.22113378764963754,475.51024892703094,0.8170979706989904,2073.678125247021,-4.331237586947363,2.160312243868787
high_volume_without_highCLV,2026,6,50.0,47.337278106508876,2.6627218934911268,16.54761904761905,100.0,-34.514174972314514,51.871657754010705,33.33333333333333,0.20849990715606015,1008.4561273169973,2.3467912622380935,-0.8606457703849565,0.20849990715606015,-0.415179355707693,33.33333333333333,1008.4561273169973,1.3633897609166208,1.4604561447293574,-1.4079178612105112,-1217.618882153995,6,6.0,-1.4079178612105112,-940.322522159996,0.10871858776933481,616.98935663401,6.0,0.0,0.20849990715606015,1008.4561273169973,0.08358198673859864,738.7652981880213,-1.0135955590191958,1.47835077692913
candidate_stage_U,2026,2,50.0,47.337278106508876,2.6627218934911268,0.0,100.0,-50.887573964497044,56.09843832251273,50.0,2.7697938216611497,4210.447069242029,7.122952503486502,-1.583364860164202,2.7697938216611497,2.7697938216611497,50.0,4210.447069242029,4.498617269267817,4.970105672227808,-1.583364860164202,-1060.5377833379823,2,2.0,,,2.6712925092282074,4071.732638484044,2.0,0.0,2.7697938216611497,4210.447069242029,2.1153464752430344,3191.615048088009,-1.583364860164202,7.122952503486502
candidate_stage_R,2026,0,,,,,,,,,,,,,,,,0.0,,,,0.0,0,,,,,,,,,,,,,
candidate_stage_D,2026,0,,,,,,,,,,,,,,,,0.0,,,,0.0,0,,,,,,,,,,,,,
candidate_stage_C,2026,5,60.0,47.337278106508876,12.662721893491124,0.0,100.0,-48.31155303030303,51.46934149970587,60.0,0.22113378764963754,475.51024892703094,1.8841162110979077,-2.273339847522768,0.22113378764963754,1.0750771913824777,60.0,475.51024892703094,1.2431816209646398,1.160774658597768,-4.331237586947363,-2839.1262382439963,3,5.0,,,0.12135878204626191,177.22003985402603,5.0,0.0,0.22113378764963754,475.51024892703094,0.8170979706989904,2073.678125247021,-4.331237586947363,2.160312243868787
