model,window,bin,predicted_pct,n,down_pct,baseline_down_pct,lift_pp,down_ci_low,down_ci_high,lift_ci_low,lift_ci_high,net_RT_win_pct,net_RT_mean_pct,net_RT_cash,mean_net_winner_pct,mean_net_loser_pct
A12,primary,"[0.65,1)",69.08930609970663,30,50.0,48.1651376146789,1.834862385321101,33.33333333333333,66.66666666666666,-13.601030531127673,17.1464324208899,46.666666666666664,-0.8633291855223127,-10188.823458729916,1.9102620074630945,-3.290221479384544
A12,2024,"[0,0.4)",34.64538718966715,30,36.666666666666664,52.892561983471076,-16.22589531680441,19.047619047619047,51.28378378378377,-29.887061799321195,-6.337885506954258,36.666666666666664,-0.8311042504354178,-4739.303594999917,2.1677335527156067,-2.567273504891274
A12,2024,"[0.4,0.5)",46.218422932482554,89,49.43820224719101,52.892561983471076,-3.454359736280066,40.0,60.49382716049383,-12.068956044484073,5.18639767074577,48.31460674157304,-0.5566610261754802,-10003.787230999758,1.349036646032341,-2.338074067587139
A12,2024,"[0.5,0.55)",52.64472677475985,61,67.21311475409836,52.892561983471076,14.320552770627282,57.40664845173042,75.43859649122807,5.860563305007751,23.348122331493755,63.934426229508205,-0.04894874627203596,321.3373304001557,1.8356087849700462,-3.389755278928454
A12,2024,"[0.55,0.6)",57.10092657967785,40,47.5,52.892561983471076,-5.392561983471078,30.55253623188406,62.85978835978834,-20.118099882340665,8.030474775901597,45.0,-1.0864099801780651,-8385.689947899893,1.5860366200205738,-3.2729571985224055
A12,2024,"[0.6,0.65)",62.21767835194182,16,56.25,52.892561983471076,3.357438016528924,29.411764705882355,85.71428571428571,-21.96703371047138,30.2047277975795,50.0,-0.767018837610828,-1709.5297449499544,2.730593734328313,-4.2646314095499696
A12,2024,"[0.65,1)",69.11183304341448,6,66.66666666666666,52.892561983471076,13.774104683195587,0.0,100.0,-49.60061557706235,48.42946892276763,66.66666666666666,0.042364056337508005,-708.3999948499873,2.4940522087906962,-4.861012248568869
A12,2025,"[0,0.4)",35.67897968866243,19,36.84210526315789,44.03292181069959,-7.190816547541695,21.428571428571427,57.90570175438591,-25.533670726355062,14.354860006542253,36.84210526315789,-0.79541607428189,-4782.290163151875,3.5591739150372677,-3.3355935680513986
A12,2025,"[0.4,0.5)",46.166968039265704,68,33.82352941176471,44.03292181069959,-10.209392398934881,15.78689370485036,45.56962025316456,-27.118904379933788,-0.34672725647442537,30.88235294117647,-1.1855951872831398,-37511.03311236368,1.3836003991817403,-2.333533640810001
A12,2025,"[0.5,0.55)",52.664038823378455,68,48.529411764705884,44.03292181069959,4.496489954006294,39.6551724137931,58.82352941176471,-4.288411531938954,15.006641245709885,47.05882352941176,-0.3248750174126513,-826.4832522976553,1.8258266993827323,-2.236609876786326
