ordinal,date,status_old,cash_old,net_old,fee_old,extra_cash_old,days_missing_old,restore_date_old,auction_quantity,restore_clock_old,restore_price,restore_kind,missed_dividend_old,cash_openonly,net_openonly,status_openonly,restore_date_openonly,days_missing_openonly,restore_clock_openonly,missed_dividend_openonly,fee_openonly,extra_cash_openonly
0,2018-06-08,retained_sale_restricted,0.0,0.0,0.0,0.0,0,2018-06-08,unknown,,,,,0.0,0.0,retained_sale_limit_or_IPO,2018-06-08,0,,,,
1,2018-06-11,completed,-2795.906322399997,-12.819377911049964,32.7263224,2795.9063223999983,2,2018-06-13,unknown,09:25,24.55,open_proxy,0.0,-2795.906322399997,-12.819377911049964,restored_at_open,2018-06-13,2,09:25,0.0,32.7263224,2795.9063223999983
2,2018-06-12,completed,-619.2188105999982,-2.581153858274273,34.9488106,619.2188105999994,1,2018-06-13,unknown,09:25,24.55,open_proxy,0.0,-619.2188105999982,-2.5811538582742735,restored_at_open,2018-06-13,1,09:25,0.0,34.9488106,619.2188105999994
3,2018-06-13,completed,1148.1732721000046,4.464126252332833,36.71172790000001,0.0,1,2018-06-14,unknown,09:25,24.51,open_proxy,0.0,1148.1732721000046,4.464126252332833,restored_at_open,2018-06-14,1,09:25,0.0,36.71172790000001,0.0
4,2018-06-14,completed,632.8588519000017,2.717298634177766,34.1961481,0.0,1,2018-06-15,unknown,09:25,22.6,open_proxy,0.0,632.8588519000017,2.717298634177766,restored_at_open,2018-06-15,1,09:25,0.0,34.1961481,0.0
5,2018-06-15,completed,694.3380975000042,3.0750137178919585,33.456902500000005,0.0,1,2018-06-19,unknown,09:25,21.83,open_proxy,0.0,694.3380975000042,3.0750137178919585,restored_at_open,2018-06-19,1,09:25,0.0,33.456902500000005,0.0
6,2018-06-19,retained_sale_restricted,0.0,0.0,0.0,0.0,0,2018-06-19,unknown,,,,,0.0,0.0,retained_sale_limit_or_IPO,2018-06-19,0,,,,
7,2018-06-20,completed,209.63073259999945,1.055542460221548,30.6392674,0.0,1,2018-06-21,unknown,09:25,19.6,open_proxy,0.0,209.63073259999942,1.055542460221548,restored_at_open,2018-06-21,1,09:25,0.0,30.6392674,0.0
8,2018-06-21,completed,423.18668970000107,2.3290406697853663,28.878310300000003,0.0,1,2018-06-22,unknown,09:25,17.7,open_proxy,0.0,423.18668970000107,2.3290406697853663,restored_at_open,2018-06-22,1,09:25,0.0,28.878310300000003,0.0
9,2018-06-22,completed,51.872561000002975,0.2770970138889047,29.457439,0.0,1,2018-06-25,unknown,09:25,18.62,open_proxy,0.0,51.872561000002975,0.27709701388890473,restored_at_open,2018-06-25,1,09:25,0.0,29.457439,0.0
