window,kind,rise,pullback,tp,stop,breakout_veto,signals,executed,execution_rate,net_win_rate,avg_net_per_trade,avg_net_per_signal,total_pnl_1000,pf,worst_pnl_1000,max_losing_streak,tp_count,stop_count,ambiguous_bar_count
modern_2024plus,pullback,0.003,0.003,,,,26,15,0.5769230769230769,0.8,0.002097054113670712,0.001209838911733103,503.9288972980487,1.175686886461055,-2534.525123660989,2,0,0,0
modern_2024plus,pullback,0.003,0.003,,,0.02,26,14,0.5384615384615384,0.7857142857142857,0.0010421614051193283,0.0005611638335257922,-590.6454296689676,0.7940807580248387,-2534.525123660989,2,0,0,0
modern_2024plus,pullback,0.003,0.003,0.015,,,26,15,0.5769230769230769,0.8666666666666667,0.003452057762341194,0.0019915717859660736,786.1537364966995,1.285732308270617,-2534.525123660989,1,6,0,0
modern_2024plus,pullback,0.003,0.003,0.015,,0.02,26,14,0.5384615384615384,0.8571428571428571,0.0027544095960441266,0.001483143628639145,-71.76793617676003,0.9739155115448719,-2534.525123660989,1,5,0,0
modern_2024plus,pullback,0.003,0.004,,,,26,15,0.5769230769230769,0.8,0.0026045802467141053,0.0015026424500273684,1283.0140838360492,1.614102676679766,-1595.6014963229904,2,0,0,0
modern_2024plus,pullback,0.003,0.004,,,0.02,26,13,0.5,0.8461538461538461,0.0038081841728021624,0.0019040920864010812,1784.0412531920233,4.613990213813521,-276.8092112000003,2,0,0,0
modern_2024plus,pullback,0.003,0.004,0.015,,,26,15,0.5769230769230769,0.8,0.0026579422109263315,0.0015334281986113451,1219.262563305695,1.5835886083672486,-1595.6014963229904,2,5,0,0
modern_2024plus,pullback,0.003,0.004,0.015,,0.02,26,13,0.5,0.8461538461538461,0.00415024951173088,0.00207512475586544,1956.942386955226,4.964241646766356,-276.8092112000003,2,4,0,0
modern_2024plus,pullback,0.003,0.005,,,,26,15,0.5769230769230769,0.8,0.0022279220534480834,0.001285339646220048,963.3805085720455,1.3999281970715634,-1915.235071586994,2,0,0,0
modern_2024plus,pullback,0.003,0.005,,,0.02,26,13,0.5,0.8461538461538461,0.0038081841728021624,0.0019040920864010812,1784.0412531920233,4.613990213813521,-276.8092112000003,2,0,0,0
